,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,#act_ult30dias,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
13207,4a7037f0,0,38,3,26.0,14.0,21.0,1,38.0,3,3,38,0.0
13218,4a776ce2,0,12,7,7.0,2.0,6.0,1,12.0,7,7,12,0.0
13219,4a7823bf,0,33,46,11.0,4.0,9.0,4,29.0,46,4,33,0.0
13220,4a78636f,0,26,72,10.0,2.0,6.0,4,12.0,72,9,26,1.0
13221,4a7c182d,0,4,10,1.0,1.0,1.0,1,4.0,10,10,4,0.0
13231,4a915ec2,0,158,8,108.0,11.0,45.0,8,158.0,8,3,158,1.0
13232,4a9170e4,0,49,19,14.0,9.0,13.0,2,49.0,19,17,49,0.0
13243,4aa455af,0,2,8,0.0,0.0,0.0,1,2.0,8,8,2,0.0
13256,4ab57b8a,1,23,43,7.0,3.0,4.0,9,81.0,2,2,89,0.0
13261,4abf4ffd,0,26,16,9.0,2.0,7.0,4,26.0,16,13,26,0.0
13268,4ace8a64,0,69,128,20.0,5.0,13.0,11,65.0,128,0,69,0.0
13289,4ae93726,0,228,48,178.0,31.0,91.0,11,166.0,48,1,228,0.0
13290,4ae93a15,0,25,9,21.0,3.0,8.0,1,25.0,9,9,25,0.0
13294,4aeb5dda,0,98,146,38.0,6.0,29.0,13,7.0,146,28,98,1.0
13300,4af5d8a4,0,24,10,11.0,7.0,8.0,3,24.0,10,7,24,0.0
13305,4b01d366,0,113,68,38.0,5.0,20.0,12,0.0,68,34,113,0.0
13314,4b0d4a9b,0,133,86,70.0,24.0,54.0,17,0.0,86,58,133,1.0
13318,4b11dcf9,0,4,14,1.0,1.0,1.0,1,4.0,14,14,4,0.0
13330,4b1c554f,0,6,1,1.0,1.0,1.0,2,6.0,1,1,6,0.0
13331,4b1de348,0,204,88,127.0,22.0,66.0,31,142.0,88,0,204,0.0
13344,4b270aa3,3,35,38,21.0,2.0,11.0,12,113.0,8,0,123,0.0
13364,4b3d1849,0,7,9,2.0,1.0,1.0,1,7.0,9,9,7,0.0
13372,4b4ddb26,0,22,125,8.0,2.0,4.0,3,13.0,125,11,22,0.0
13376,4b552ac2,1,7,9,2.0,1.0,2.0,3,12.0,8,8,12,0.0
13385,4b56abd6,0,91,26,50.0,4.0,18.0,6,91.0,26,4,91,0.0
13396,4b5f3028,0,9,0,6.0,2.0,6.0,1,9.0,0,0,9,0.0
13397,4b61910e,0,213,23,182.0,36.0,122.0,7,213.0,23,13,213,0.0
13404,4b6b052f,0,8,0,6.0,1.0,6.0,1,8.0,0,0,8,0.0
13409,4b78a7d4,0,118,79,56.0,7.0,38.0,11,108.0,79,0,118,0.0
13417,4b86ed2b,0,10,13,3.0,3.0,3.0,1,10.0,13,13,10,0.0
13437,4ba3e453,0,28,31,7.0,3.0,6.0,6,28.0,31,1,28,0.0
13438,4ba571a1,0,12,30,4.0,3.0,4.0,4,12.0,30,2,12,1.0
13440,4ba91e4c,0,19,5,13.0,5.0,7.0,1,19.0,5,5,19,0.0
13462,4bc68c48,0,21,15,6.0,4.0,5.0,2,21.0,15,13,21,0.0
13464,4bcb2da1,0,153,72,65.0,23.0,51.0,10,61.0,72,1,153,0.0
13493,4beeb5ae,2,43,17,41.0,7.0,31.0,2,128.0,14,14,128,0.0
13498,4bf884ee,0,5,13,1.0,1.0,1.0,1,5.0,13,13,5,0.0
13499,4bf8e237,0,57,2,36.0,8.0,24.0,4,57.0,2,1,57,1.0
13501,4bf9b730,0,77,7,22.0,4.0,10.0,4,77.0,7,3,77,0.0
13506,4c002b61,0,17,46,6.0,4.0,6.0,2,0.0,46,46,17,1.0
13508,4c00b084,0,252,95,100.0,32.0,68.0,22,133.0,95,0,252,0.0
13525,4c196c48,0,30,37,16.0,3.0,7.0,1,0.0,37,37,30,1.0
13539,4c281da5,0,3,14,0.0,0.0,0.0,1,3.0,14,14,3,0.0
13557,4c3aeafc,0,4,2,1.0,1.0,1.0,1,4.0,2,2,4,0.0
13559,4c46f5b4,0,2,10,0.0,0.0,0.0,1,2.0,10,10,2,0.0
13560,4c47489e,0,12,15,3.0,3.0,3.0,1,12.0,15,15,12,0.0
13568,4c507fb2,0,34,2,11.0,3.0,7.0,2,34.0,2,2,34,0.0
13584,4c6e5588,0,21,33,8.0,5.0,6.0,2,16.0,33,3,21,0.0
13585,4c6e6a91,0,7,13,3.0,1.0,2.0,1,7.0,13,13,7,0.0
13601,4c827b99,1,7,0,3.0,1.0,1.0,1,15.0,0,0,15,0.0
13613,4c8d1f9b,0,21,1,7.0,2.0,5.0,5,21.0,1,0,21,0.0
13629,4cad42fd,0,14,13,1.0,1.0,1.0,2,14.0,13,13,14,1.0
13631,4cb0a3a7,0,10,2,7.0,1.0,5.0,1,10.0,2,2,10,0.0
13642,4cc3dd62,0,7,16,4.0,1.0,4.0,1,7.0,16,16,7,0.0
13648,4ccf3468,0,16,16,6.0,2.0,5.0,1,16.0,16,16,16,0.0
13660,4cdf80c5,0,7,2,2.0,1.0,1.0,1,7.0,2,2,7,0.0
13665,4ce52f73,0,3,23,1.0,1.0,1.0,1,3.0,23,23,3,0.0
13670,4cee8efd,0,20,11,13.0,2.0,8.0,2,20.0,11,10,20,0.0
13672,4cf1622a,0,15,2,7.0,3.0,7.0,2,15.0,2,1,15,0.0
13674,4cf47610,0,75,16,58.0,9.0,37.0,1,75.0,16,16,75,0.0
13677,4cf80018,0,27,137,6.0,3.0,6.0,6,3.0,137,4,27,1.0
13694,4d149696,0,277,65,235.0,10.0,101.0,12,35.0,65,12,277,1.0
13697,4d1696c4,0,82,11,46.0,13.0,24.0,6,82.0,11,5,82,0.0
13705,4d235f46,0,66,21,24.0,4.0,15.0,5,66.0,21,13,66,0.0
13714,4d2df1ec,0,6,11,4.0,1.0,4.0,1,6.0,11,11,6,0.0
13715,4d2f1297,0,24,0,18.0,7.0,15.0,3,24.0,0,0,24,1.0
13716,4d307585,0,48,14,29.0,2.0,18.0,5,48.0,14,10,48,0.0
13726,4d409f68,0,2,6,0.0,0.0,0.0,1,2.0,6,6,2,0.0
13735,4d49ff2a,0,30,14,7.0,2.0,4.0,1,30.0,14,14,30,0.0
13741,4d535b5e,0,56,6,37.0,4.0,13.0,4,56.0,6,0,56,0.0
13748,4d6695e3,0,28,119,12.0,4.0,11.0,4,14.0,119,13,28,1.0
13787,4d98d84f,0,3,12,0.0,0.0,0.0,1,3.0,12,12,3,0.0
13791,4da09107,0,10,0,3.0,1.0,2.0,2,10.0,0,0,10,0.0
13792,4da38c00,0,190,16,130.0,34.0,82.0,13,190.0,16,3,190,0.0
13801,4db921d5,0,7,10,2.0,2.0,2.0,2,7.0,10,10,7,0.0
13802,4db9ade6,0,20,2,3.0,2.0,3.0,2,20.0,2,0,20,0.0
13810,4dc46a0f,0,20,13,10.0,4.0,8.0,3,20.0,13,5,20,0.0
13823,4dd01030,0,15,1,9.0,1.0,7.0,1,15.0,1,1,15,0.0
13827,4dd513b3,2,204,90,61.0,17.0,36.0,36,103.0,84,1,378,1.0
13831,4dda6397,0,4,13,1.0,1.0,1.0,1,4.0,13,13,4,0.0
13835,4ddbaa31,1,2,16,0.0,0.0,0.0,2,12.0,16,16,12,0.0
13842,4de2479a,2,9,91,4.0,3.0,4.0,10,50.0,2,2,122,1.0
13844,4de6a8eb,0,36,24,14.0,3.0,12.0,4,36.0,24,4,36,0.0
13852,4de7aafe,0,68,7,64.0,6.0,30.0,1,68.0,7,7,68,0.0
13865,4dfde9b5,0,47,10,31.0,7.0,23.0,3,47.0,10,2,47,0.0
13868,4dffb77c,0,37,15,14.0,10.0,10.0,1,37.0,15,14,37,0.0
13891,4e27a097,0,26,4,20.0,6.0,17.0,1,26.0,4,4,26,0.0
13899,4e32793f,0,51,6,14.0,5.0,10.0,5,51.0,6,0,51,0.0
13907,4e3c9e93,0,7,2,1.0,1.0,1.0,1,7.0,2,2,7,0.0
13912,4e4513a2,0,128,8,48.0,10.0,17.0,11,128.0,8,1,128,0.0
13917,4e500687,0,17,3,9.0,1.0,4.0,2,17.0,3,3,17,0.0
13919,4e54661e,0,4,8,1.0,1.0,1.0,1,4.0,8,8,4,0.0
13929,4e560208,7,22,142,13.0,5.0,11.0,22,51.0,16,1,185,1.0
13946,4e64394b,0,70,12,54.0,4.0,15.0,4,70.0,12,3,70,1.0
13948,4e658b6c,0,1,6,0.0,0.0,0.0,1,1.0,6,6,1,0.0
13952,4e69b157,0,25,16,19.0,1.0,8.0,1,25.0,16,16,25,0.0
13965,4e7709a0,6,46,17,5.0,1.0,5.0,19,116.0,8,0,116,0.0
13971,4e8103d8,0,66,13,36.0,6.0,13.0,6,66.0,13,9,66,1.0
13977,4e8d56df,0,123,19,95.0,15.0,53.0,5,123.0,19,0,123,0.0
13979,4e927af7,0,55,11,45.0,16.0,33.0,3,55.0,11,0,55,0.0
13981,4e92e3f5,0,3,32,0.0,0.0,0.0,1,0.0,32,32,3,0.0
13983,4e949fde,0,18,34,7.0,3.0,4.0,2,9.0,34,3,18,1.0
13994,4ea305bc,0,25,10,14.0,2.0,9.0,1,25.0,10,10,25,0.0
13997,4ea4bfd6,0,29,29,2.0,2.0,2.0,4,29.0,29,0,29,0.0
14001,4ead4504,0,95,0,40.0,8.0,21.0,2,95.0,0,0,95,1.0
14015,4ebb61f8,0,57,78,24.0,4.0,20.0,12,0.0,78,55,57,1.0
14019,4ec0703f,0,125,37,55.0,6.0,26.0,14,100.0,37,1,125,0.0
14025,4ec72760,0,4,2,1.0,1.0,1.0,1,4.0,2,2,4,0.0
14028,4ecab589,0,88,35,67.0,21.0,56.0,7,76.0,35,6,88,0.0
14029,4ecb305d,0,24,14,20.0,6.0,14.0,1,24.0,14,14,24,0.0
14034,4ed8ab82,0,54,2,7.0,3.0,3.0,4,54.0,2,1,54,0.0
14043,4ee533ee,0,89,34,16.0,11.0,13.0,6,12.0,34,19,89,1.0
14047,4eec4b16,0,15,10,9.0,5.0,6.0,2,15.0,10,9,15,1.0
14052,4ef06578,0,8,5,2.0,1.0,1.0,2,8.0,5,5,8,0.0
14056,4efba964,0,202,99,52.0,7.0,33.0,16,17.0,99,17,202,0.0
14059,4f0383e5,0,11,5,3.0,1.0,1.0,1,11.0,5,5,11,0.0
14081,4f2fbde3,0,187,7,94.0,8.0,43.0,8,187.0,7,1,187,0.0
14090,4f3dfb08,0,11,6,4.0,2.0,2.0,2,11.0,6,3,11,0.0
14121,4f6ef32f,1,28,33,13.0,3.0,9.0,13,131.0,13,12,202,0.0
14130,4f80f4c7,0,26,15,8.0,2.0,5.0,4,26.0,15,9,26,0.0
14147,4fa84fbc,0,27,14,19.0,6.0,9.0,2,27.0,14,14,27,0.0
14152,4fb31b21,0,26,0,15.0,2.0,9.0,1,26.0,0,0,26,0.0
14157,4fb346fd,4,1,15,0.0,0.0,0.0,7,60.0,0,0,60,0.0
14158,4fb468ae,0,60,6,27.0,7.0,16.0,5,60.0,6,4,60,0.0
14160,4fb775d3,0,4,2,1.0,1.0,1.0,1,4.0,2,2,4,0.0
14172,4fcccd67,0,27,14,16.0,11.0,14.0,1,27.0,14,14,27,0.0
14179,4fd5f290,0,100,22,74.0,9.0,30.0,2,100.0,22,21,100,0.0
14184,4fda7917,0,19,16,10.0,3.0,6.0,1,19.0,16,16,19,0.0
14185,4fdb4794,0,58,16,42.0,7.0,18.0,5,58.0,16,15,58,0.0
14195,4fe68a28,1,24,0,4.0,2.0,4.0,2,25.0,0,0,25,1.0
14219,4ffeb0f3,0,9,13,2.0,1.0,2.0,2,9.0,13,1,9,0.0
14222,500110ad,1,42,9,16.0,5.0,8.0,7,80.0,7,0,80,0.0
14223,5001d2a2,0,35,0,16.0,5.0,9.0,2,35.0,0,0,35,0.0
14230,5006f5c9,0,37,14,20.0,4.0,12.0,1,37.0,14,14,37,0.0
14232,500e7fd3,0,48,1,31.0,8.0,21.0,2,48.0,1,1,48,0.0
14235,50102ceb,0,149,43,86.0,17.0,48.0,15,65.0,43,5,149,0.0
14245,501d970b,0,28,10,16.0,5.0,12.0,3,28.0,10,2,28,0.0
14261,502bc778,0,33,9,15.0,3.0,10.0,2,33.0,9,9,33,0.0
14269,50367875,0,53,10,41.0,15.0,24.0,2,53.0,10,9,53,1.0
14282,5048ee7d,0,62,9,44.0,13.0,29.0,5,62.0,9,6,62,0.0
14285,504c929c,0,10,10,3.0,3.0,3.0,1,10.0,10,10,10,0.0
14289,504e0b2d,0,9,5,3.0,1.0,2.0,1,9.0,5,5,9,0.0
14292,5051f222,0,9,3,3.0,1.0,1.0,2,9.0,3,0,9,0.0
14428,505a0310,0,28,5,21.0,8.0,18.0,1,28.0,5,5,28,1.0
14429,505b39f3,0,6,0,3.0,1.0,1.0,2,7.0,0,0,7,1.0
14431,505f343f,0,34,51,9.0,3.0,5.0,7,23.0,51,14,34,0.0
14433,50611d28,1,11,11,6.0,4.0,4.0,3,20.0,11,6,20,0.0
14434,506140f5,0,5,7,2.0,1.0,2.0,1,5.0,7,7,5,0.0
14443,506d3401,0,142,13,35.0,10.0,17.0,12,142.0,13,4,142,0.0
14445,50791796,0,5,12,2.0,1.0,2.0,1,5.0,12,12,5,0.0
14446,50799a28,0,33,13,18.0,1.0,9.0,2,33.0,13,11,33,0.0
14451,5083bf56,0,24,6,18.0,2.0,11.0,1,24.0,6,6,24,0.0
14466,508feae1,0,4,0,1.0,1.0,1.0,1,4.0,0,0,4,0.0
14468,5091f05d,0,66,8,26.0,5.0,12.0,6,66.0,8,7,66,0.0
14494,50af2bda,1,127,40,102.0,13.0,60.0,17,59.0,37,15,305,0.0
14496,50b05ed8,0,6,81,1.0,1.0,1.0,2,3.0,81,5,6,0.0
14508,50b9e94c,0,7,1,4.0,1.0,3.0,1,7.0,1,1,7,1.0
14520,50d73db2,0,2,83,0.0,0.0,0.0,1,0.0,83,83,2,0.0
14524,50dd24f1,0,139,2,111.0,20.0,63.0,3,139.0,2,1,139,0.0
14552,5100a32e,0,14,12,5.0,4.0,4.0,2,14.0,12,12,14,0.0
14559,51085938,0,11,15,4.0,1.0,3.0,2,11.0,15,14,11,1.0
14560,5108f8b9,0,30,67,11.0,6.0,6.0,7,11.0,67,3,30,0.0
14566,5111c468,0,59,44,30.0,11.0,23.0,6,54.0,44,9,59,0.0
14568,5113eef2,0,24,17,7.0,4.0,6.0,2,24.0,17,15,24,0.0
14572,5113f436,3,25,3,7.0,1.0,4.0,13,170.0,2,0,170,0.0
14576,51171ec3,0,6,13,2.0,1.0,2.0,1,6.0,13,13,6,0.0
14581,511fcaa8,0,19,0,7.0,3.0,6.0,1,19.0,0,0,19,0.0
14613,51670cac,0,20,9,15.0,3.0,8.0,1,20.0,9,9,20,0.0
14619,5171293a,0,34,18,6.0,1.0,3.0,4,34.0,18,16,34,0.0
14633,5181137d,0,18,3,10.0,2.0,5.0,1,18.0,3,3,18,0.0
14643,518f4524,0,8,1,3.0,2.0,2.0,1,8.0,1,1,8,0.0
14646,5192f41e,0,63,14,53.0,6.0,30.0,3,63.0,14,10,63,0.0
14652,51995ce1,0,105,22,61.0,7.0,40.0,9,105.0,22,1,105,0.0
14653,519a8456,0,12,4,8.0,4.0,8.0,1,12.0,4,4,12,0.0
14654,519da79d,0,38,8,27.0,6.0,22.0,3,38.0,8,3,38,1.0
14659,51a36912,0,8,0,2.0,1.0,1.0,1,8.0,0,0,8,0.0
14663,51adc359,0,101,3,91.0,10.0,42.0,1,101.0,3,3,101,0.0
14665,51afbb28,0,23,15,12.0,2.0,4.0,1,23.0,15,15,23,0.0
14673,51b3b441,0,2,5,0.0,0.0,0.0,1,2.0,5,5,2,0.0
14676,51b4cc42,1,83,41,44.0,8.0,25.0,10,44.0,40,12,102,0.0
14682,51bc6118,0,1,10,0.0,0.0,0.0,1,1.0,10,10,1,0.0
14688,51c4b23b,0,4,11,1.0,1.0,1.0,1,4.0,11,11,4,0.0
14693,51c89816,0,26,22,9.0,6.0,8.0,6,26.0,22,6,26,0.0
14703,51dddbe9,0,12,7,4.0,2.0,4.0,2,12.0,7,7,12,0.0
14709,51f81030,0,19,127,5.0,2.0,2.0,5,0.0,127,111,19,1.0
14713,51fde0cb,0,126,78,83.0,24.0,42.0,9,70.0,78,11,126,1.0
14714,52002f94,0,14,6,6.0,2.0,4.0,2,14.0,6,2,14,0.0
14719,520a4f00,0,4,0,1.0,1.0,1.0,1,4.0,0,0,4,0.0
14727,520d5a4c,2,15,65,6.0,2.0,4.0,14,109.0,13,1,162,0.0
14741,522185b9,0,11,7,2.0,2.0,2.0,4,11.0,7,2,11,0.0
14751,522b7b3f,0,33,19,14.0,8.0,13.0,2,33.0,19,12,33,0.0
14758,5230f37c,0,69,7,37.0,5.0,20.0,2,69.0,7,5,69,0.0
14765,523eddfa,0,11,15,6.0,2.0,4.0,1,11.0,15,15,11,0.0
14771,5247afae,0,6,8,2.0,2.0,2.0,1,6.0,8,8,6,0.0
14779,52567db3,0,6,7,2.0,1.0,1.0,1,6.0,7,7,6,0.0
14782,525df53b,0,143,9,51.0,21.0,33.0,6,143.0,9,0,143,0.0
14783,525fd206,0,4,7,1.0,1.0,1.0,1,4.0,7,7,4,0.0
14789,5265afb4,0,57,7,11.0,1.0,3.0,13,57.0,7,1,57,0.0
14790,52663a2f,0,4,1,1.0,1.0,1.0,1,4.0,1,1,4,0.0
14804,5285da82,0,9,8,1.0,1.0,1.0,1,9.0,8,8,9,0.0
14807,52897045,0,4,8,1.0,1.0,1.0,1,4.0,8,8,4,0.0
14827,52a9a0fe,2,37,96,12.0,3.0,8.0,20,133.0,6,0,137,0.0
14829,52aad1b0,0,53,1,12.0,4.0,7.0,3,53.0,1,0,53,0.0
14830,52ab7777,0,49,9,37.0,9.0,24.0,1,49.0,9,9,49,0.0
14832,52ac5248,0,118,103,71.0,6.0,36.0,11,111.0,103,4,118,1.0
14850,52c2313f,0,33,14,13.0,2.0,8.0,1,33.0,14,14,33,0.0
14854,52c67e00,1,123,15,91.0,23.0,49.0,15,253.0,10,1,253,1.0
14856,52c7b14d,0,145,15,101.0,22.0,49.0,11,145.0,15,14,145,0.0
14857,52c918f2,0,4,0,1.0,1.0,1.0,1,4.0,0,0,4,0.0
14862,52ccbf5d,0,105,11,59.0,9.0,38.0,9,105.0,11,4,105,0.0
14871,52dc7ad3,0,194,35,166.0,25.0,75.0,5,153.0,35,0,194,0.0
14884,52f04296,0,8,11,4.0,1.0,2.0,1,8.0,11,11,8,0.0
14888,52f33b59,0,6,6,1.0,1.0,1.0,1,6.0,6,6,6,0.0
14899,52fda623,0,20,1,6.0,3.0,4.0,2,20.0,1,0,20,0.0
14910,530ab705,0,6,12,2.0,1.0,2.0,1,6.0,12,12,6,1.0
14911,53100cdd,0,14,6,4.0,3.0,3.0,1,14.0,6,6,14,0.0
14917,5319a08c,0,4,5,0.0,0.0,0.0,1,4.0,5,5,4,0.0
14919,531c1f00,0,3,2,0.0,0.0,0.0,1,3.0,2,2,3,0.0
14922,53207e25,0,48,7,25.0,15.0,22.0,4,48.0,7,1,48,0.0
14926,5326c508,0,5,10,1.0,1.0,1.0,1,5.0,10,10,5,0.0
14945,5334568c,0,4,15,2.0,1.0,1.0,1,4.0,15,15,4,0.0
14949,534665c6,0,143,78,57.0,13.0,31.0,14,16.0,78,16,143,0.0
14950,534819ac,0,47,127,10.0,5.0,7.0,8,31.0,127,5,47,0.0
14967,535e0895,1,13,22,1.0,1.0,1.0,16,114.0,2,0,114,0.0
14968,5361381b,0,4,3,1.0,1.0,1.0,1,4.0,3,3,4,0.0
14969,5361e416,0,13,4,2.0,1.0,1.0,2,13.0,4,0,13,0.0
14970,53626cc1,0,10,1,2.0,1.0,1.0,1,10.0,1,1,10,0.0
14974,536fd101,0,3,14,1.0,1.0,1.0,1,3.0,14,14,3,1.0
14994,53894fd0,0,8,16,1.0,1.0,1.0,1,8.0,16,16,8,0.0
15001,538c3e87,0,57,64,46.0,10.0,20.0,4,50.0,64,16,57,1.0
15010,539ef773,0,81,4,43.0,11.0,30.0,12,81.0,4,1,81,0.0
15017,53a409c8,1,18,63,1.0,1.0,1.0,7,0.0,63,52,28,1.0
15025,53b0bacd,0,3,26,1.0,1.0,1.0,1,3.0,26,26,3,0.0
15026,53b0d04b,0,11,1,2.0,1.0,2.0,1,11.0,1,1,11,0.0
15028,53b6269d,0,94,135,36.0,8.0,30.0,3,69.0,135,14,94,0.0
15048,53c81d66,0,61,27,41.0,8.0,30.0,7,61.0,27,1,61,0.0
15082,54108b9f,0,105,48,79.0,8.0,27.0,8,73.0,48,2,105,0.0
15106,5431af53,0,5,113,0.0,0.0,0.0,2,0.0,113,63,5,0.0
15112,5439d2cf,0,22,8,5.0,2.0,2.0,1,22.0,8,8,22,0.0
15123,544472be,0,120,14,71.0,12.0,31.0,6,120.0,14,6,120,1.0
15124,54451dc0,0,37,23,20.0,5.0,14.0,5,37.0,23,3,37,0.0
15132,544aaf42,3,15,41,0.0,0.0,0.0,22,241.0,1,0,251,1.0
15144,54589fc4,0,17,10,4.0,2.0,4.0,2,17.0,10,10,17,0.0
15152,54633dbb,0,7,1,2.0,2.0,2.0,2,7.0,1,1,7,1.0
15165,547419fe,2,13,91,6.0,2.0,5.0,17,123.0,0,0,372,0.0
15173,5485f111,0,9,38,0.0,0.0,0.0,1,0.0,38,38,9,0.0
15180,5492cfa7,0,8,10,3.0,1.0,2.0,2,8.0,10,10,8,0.0
15193,549acb45,1,40,7,9.0,2.0,7.0,6,106.0,6,0,106,0.0
15196,54a175ae,0,12,36,4.0,3.0,3.0,2,6.0,36,15,12,0.0
15198,54a2de05,0,50,138,14.0,6.0,11.0,11,0.0,138,94,50,1.0
15207,54b265f6,0,12,20,5.0,2.0,4.0,2,12.0,20,15,12,0.0
15211,54bb7539,0,60,2,47.0,13.0,35.0,5,60.0,2,1,60,1.0
15221,54d19310,0,32,1,5.0,4.0,4.0,3,32.0,1,0,32,0.0
15222,54d29a63,0,130,5,34.0,4.0,18.0,11,130.0,5,2,130,0.0
15226,54d9e8da,0,18,1,11.0,2.0,6.0,1,18.0,1,1,18,0.0
15232,54df7980,0,60,62,20.0,8.0,17.0,2,38.0,62,10,60,0.0
15233,54e0c518,0,115,2,42.0,14.0,26.0,4,115.0,2,2,115,0.0
15245,54f70047,0,20,16,7.0,2.0,3.0,4,20.0,16,8,20,0.0
15246,54fb59e3,0,31,26,11.0,4.0,6.0,6,31.0,26,5,31,1.0
15249,54ff016c,0,143,93,104.0,9.0,49.0,15,69.0,93,7,143,0.0
15262,550add46,0,203,81,93.0,5.0,34.0,17,177.0,81,1,203,0.0
15273,551b51f3,0,6,14,1.0,1.0,1.0,1,6.0,14,14,6,0.0
15288,5537640f,0,174,12,123.0,13.0,50.0,10,174.0,12,1,174,0.0
15295,553b85ca,4,2,0,1.0,1.0,1.0,1,12.0,0,0,12,0.0
15314,5551fc07,0,5,30,0.0,0.0,0.0,1,5.0,30,30,5,0.0
15331,556c9ed0,1,118,138,94.0,33.0,52.0,5,77.0,65,8,125,0.0
15336,5576d0d8,0,2,1,0.0,0.0,0.0,1,2.0,1,1,2,0.0
15339,5577775a,2,54,33,15.0,3.0,7.0,23,283.0,8,2,299,0.0
15343,557a39ac,0,1,10,0.0,0.0,0.0,1,1.0,10,10,1,0.0
15346,557c199d,0,10,0,1.0,1.0,1.0,2,11.0,0,0,11,0.0
15350,55827b4b,0,111,103,80.0,14.0,30.0,6,98.0,103,0,111,1.0
15352,55837a45,0,4,2,1.0,1.0,1.0,1,4.0,2,2,4,0.0
15362,558f09e1,0,15,12,6.0,4.0,5.0,1,15.0,12,12,15,0.0
15370,559c80d0,0,9,1,3.0,3.0,3.0,3,9.0,1,1,9,0.0
15378,55a7179e,0,3,41,1.0,1.0,1.0,1,0.0,41,41,3,1.0
15386,55b86ea0,0,4,1,1.0,1.0,1.0,1,4.0,1,1,4,0.0
15414,55d29e58,0,27,2,16.0,2.0,6.0,1,27.0,2,2,27,0.0
15415,55d2cd08,0,3,36,0.0,0.0,0.0,1,0.0,36,36,3,0.0
15417,55d4701a,0,43,42,14.0,3.0,8.0,5,35.0,42,4,43,0.0
15426,55e66a79,0,26,8,6.0,5.0,5.0,4,26.0,8,3,26,0.0
15441,55f864eb,0,195,12,102.0,35.0,66.0,24,195.0,12,0,195,0.0
15445,56008d8c,0,40,3,13.0,4.0,6.0,6,40.0,3,1,40,0.0
15448,56011e68,1,43,76,9.0,4.0,7.0,13,4.0,75,27,64,1.0
15452,56023b38,0,4,6,1.0,1.0,1.0,1,4.0,6,6,4,0.0
15455,56076be2,0,20,5,11.0,3.0,8.0,1,20.0,5,5,20,0.0
15460,560b8f7e,0,7,9,3.0,1.0,3.0,1,7.0,9,9,7,0.0
15464,560c3775,2,16,27,4.0,3.0,3.0,9,84.0,16,6,84,0.0
15467,560e7db4,1,42,2,31.0,4.0,11.0,3,110.0,2,2,110,0.0
15473,561618b8,0,38,14,35.0,5.0,23.0,1,38.0,14,14,38,0.0
15484,56286924,0,3,1,1.0,1.0,1.0,1,3.0,1,1,3,1.0
15485,562929c8,0,551,31,316.0,58.0,166.0,24,551.0,31,0,551,1.0
15491,563a6c21,0,41,2,19.0,4.0,12.0,2,41.0,2,2,41,0.0
15496,563fe3bf,0,4,2,1.0,1.0,1.0,1,4.0,2,2,4,0.0
15503,564c3763,0,9,1,3.0,1.0,3.0,2,9.0,1,1,9,1.0
15506,5656d164,0,82,70,57.0,7.0,32.0,6,18.0,70,3,82,0.0
15510,56585e35,1,20,6,13.0,8.0,9.0,4,29.0,6,5,29,0.0
15512,565f6516,0,49,31,41.0,4.0,19.0,4,49.0,31,9,49,0.0
15518,5665c339,0,8,24,1.0,1.0,1.0,2,8.0,24,16,8,0.0
15526,56728a33,0,72,32,26.0,9.0,16.0,11,65.0,32,3,72,0.0
15540,56890a15,0,227,64,53.0,13.0,33.0,7,52.0,64,1,227,0.0
15542,568e97c6,0,6,17,2.0,2.0,2.0,2,6.0,17,14,6,0.0
15548,5692dec5,0,4,14,1.0,1.0,1.0,1,4.0,14,14,4,0.0
15569,56a9754a,0,11,14,6.0,1.0,3.0,1,11.0,14,14,11,0.0
15570,56ad44e3,0,2,9,0.0,0.0,0.0,2,2.0,9,1,2,0.0
15571,56ae00e3,0,14,3,10.0,1.0,7.0,1,14.0,3,3,14,0.0
15592,56c71f5e,0,32,2,10.0,4.0,7.0,2,32.0,2,1,32,0.0
15598,56d3f4bb,0,4,13,1.0,1.0,1.0,1,4.0,13,13,4,0.0
15600,56d759f8,0,17,1,2.0,2.0,2.0,1,17.0,1,1,17,0.0
15603,56da79c6,0,49,33,16.0,9.0,14.0,3,11.0,33,7,49,0.0
15605,56dd817b,0,22,0,6.0,4.0,6.0,1,22.0,0,0,22,0.0
15606,56df408a,0,9,15,1.0,1.0,1.0,2,9.0,15,15,9,0.0
15613,56eb4396,0,14,6,5.0,2.0,3.0,3,14.0,6,5,14,0.0
15615,56ed4c28,1,3,3,0.0,0.0,0.0,6,65.0,2,1,65,0.0
15616,56ee4231,0,90,16,75.0,24.0,60.0,2,90.0,16,14,90,0.0
15617,56eeab80,0,556,61,271.0,52.0,163.0,21,99.0,61,5,556,0.0
15618,56f0197e,0,7,1,1.0,1.0,1.0,2,7.0,1,1,7,0.0
15633,5705170c,0,29,0,26.0,8.0,20.0,1,29.0,0,0,29,0.0
15651,571a9f5c,0,35,28,16.0,4.0,11.0,5,35.0,28,2,35,0.0
15653,571e03c6,0,22,15,10.0,3.0,8.0,2,22.0,15,15,22,0.0
15658,57207434,0,25,5,8.0,2.0,3.0,3,25.0,5,5,25,0.0
15659,5720b2a2,0,4,10,0.0,0.0,0.0,2,4.0,10,9,4,0.0
