,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
7884,2c9c4d7e,0,12,7,3.0,1.0,2.0,7,0,12,0.0
7916,2cc41526,0,59,2,38.0,7.0,12.0,2,1,59,1.0
7917,2cc66231,0,4,3,1.0,1.0,1.0,3,3,4,0.0
7921,2ccaed25,0,286,68,185.0,33.0,102.0,68,0,286,0.0
7923,2cce0cc0,0,18,12,7.0,1.0,5.0,12,0,18,1.0
7927,2cd4e2f4,0,12,38,5.0,2.0,3.0,38,26,12,1.0
7975,2d1cc146,0,4,2,1.0,1.0,1.0,2,2,4,0.0
7981,2d255736,1,4,1,2.0,1.0,2.0,1,0,136,1.0
7983,2d2e4660,0,42,17,17.0,7.0,9.0,17,14,42,0.0
7988,2d33d4b3,0,22,52,11.0,6.0,10.0,52,2,22,0.0
8003,2d554f7a,0,5,38,0.0,0.0,0.0,38,38,5,1.0
8018,2d6b0831,0,14,50,7.0,1.0,5.0,50,50,14,1.0
8035,2d7e4962,0,3,36,1.0,1.0,1.0,36,36,3,1.0
8054,2d99ad11,4,1,120,0.0,0.0,0.0,0,0,465,1.0
8075,2dc3d9fe,0,25,28,13.0,3.0,8.0,28,16,25,1.0
8145,2e2c29aa,0,22,67,7.0,3.0,6.0,67,38,22,1.0
8147,2e2dbf54,0,18,3,3.0,2.0,3.0,3,3,18,1.0
8150,2e3529ce,0,52,13,21.0,11.0,17.0,13,2,52,1.0
8181,2e5caa4c,0,76,1,39.0,10.0,29.0,1,0,76,0.0
8185,2e65d3b5,1,69,65,39.0,10.0,29.0,65,5,84,1.0
8196,2e6b90f4,0,6,47,2.0,2.0,2.0,47,12,6,1.0
8198,2e6c7f91,0,20,0,12.0,6.0,6.0,0,0,20,1.0
8203,2e72179c,0,14,9,8.0,1.0,3.0,9,9,14,0.0
8217,2e8d8f21,0,55,13,32.0,17.0,25.0,13,0,55,1.0
8237,2eb9b802,0,2,1,0.0,0.0,0.0,1,1,2,0.0
8238,2ebaa905,0,18,15,11.0,3.0,9.0,15,10,18,0.0
8262,2eec60bf,1,0,15,0.0,0.0,0.0,15,15,18,0.0
8286,2f0b6429,0,45,20,11.0,6.0,6.0,20,15,45,0.0
8289,2f0ecdd3,0,3,8,0.0,0.0,0.0,8,8,3,0.0
8297,2f1cf018,0,43,5,22.0,3.0,13.0,5,3,43,0.0
8301,2f20b2b8,0,4,0,2.0,1.0,2.0,0,0,4,1.0
8320,2f41a167,0,40,7,20.0,7.0,15.0,7,0,40,1.0
8326,2f46cdbe,2,13,11,5.0,3.0,4.0,9,8,204,1.0
8342,2f5940aa,4,47,10,3.0,1.0,3.0,8,1,253,1.0
8367,2f729bc3,2,364,94,170.0,43.0,87.0,17,0,845,1.0
8368,2f73ccac,0,172,7,113.0,18.0,57.0,7,1,172,0.0
8410,2fa955fd,1,30,92,5.0,3.0,4.0,88,9,120,1.0
8415,2fb01372,0,31,114,15.0,3.0,9.0,114,26,31,1.0
8447,2fd838dd,0,48,3,27.0,7.0,15.0,3,0,48,0.0
8452,2fe07773,0,23,8,7.0,5.0,7.0,8,1,23,1.0
8477,2ff5c798,0,34,14,9.0,4.0,8.0,14,6,34,1.0
8484,30011245,0,13,11,8.0,3.0,6.0,11,11,13,0.0
8517,302c1046,1,33,1,5.0,2.0,3.0,1,0,79,0.0
8556,30732d0b,0,24,34,13.0,3.0,7.0,34,4,24,0.0
8567,3094bbf6,0,197,7,116.0,6.0,35.0,7,0,197,1.0
8572,309d56c3,0,5,2,1.0,1.0,1.0,2,2,5,0.0
8612,30f7a89c,0,64,18,19.0,2.0,7.0,18,2,64,0.0
8658,313b8f38,0,6,7,2.0,1.0,2.0,7,7,6,0.0
8717,317f4638,0,45,7,15.0,5.0,9.0,7,0,45,1.0
8720,318441a7,0,8,1,4.0,1.0,3.0,1,1,8,1.0
8796,31e8e9fd,0,45,50,19.0,5.0,12.0,50,4,45,0.0
8803,31fd117b,0,38,12,14.0,6.0,11.0,12,3,38,1.0
8833,321efdd1,0,328,8,309.0,32.0,114.0,8,5,328,0.0
8883,32664374,1,6,2,1.0,1.0,1.0,2,1,18,1.0
8888,326ae8bf,0,55,60,32.0,11.0,17.0,60,53,55,1.0
8967,32cad24f,0,30,16,11.0,2.0,4.0,16,13,30,0.0
8993,32fc2ede,0,17,12,7.0,1.0,3.0,12,11,17,0.0
9033,332e2a3b,0,62,30,30.0,3.0,15.0,30,2,62,0.0
9070,335a264a,0,7,15,1.0,1.0,1.0,15,15,7,0.0
9111,338c1ebd,0,41,5,25.0,7.0,17.0,5,5,41,1.0
9133,33aec140,0,140,59,56.0,7.0,29.0,59,0,140,1.0
9153,33c2a332,0,9,7,3.0,1.0,2.0,7,0,9,0.0
9168,33dd2021,0,251,64,82.0,20.0,33.0,64,4,251,0.0
9176,33ee0d42,0,18,5,12.0,1.0,8.0,5,5,18,0.0
9190,34088281,0,120,7,64.0,18.0,46.0,7,7,120,0.0
9194,34112d73,0,133,20,96.0,5.0,43.0,20,8,133,0.0
9275,3487708d,1,16,32,3.0,1.0,3.0,22,2,67,1.0
9280,3490a675,0,14,67,3.0,1.0,1.0,67,67,14,0.0
9287,34a1233a,0,27,15,10.0,1.0,5.0,15,11,27,0.0
9308,34c139ce,2,4,63,1.0,1.0,1.0,55,55,97,1.0
9325,34d81f7a,0,2,41,0.0,0.0,0.0,41,41,2,1.0
9327,34da5e4a,0,160,67,65.0,11.0,41.0,67,31,160,0.0
9335,34e84a87,0,107,28,48.0,10.0,22.0,28,6,107,1.0
9362,35110809,0,87,16,77.0,7.0,34.0,16,8,87,0.0
9386,3539ac45,0,158,37,63.0,8.0,30.0,37,1,158,0.0
9408,3555ffb9,0,67,77,23.0,7.0,11.0,77,31,67,1.0
9413,355ae501,0,34,18,7.0,2.0,5.0,18,0,34,0.0
9429,3578cd72,0,9,13,3.0,2.0,2.0,13,9,9,0.0
9554,3640ffeb,0,35,0,10.0,2.0,5.0,0,0,35,0.0
9641,36a5e013,0,4,83,1.0,1.0,1.0,83,83,4,1.0
9648,36b13a32,0,23,24,11.0,7.0,9.0,24,14,23,0.0
9701,36ed4114,1,174,13,66.0,31.0,45.0,13,5,229,1.0
9710,36ef2e5f,0,250,14,204.0,12.0,59.0,14,1,250,1.0
9748,371e154e,0,11,3,2.0,1.0,1.0,3,3,11,1.0
9770,37428727,0,22,14,8.0,1.0,6.0,14,5,22,0.0
9774,37464b87,3,6,78,0.0,0.0,0.0,22,21,54,1.0
9776,3746d260,0,29,34,7.0,4.0,7.0,34,22,29,1.0
9803,376b9d26,0,12,17,10.0,2.0,9.0,17,17,12,1.0
9817,377e9ad2,1,78,7,52.0,4.0,20.0,4,3,232,0.0
9818,377f0ba7,0,25,13,10.0,5.0,6.0,13,13,25,0.0
9827,378a8645,0,4,1,1.0,1.0,1.0,1,1,4,1.0
9840,379b5ce7,0,9,1,4.0,1.0,2.0,1,1,10,0.0
9843,379c6cfd,0,59,15,28.0,8.0,22.0,15,2,59,1.0
9846,379eb838,0,4,6,1.0,1.0,1.0,6,6,4,0.0
9873,37d89dbb,0,293,7,167.0,40.0,96.0,7,1,293,1.0
9883,37e98fe5,0,85,64,54.0,10.0,34.0,64,4,85,1.0
9905,380da2ae,0,40,16,17.0,2.0,8.0,16,12,40,0.0
9906,380dc601,0,115,30,70.0,24.0,48.0,30,7,115,0.0
9923,38371361,0,24,30,13.0,11.0,12.0,30,15,24,0.0
9937,3848d966,2,44,30,8.0,4.0,6.0,29,3,143,0.0
9961,3878aa72,0,49,13,30.0,2.0,8.0,13,4,49,0.0
9963,387b60b0,0,12,8,6.0,2.0,5.0,8,8,12,1.0
9966,38802f12,0,9,65,2.0,2.0,2.0,65,65,9,0.0
9972,38864f78,0,46,8,28.0,1.0,11.0,8,8,46,0.0
9993,389c1f0c,0,25,18,11.0,1.0,6.0,18,16,25,0.0
10014,38baad4f,0,15,87,7.0,2.0,4.0,87,69,15,0.0
10024,38c4dfda,4,59,89,1.0,1.0,1.0,87,5,77,1.0
10026,38ca5f6f,0,16,10,9.0,1.0,7.0,10,10,16,0.0
10116,3942da6b,0,123,20,66.0,28.0,45.0,20,2,123,1.0
10200,39be995b,0,163,25,90.0,18.0,64.0,25,10,163,0.0
10212,39cc7b17,0,78,32,52.0,9.0,31.0,32,24,78,1.0
10223,39dcc4fa,1,11,11,1.0,1.0,1.0,11,10,17,0.0
10234,39eac137,0,30,2,11.0,3.0,8.0,2,2,30,0.0
10245,39f3a1dd,0,4,0,1.0,1.0,1.0,0,0,4,0.0
10286,3a3366de,0,40,14,24.0,4.0,10.0,14,2,40,0.0
10295,3a42dfb8,0,68,29,16.0,11.0,13.0,29,1,68,0.0
10311,3a60a800,0,128,75,72.0,12.0,37.0,75,3,128,1.0
10340,3a8aecb6,0,22,63,6.0,3.0,4.0,63,2,22,1.0
10341,3a8b823c,0,2,45,0.0,0.0,0.0,45,45,2,0.0
10345,3a94f32e,0,4,1,1.0,1.0,1.0,1,1,4,0.0
10354,3aa073f0,0,4,14,1.0,1.0,1.0,14,14,4,0.0
10403,3aed590c,0,11,1,2.0,1.0,2.0,1,1,11,0.0
10406,3af60bb5,0,150,50,52.0,18.0,30.0,50,0,150,1.0
10411,3afcf1fc,0,43,2,31.0,5.0,22.0,2,1,43,0.0
10416,3b01658a,0,96,129,12.0,5.0,9.0,129,58,96,1.0
10436,3b2a6b05,0,97,1,81.0,18.0,55.0,1,1,97,0.0
10441,3b2f6ff4,0,106,10,46.0,12.0,33.0,10,9,106,0.0
10443,3b30b12c,0,59,28,19.0,8.0,10.0,28,3,59,1.0
10447,3b361426,0,20,4,6.0,3.0,3.0,4,4,20,0.0
10509,3b9dfd20,0,21,13,10.0,5.0,5.0,13,13,21,0.0
10573,3bf6381d,0,34,18,15.0,6.0,10.0,18,14,34,1.0
10593,3c0a6e24,0,65,9,47.0,7.0,20.0,9,4,65,0.0
10633,3c36abbb,0,220,9,202.0,50.0,143.0,9,0,220,0.0
10639,3c3b4ad8,0,76,7,44.0,15.0,26.0,7,1,76,1.0
10644,3c49ff98,0,9,37,2.0,2.0,2.0,37,37,9,1.0
10665,3c6cf689,0,4,2,1.0,1.0,1.0,2,2,4,0.0
10677,3c85cf12,0,30,23,9.0,2.0,8.0,23,1,30,0.0
10698,3ca23ad5,0,14,3,10.0,2.0,7.0,3,3,14,0.0
10736,3cd2b076,0,7,12,4.0,1.0,2.0,12,12,7,0.0
10739,3cd434ec,1,421,80,361.0,36.0,139.0,42,2,1480,1.0
10757,3ceb7bd8,0,96,27,24.0,4.0,10.0,27,0,96,1.0
10767,3cf25413,0,49,39,38.0,8.0,29.0,39,0,49,0.0
10860,3d6633f5,0,34,0,6.0,3.0,3.0,0,0,34,0.0
10894,3d9e5744,0,4,1,1.0,1.0,1.0,1,1,4,0.0
10900,3da577c1,0,18,16,7.0,5.0,5.0,16,16,18,0.0
10935,3dd198fb,0,5,15,1.0,1.0,1.0,15,15,5,0.0
10947,3de50385,0,10,26,4.0,1.0,2.0,26,26,10,1.0
10959,3df942ac,0,7,12,1.0,1.0,1.0,12,12,8,0.0
10969,3e04baec,0,14,13,5.0,1.0,4.0,13,13,14,0.0
10980,3e0c3a00,0,3,119,0.0,0.0,0.0,119,119,3,0.0
11011,3e4abdcf,0,6,1,1.0,1.0,1.0,1,1,6,0.0
11032,3e63740e,0,236,23,144.0,28.0,82.0,23,1,236,0.0
11042,3e7085c4,0,89,29,74.0,16.0,50.0,29,9,89,1.0
11044,3e74cd4f,0,134,3,92.0,12.0,54.0,3,0,134,0.0
11054,3e8407a0,0,6,16,3.0,1.0,3.0,16,16,6,0.0
11057,3e89226c,0,30,67,8.0,7.0,8.0,67,3,30,1.0
11084,3eb2487c,0,16,6,12.0,3.0,7.0,6,6,16,0.0
11090,3eb9c2af,0,63,67,22.0,6.0,10.0,67,5,63,0.0
11115,3ede51cc,0,50,7,29.0,12.0,21.0,7,0,50,0.0
11126,3eeb41cf,0,15,13,9.0,6.0,7.0,13,12,15,0.0
11161,3f15358e,0,50,114,30.0,6.0,17.0,114,89,50,1.0
11172,3f29f868,0,181,7,109.0,20.0,73.0,7,2,181,0.0
11179,3f36f53e,2,26,124,2.0,2.0,2.0,6,1,85,1.0
11182,3f41b801,0,21,90,7.0,2.0,4.0,90,57,21,1.0
11210,3f62073e,0,13,1,10.0,2.0,7.0,1,1,13,0.0
11223,3f722ffd,0,72,3,23.0,4.0,15.0,3,0,72,1.0
11224,3f750071,0,10,1,3.0,1.0,1.0,1,1,10,0.0
11227,3f778dc5,0,42,7,28.0,2.0,12.0,7,6,42,1.0
11273,3fb260e3,0,71,34,20.0,12.0,17.0,34,0,71,1.0
11274,3fb4e8de,0,5,15,1.0,1.0,1.0,15,15,5,0.0
11275,3fb60210,0,35,12,22.0,8.0,17.0,12,0,35,1.0
11290,3fcee030,0,67,58,11.0,4.0,6.0,58,0,67,0.0
11331,40049170,1,21,13,6.0,2.0,5.0,10,3,75,0.0
11440,409e9924,0,4,7,0.0,0.0,0.0,7,7,4,0.0
11442,40a68b39,0,226,42,139.0,24.0,63.0,42,3,226,1.0
11514,40fe616c,1,65,137,8.0,4.0,7.0,126,21,106,1.0
11540,41169133,0,88,13,60.0,12.0,39.0,13,1,88,1.0
11560,412c10b7,0,299,133,137.0,33.0,75.0,133,0,299,1.0
11561,412c80d5,0,47,7,22.0,4.0,12.0,7,0,47,1.0
11586,4154ffae,0,38,23,14.0,7.0,14.0,23,6,38,1.0
11599,4167535c,0,40,63,7.0,2.0,6.0,63,19,40,1.0
11600,4167a4ed,0,7,6,2.0,1.0,1.0,6,6,7,0.0
11613,417d5c6c,0,9,10,1.0,1.0,1.0,10,10,9,0.0
11676,41cbe4f3,0,40,57,15.0,8.0,10.0,57,57,40,1.0
11700,41f0717f,0,20,23,11.0,3.0,10.0,23,23,20,1.0
11707,41fd4658,0,3,8,0.0,0.0,0.0,8,8,3,0.0
11709,4202bf6d,0,24,11,20.0,4.0,19.0,11,11,24,1.0
11710,42045acb,0,15,27,2.0,1.0,1.0,27,5,15,1.0
11788,4276d5de,0,428,88,129.0,17.0,46.0,88,0,428,1.0
11800,4283f064,5,34,1,30.0,14.0,25.0,0,0,315,1.0
11805,4287de84,0,8,1,4.0,1.0,2.0,1,1,8,0.0
11821,42934000,0,23,31,12.0,2.0,6.0,31,20,23,1.0
11838,42aa5ee9,0,30,1,20.0,6.0,12.0,1,0,30,0.0
11855,42c32ba9,0,250,49,185.0,26.0,108.0,49,4,250,0.0
11875,42df6dcf,0,81,55,29.0,6.0,13.0,55,14,81,0.0
11890,42f9aa5b,0,30,6,22.0,13.0,15.0,6,6,30,0.0
11918,431a7bd7,0,15,2,2.0,1.0,2.0,2,2,15,0.0
11931,432d6aaf,0,269,72,124.0,40.0,76.0,72,0,269,0.0
11936,433d799f,0,66,29,36.0,7.0,21.0,29,0,66,1.0
11954,43581ef5,1,52,15,5.0,4.0,5.0,13,0,169,0.0
11964,436b2d95,0,26,12,5.0,1.0,3.0,12,4,26,0.0
11980,43790d8f,0,76,13,62.0,21.0,47.0,13,2,76,1.0
12022,43a9e70f,1,426,72,276.0,36.0,108.0,68,0,548,1.0
12035,43b77600,0,2,8,0.0,0.0,0.0,8,8,2,1.0
12057,43eea45b,0,46,3,37.0,7.0,29.0,3,3,46,0.0
12137,445b333c,3,12,4,1.0,1.0,1.0,3,0,39,1.0
12140,4463dc28,0,111,84,40.0,6.0,26.0,84,3,111,1.0
12147,44699b60,3,140,148,97.0,12.0,36.0,13,0,510,1.0
12165,448acd47,0,64,19,17.0,8.0,11.0,19,16,64,0.0
12185,44a0af1c,1,349,55,95.0,20.0,64.0,55,7,350,1.0
12193,44adabc0,0,187,69,44.0,10.0,23.0,69,0,187,0.0
12194,44af3a96,0,6,9,3.0,1.0,2.0,9,9,6,0.0
12247,44ef34f4,0,12,28,2.0,1.0,1.0,28,28,12,1.0
12250,44f97041,0,10,6,2.0,2.0,2.0,6,6,10,0.0
12257,44fd5bd1,0,44,62,30.0,11.0,16.0,62,55,44,1.0
12267,4504bef1,3,270,105,155.0,16.0,77.0,22,1,611,1.0
12297,452a20d4,0,14,8,5.0,2.0,2.0,8,8,14,0.0
12303,4530900f,0,27,10,22.0,5.0,20.0,10,10,27,0.0
12309,453ba86b,0,30,1,16.0,4.0,9.0,1,0,30,0.0
12317,45422088,0,103,36,63.0,7.0,22.0,36,36,103,1.0
12337,455e23a9,0,16,131,5.0,5.0,5.0,131,37,16,1.0
12346,456726f4,0,4,8,1.0,1.0,1.0,8,8,4,0.0
12353,456ead1b,0,138,41,100.0,20.0,66.0,41,2,138,1.0
12371,4591b188,0,4,7,1.0,1.0,1.0,7,7,4,0.0
12376,459b3248,0,3,47,1.0,1.0,1.0,47,47,3,0.0
12379,45a1fa0d,0,19,11,7.0,4.0,5.0,11,10,19,1.0
12380,45a66d74,0,336,107,165.0,25.0,83.0,107,0,336,1.0
12391,45b69890,0,16,16,5.0,3.0,4.0,16,16,16,0.0
12401,45c36f3f,0,24,12,18.0,10.0,16.0,12,12,24,0.0
12415,45cf4370,0,15,6,7.0,2.0,3.0,6,6,15,0.0
12425,45dada58,0,7,84,0.0,0.0,0.0,84,32,7,0.0
12428,45de809e,0,8,14,1.0,1.0,1.0,14,14,8,0.0
12434,45eb80fe,1,2,31,0.0,0.0,0.0,0,0,94,0.0
12435,45ecb673,0,21,69,8.0,3.0,7.0,69,9,21,0.0
12459,4605a65e,0,137,31,91.0,2.0,30.0,31,0,137,0.0
12462,4611bf9d,0,227,33,196.0,13.0,82.0,33,0,227,0.0
12480,4636ee0e,0,5,3,1.0,1.0,1.0,3,3,6,1.0
12497,4646796c,0,8,57,2.0,1.0,2.0,57,35,8,1.0
12522,46682a85,0,118,65,25.0,18.0,20.0,65,5,118,0.0
12535,467dff6b,0,94,52,61.0,14.0,37.0,52,2,94,1.0
12562,46a5050a,0,22,10,18.0,4.0,14.0,10,10,22,0.0
12568,46af4cd0,1,97,39,7.0,7.0,7.0,37,16,153,1.0
12577,46c17010,0,60,9,47.0,6.0,30.0,9,6,60,1.0
12592,46d4d96c,0,4,10,0.0,0.0,0.0,10,10,4,1.0
12651,475695c9,0,39,76,18.0,3.0,11.0,76,15,39,0.0
12655,4759b4df,0,43,13,16.0,4.0,12.0,13,6,43,1.0
12696,479f9eed,0,8,9,3.0,3.0,3.0,9,9,8,0.0
12700,47a73972,0,149,6,117.0,11.0,59.0,6,0,149,0.0
12728,47c33c75,0,151,55,48.0,10.0,27.0,55,0,151,1.0
12761,47fed056,0,17,13,5.0,1.0,2.0,13,10,17,0.0
12767,48071045,0,384,26,157.0,29.0,69.0,26,0,384,1.0
12788,481de46a,0,5,3,1.0,1.0,1.0,3,3,5,0.0
12796,482f62d6,0,48,11,24.0,4.0,18.0,11,11,48,0.0
12803,483e3b33,0,13,1,8.0,2.0,3.0,1,1,13,0.0
12808,48488f7d,0,136,12,71.0,7.0,37.0,12,0,136,1.0
12843,48716370,11,15,15,12.0,2.0,12.0,1,1,184,1.0
12844,48733a28,0,52,12,37.0,13.0,27.0,12,12,52,0.0
12864,48971f23,0,95,135,21.0,8.0,14.0,135,29,95,1.0
12897,48c73020,0,8,11,3.0,1.0,1.0,11,11,8,0.0
12925,48ebbb17,0,118,58,76.0,9.0,46.0,58,8,118,0.0
12952,49179d29,0,6,0,2.0,1.0,2.0,0,0,6,1.0
12977,493f068a,0,408,140,141.0,45.0,91.0,140,31,408,1.0
13016,496ef3e5,4,21,78,6.0,4.0,6.0,56,7,35,1.0
13027,498359bc,0,34,4,20.0,3.0,8.0,4,4,34,0.0
13055,49a12d8a,0,4,22,1.0,1.0,1.0,22,22,4,0.0
13159,4a20258e,0,34,1,28.0,8.0,21.0,1,1,34,0.0
13187,4a473eb7,0,89,65,50.0,5.0,24.0,65,1,89,1.0
13203,4a635360,3,2,77,0.0,0.0,0.0,1,1,386,1.0
13208,4a7037f0,0,38,3,26.0,14.0,21.0,3,3,38,0.0
13220,4a7823bf,0,33,46,11.0,4.0,9.0,46,4,33,0.0
13221,4a78636f,0,26,72,10.0,2.0,6.0,72,9,26,1.0
13232,4a915ec2,0,158,8,108.0,11.0,45.0,8,3,158,1.0
13234,4a946a57,0,25,14,10.0,3.0,9.0,14,14,25,0.0
13259,4ab93473,0,55,37,24.0,5.0,14.0,37,8,55,0.0
13295,4aeb5dda,0,98,146,38.0,6.0,29.0,146,28,98,1.0
13315,4b0d4a9b,0,133,86,70.0,24.0,54.0,86,58,133,1.0
13332,4b1de348,0,204,88,127.0,22.0,66.0,88,0,204,0.0
13335,4b231a08,0,67,5,20.0,3.0,14.0,5,3,67,0.0
13352,4b2f9966,0,16,9,12.0,1.0,8.0,9,9,16,0.0
13368,4b41c1bd,0,75,45,31.0,7.0,14.0,45,0,75,0.0
13418,4b86ed2b,0,10,13,3.0,3.0,3.0,13,13,10,0.0
13439,4ba571a1,0,12,30,4.0,3.0,4.0,30,2,12,1.0
13500,4bf8e237,0,57,2,36.0,8.0,24.0,2,1,57,1.0
13507,4c002b61,0,17,46,6.0,4.0,6.0,46,46,17,1.0
13526,4c196c48,0,30,37,16.0,3.0,7.0,37,37,30,1.0
13567,4c4ea362,0,27,16,7.0,2.0,5.0,16,0,27,0.0
13569,4c507fb2,0,34,2,11.0,3.0,7.0,2,2,34,0.0
13576,4c5c7061,0,2,71,0.0,0.0,0.0,71,71,2,0.0
13583,4c699410,0,48,8,41.0,11.0,31.0,8,7,48,0.0
13599,4c819511,0,9,3,1.0,1.0,1.0,3,1,9,0.0
13630,4cad42fd,0,14,13,1.0,1.0,1.0,13,13,14,1.0
13675,4cf47610,0,75,16,58.0,9.0,37.0,16,16,75,0.0
13678,4cf80018,0,27,137,6.0,3.0,6.0,137,4,27,1.0
13685,4d0815d2,0,50,13,37.0,4.0,20.0,13,12,50,0.0
13690,4d0cd132,0,19,97,8.0,3.0,7.0,97,9,19,0.0
13695,4d149696,0,277,65,235.0,10.0,101.0,65,12,277,1.0
13716,4d2f1297,0,24,0,18.0,7.0,15.0,0,0,24,1.0
13749,4d6695e3,0,28,119,12.0,4.0,11.0,119,13,28,1.0
13756,4d6d1473,0,10,8,4.0,1.0,2.0,8,8,11,0.0
13828,4dd513b3,2,204,90,61.0,17.0,36.0,84,1,378,1.0
13843,4de2479a,2,9,91,4.0,3.0,4.0,2,2,122,1.0
13873,4e072ed7,0,50,50,19.0,12.0,15.0,50,1,50,0.0
13884,4e12a4e1,1,1,1,0.0,0.0,0.0,1,1,7,0.0
13887,4e203375,0,169,36,73.0,16.0,45.0,36,2,169,0.0
13920,4e54661e,0,4,8,1.0,1.0,1.0,8,8,4,0.0
13930,4e560208,7,22,142,13.0,5.0,11.0,16,1,185,1.0
13936,4e5a67fc,0,58,15,48.0,9.0,37.0,15,15,58,0.0
13947,4e64394b,0,70,12,54.0,4.0,15.0,12,3,70,1.0
13972,4e8103d8,0,66,13,36.0,6.0,13.0,13,9,66,1.0
13978,4e8d56df,0,123,19,95.0,15.0,53.0,19,0,123,0.0
13980,4e927af7,0,55,11,45.0,16.0,33.0,11,0,55,0.0
13984,4e949fde,0,18,34,7.0,3.0,4.0,34,3,18,1.0
13999,4ea64469,0,12,22,3.0,1.0,2.0,22,1,12,0.0
14002,4ead4504,0,95,0,40.0,8.0,21.0,0,0,95,1.0
14016,4ebb61f8,0,57,78,24.0,4.0,20.0,78,55,57,1.0
14017,4ebc0045,0,41,18,21.0,4.0,8.0,18,9,41,0.0
14020,4ec0703f,0,125,37,55.0,6.0,26.0,37,1,125,0.0
14044,4ee533ee,0,89,34,16.0,11.0,13.0,34,19,89,1.0
14048,4eec4b16,0,15,10,9.0,5.0,6.0,10,9,15,1.0
14051,4eec5c67,2,2,1,0.0,0.0,0.0,1,1,6,0.0
14081,4f2f543f,0,42,0,17.0,9.0,13.0,0,0,42,0.0
14092,4f3e8863,0,7,6,2.0,1.0,2.0,6,6,7,0.0
14120,4f6ed55f,0,30,37,14.0,8.0,12.0,37,10,30,0.0
14129,4f79b175,0,48,16,25.0,5.0,17.0,16,13,48,0.0
14161,4fb775d3,0,4,2,1.0,1.0,1.0,2,2,4,0.0
14196,4fe68a28,1,24,0,4.0,2.0,4.0,0,0,25,1.0
14223,500110ad,1,42,9,16.0,5.0,8.0,7,0,80,0.0
14257,502891d6,1,14,8,5.0,1.0,3.0,2,1,96,0.0
14270,50367875,0,53,10,41.0,15.0,24.0,10,9,53,1.0
14429,505a0310,0,28,5,21.0,8.0,18.0,5,5,28,1.0
14430,505b39f3,0,6,0,3.0,1.0,1.0,0,0,7,1.0
14435,506140f5,0,5,7,2.0,1.0,2.0,7,7,5,0.0
14450,508094d7,0,44,138,13.0,12.0,12.0,138,11,44,0.0
14451,5083316f,0,18,15,10.0,2.0,4.0,15,14,18,0.0
14489,50a88d98,0,5,7,2.0,1.0,2.0,7,7,5,0.0
14507,50b83820,0,77,34,36.0,10.0,24.0,34,0,77,0.0
14509,50b9e94c,0,7,1,4.0,1.0,3.0,1,1,7,1.0
14560,51085938,0,11,15,4.0,1.0,3.0,15,14,11,1.0
14573,5113f436,3,25,3,7.0,1.0,4.0,2,0,170,0.0
14586,5124565a,0,6,16,3.0,1.0,2.0,16,16,6,0.0
14609,515f48aa,0,13,28,5.0,3.0,4.0,28,5,13,0.0
14655,519da79d,0,38,8,27.0,6.0,22.0,8,3,38,1.0
14675,51b4b01a,0,31,16,17.0,2.0,11.0,16,16,31,0.0
14679,51b7f3d7,0,16,7,10.0,5.0,8.0,7,7,16,0.0
14689,51c4b23b,0,4,11,1.0,1.0,1.0,11,11,4,0.0
14701,51d8195c,0,15,3,9.0,2.0,5.0,3,3,15,0.0
14710,51f81030,0,19,127,5.0,2.0,2.0,127,111,19,1.0
14712,51fd74a4,0,1,2,0.0,0.0,0.0,2,2,1,0.0
14714,51fde0cb,0,126,78,83.0,24.0,42.0,78,11,126,1.0
14733,52162483,0,108,13,36.0,24.0,29.0,13,10,108,0.0
14780,52567db3,0,6,7,2.0,1.0,1.0,7,7,6,0.0
14833,52ac5248,0,118,103,71.0,6.0,36.0,103,4,118,1.0
14855,52c67e00,1,123,15,91.0,23.0,49.0,10,1,253,1.0
14863,52ccbf5d,0,105,11,59.0,9.0,38.0,11,4,105,0.0
14872,52dc7ad3,0,194,35,166.0,25.0,75.0,35,0,194,0.0
14873,52dcc4f7,0,3,20,1.0,1.0,1.0,20,20,3,0.0
14911,530ab705,0,6,12,2.0,1.0,2.0,12,12,6,1.0
14951,534819ac,0,47,127,10.0,5.0,7.0,127,5,47,0.0
14975,536fd101,0,3,14,1.0,1.0,1.0,14,14,3,1.0
14987,537cb3a9,0,35,15,14.0,3.0,8.0,15,15,35,0.0
15000,538bd8d1,0,4,6,1.0,1.0,1.0,6,6,4,0.0
15002,538c3e87,0,57,64,46.0,10.0,20.0,64,16,57,1.0
15018,53a409c8,1,17,63,1.0,1.0,1.0,63,52,28,1.0
15032,53b95186,0,28,105,13.0,2.0,6.0,105,4,28,0.0
15042,53c30d6e,0,36,14,32.0,11.0,21.0,14,14,36,0.0
15086,5413d798,0,120,5,66.0,18.0,32.0,5,4,120,0.0
15092,5423158b,1,11,2,2.0,1.0,1.0,2,1,36,0.0
15108,54358ebe,0,14,0,5.0,1.0,4.0,0,0,14,0.0
15124,544472be,0,120,14,71.0,12.0,31.0,14,6,120,1.0
15133,544aaf42,3,15,41,0.0,0.0,0.0,1,0,251,1.0
15147,5458f9d5,0,14,12,3.0,1.0,3.0,12,12,14,0.0
15152,54613c99,0,53,8,21.0,5.0,8.0,8,0,53,0.0
