,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
7194,28c9ec04,0,11,10,2.0,1.0,1.0,10,3,11,1.0
7197,28ceac01,0,306,127,232.0,11.0,84.0,127,0,306,1.0
7199,28d1059e,0,45,9,36.0,8.0,25.0,9,9,45,0.0
7206,28da32e1,0,79,10,36.0,13.0,21.0,10,6,79,0.0
7260,29114279,0,87,33,24.0,5.0,14.0,33,0,87,0.0
7268,29160b79,0,10,16,6.0,2.0,5.0,16,16,10,0.0
7313,295de7e7,0,101,62,60.0,9.0,28.0,62,14,101,0.0
7314,29622269,0,6,2,1.0,1.0,1.0,2,2,6,0.0
7325,296f3a55,0,10,8,5.0,2.0,5.0,8,8,10,0.0
7331,297312f8,3,82,56,12.0,7.0,11.0,54,0,151,0.0
7345,298272c5,0,8,8,2.0,1.0,1.0,8,8,8,1.0
7354,298bd74f,0,3,2,1.0,1.0,1.0,2,2,3,0.0
7428,2a072244,0,12,2,3.0,1.0,2.0,2,2,12,0.0
7429,2a072b06,0,16,109,6.0,1.0,5.0,109,2,16,0.0
7450,2a254824,0,26,4,10.0,2.0,6.0,4,0,26,0.0
7453,2a295879,0,34,78,15.0,6.0,12.0,78,7,34,0.0
7459,2a2e61e4,3,1,15,0.0,0.0,0.0,6,6,48,0.0
7489,2a5a9e07,0,6,0,3.0,1.0,3.0,0,0,6,0.0
7490,2a6043b0,0,47,7,9.0,5.0,7.0,7,0,47,0.0
7523,2a910823,0,13,4,4.0,3.0,3.0,4,2,13,0.0
7531,2a9e0fb0,1,92,82,66.0,21.0,43.0,13,6,227,0.0
7539,2aa74a65,0,32,1,21.0,3.0,15.0,1,0,32,0.0
7546,2ab41c62,0,6,2,1.0,1.0,1.0,2,0,6,1.0
7549,2aba8179,0,4,8,1.0,1.0,1.0,8,8,4,0.0
7607,2b0d7dc5,0,207,63,168.0,36.0,108.0,63,0,207,1.0
7611,2b11fb75,0,112,19,109.0,16.0,68.0,19,1,112,1.0
7630,2b31ea60,0,24,6,12.0,1.0,3.0,6,1,24,1.0
7640,2b41a2f6,0,41,104,15.0,9.0,12.0,104,31,41,0.0
7646,2b466fe9,0,99,19,58.0,7.0,22.0,19,0,99,1.0
7681,2b7ea8eb,0,24,35,5.0,2.0,2.0,35,8,24,1.0
7686,2b81e8f3,1,39,56,22.0,2.0,7.0,17,7,171,1.0
7691,2b8717e2,0,16,9,4.0,2.0,2.0,9,4,16,0.0
7706,2b9def4b,0,75,59,11.0,9.0,9.0,59,5,75,1.0
7727,2bb8a9df,0,303,42,54.0,11.0,22.0,42,0,303,1.0
7749,2bd0dc85,0,36,13,21.0,3.0,9.0,13,9,36,0.0
7788,2c050c68,1,118,48,10.0,3.0,7.0,45,7,208,1.0
7790,2c071e5d,0,73,23,25.0,6.0,12.0,23,0,73,0.0
7810,2c320c9d,0,30,7,23.0,3.0,15.0,7,7,30,0.0
7816,2c39a74e,0,3,10,0.0,0.0,0.0,10,10,3,0.0
7865,2c86e0f6,0,1,3,0.0,0.0,0.0,3,3,1,0.0
7869,2c888b85,2,40,27,9.0,4.0,6.0,27,7,51,0.0
7908,2cbe51bb,0,15,137,11.0,2.0,9.0,137,137,15,0.0
7916,2cc41526,0,59,2,38.0,7.0,12.0,2,1,59,1.0
7923,2cce0cc0,0,18,12,7.0,1.0,5.0,12,0,18,1.0
7927,2cd4e2f4,0,12,38,5.0,2.0,3.0,38,26,12,1.0
7963,2d05040f,1,17,3,14.0,2.0,5.0,3,3,72,0.0
7974,2d1b3786,0,27,16,6.0,1.0,3.0,16,16,27,0.0
7975,2d1cc146,0,4,2,1.0,1.0,1.0,2,2,4,0.0
7981,2d255736,1,4,1,2.0,1.0,2.0,1,0,136,1.0
8003,2d554f7a,0,5,38,0.0,0.0,0.0,38,38,5,1.0
8018,2d6b0831,0,14,50,7.0,1.0,5.0,50,50,14,1.0
8034,2d7c04e5,0,83,14,50.0,5.0,37.0,14,13,84,0.0
8035,2d7e4962,0,3,36,1.0,1.0,1.0,36,36,3,1.0
8054,2d99ad11,4,1,120,0.0,0.0,0.0,0,0,465,1.0
8075,2dc3d9fe,0,25,28,13.0,3.0,8.0,28,16,25,1.0
8093,2de00598,0,5,2,2.0,1.0,1.0,2,2,5,0.0
8137,2e23d819,0,7,8,2.0,2.0,2.0,8,6,7,0.0
8145,2e2c29aa,0,22,67,7.0,3.0,6.0,67,38,22,1.0
8147,2e2dbf54,0,18,3,3.0,2.0,3.0,3,3,18,1.0
8150,2e3529ce,0,52,13,21.0,11.0,17.0,13,2,52,1.0
8185,2e65d3b5,1,69,65,39.0,10.0,29.0,65,5,84,1.0
8196,2e6b90f4,0,6,47,2.0,2.0,2.0,47,12,6,1.0
8198,2e6c7f91,0,20,0,12.0,6.0,6.0,0,0,20,1.0
8217,2e8d8f21,0,55,13,32.0,17.0,25.0,13,0,55,1.0
8247,2ecaf0c1,0,33,24,19.0,12.0,14.0,24,23,33,0.0
8282,2f0667d3,0,2,8,0.0,0.0,0.0,8,8,2,0.0
8301,2f20b2b8,0,4,0,2.0,1.0,2.0,0,0,4,1.0
8320,2f41a167,0,40,7,20.0,7.0,15.0,7,0,40,1.0
8326,2f46cdbe,2,13,11,5.0,3.0,4.0,9,8,204,1.0
8332,2f509d2b,0,80,43,30.0,7.0,18.0,43,0,80,0.0
8342,2f5940aa,4,47,10,3.0,1.0,3.0,8,1,253,1.0
8367,2f729bc3,2,364,94,170.0,43.0,87.0,17,0,845,1.0
8371,2f759a54,1,53,108,27.0,11.0,20.0,72,1,252,0.0
8410,2fa955fd,1,30,92,5.0,3.0,4.0,88,9,120,1.0
8415,2fb01372,0,31,114,15.0,3.0,9.0,114,26,31,1.0
8425,2fbbaa45,0,186,104,132.0,17.0,86.0,104,10,186,0.0
8448,2fd8abbf,0,4,12,1.0,1.0,1.0,12,12,4,0.0
8452,2fe07773,0,23,8,7.0,5.0,7.0,8,1,23,1.0
8453,2fe16d45,0,17,17,5.0,1.0,2.0,17,2,17,0.0
8458,2fe955e3,0,24,10,5.0,3.0,4.0,10,7,24,0.0
8477,2ff5c798,0,34,14,9.0,4.0,8.0,14,6,34,1.0
8484,30011245,0,13,11,8.0,3.0,6.0,11,11,13,0.0
8503,30145212,0,4,2,1.0,1.0,1.0,2,2,4,0.0
8527,303cbe13,0,398,62,303.0,34.0,123.0,62,0,398,0.0
8545,30502dca,0,7,11,4.0,2.0,3.0,11,11,7,0.0
8567,3094bbf6,0,197,7,116.0,6.0,35.0,7,0,197,1.0
8601,30e06110,0,15,15,7.0,1.0,3.0,15,14,15,0.0
8602,30e262b4,0,4,9,1.0,1.0,1.0,9,9,4,0.0
8667,3149b335,0,78,35,42.0,13.0,32.0,35,6,78,0.0
8672,314c0400,0,5,15,0.0,0.0,0.0,15,15,5,0.0
8677,3152eea7,0,1118,77,714.0,90.0,351.0,77,5,1118,0.0
8688,315a1155,0,16,141,4.0,2.0,2.0,141,14,16,0.0
8717,317f4638,0,45,7,15.0,5.0,9.0,7,0,45,1.0
8718,318330cc,0,7,16,1.0,1.0,1.0,16,16,7,0.0
8720,318441a7,0,8,1,4.0,1.0,3.0,1,1,8,1.0
8762,31bca652,0,14,11,2.0,1.0,1.0,11,11,14,0.0
8803,31fd117b,0,38,12,14.0,6.0,11.0,12,3,38,1.0
8808,32013e2e,0,5,89,1.0,1.0,1.0,89,53,5,0.0
8829,321c8ea2,2,5,57,2.0,2.0,2.0,2,2,285,0.0
8830,321cd08e,0,43,16,10.0,5.0,7.0,16,16,43,0.0
8839,322a6e62,0,3,14,0.0,0.0,0.0,14,14,3,0.0
8843,32316356,0,3,14,0.0,0.0,0.0,14,14,3,0.0
8849,3238152d,0,14,23,5.0,2.0,4.0,23,1,14,0.0
8857,323fcff6,0,6,0,2.0,1.0,2.0,0,0,6,0.0
8883,32664374,1,6,2,1.0,1.0,1.0,2,1,18,1.0
8888,326ae8bf,0,55,60,32.0,11.0,17.0,60,53,55,1.0
8899,327fb8e7,0,3,3,0.0,0.0,0.0,3,3,3,0.0
8983,32e21de5,0,87,21,49.0,5.0,22.0,21,3,87,0.0
9022,3325e232,1,16,11,4.0,2.0,3.0,0,0,95,0.0
9033,332e2a3b,0,62,30,30.0,3.0,15.0,30,2,62,0.0
9054,3342d450,0,184,35,113.0,13.0,60.0,35,6,184,0.0
9095,337be2f9,0,4,13,1.0,1.0,1.0,13,13,4,0.0
9104,33889817,0,228,23,116.0,36.0,75.0,23,0,228,0.0
9111,338c1ebd,0,41,5,25.0,7.0,17.0,5,5,41,1.0
9133,33aec140,0,140,59,56.0,7.0,29.0,59,0,140,1.0
9151,33c11b07,0,18,139,8.0,2.0,4.0,139,15,18,0.0
9157,33c9fbd3,0,27,15,4.0,3.0,4.0,15,14,27,0.0
9173,33e3cc67,0,6,57,2.0,1.0,2.0,57,38,6,0.0
9202,341e977d,0,410,37,176.0,20.0,39.0,37,0,410,0.0
9235,345479d3,0,15,41,9.0,2.0,6.0,41,15,15,0.0
9266,34827cfe,0,21,0,13.0,2.0,10.0,0,0,21,0.0
9275,3487708d,1,16,32,3.0,1.0,3.0,22,2,67,1.0
9281,3493d0af,0,86,2,80.0,2.0,23.0,2,1,86,0.0
9284,349d0750,0,6,0,1.0,1.0,1.0,0,0,6,0.0
9292,34b1918d,0,4,124,0.0,0.0,0.0,124,124,4,0.0
9301,34bedf78,0,4,2,1.0,1.0,1.0,2,2,4,0.0
9308,34c139ce,2,4,63,1.0,1.0,1.0,55,55,97,1.0
9321,34d26d9b,0,9,1,5.0,1.0,5.0,1,0,9,0.0
9324,34d8145b,0,7,5,2.0,1.0,2.0,5,5,7,0.0
9325,34d81f7a,0,2,41,0.0,0.0,0.0,41,41,2,1.0
9335,34e84a87,0,107,28,48.0,10.0,22.0,28,6,107,1.0
9365,351a25f5,0,7,13,2.0,1.0,1.0,13,13,7,0.0
9369,351f1a0b,0,17,35,9.0,4.0,9.0,35,9,17,0.0
9399,354bb9bb,0,9,16,6.0,1.0,5.0,16,16,9,0.0
9408,3555ffb9,0,67,77,23.0,7.0,11.0,77,31,67,1.0
9423,35705fee,0,4,6,1.0,1.0,1.0,6,6,4,0.0
9447,3595fc1a,0,42,19,28.0,6.0,9.0,19,0,42,0.0
9453,359c4d2f,0,28,5,23.0,1.0,7.0,5,5,28,0.0
9466,35b6e730,0,17,1,8.0,2.0,4.0,1,1,17,0.0
9467,35b7c24c,0,55,36,40.0,5.0,20.0,36,35,55,0.0
9468,35b98fb8,0,35,45,19.0,11.0,13.0,45,9,35,0.0
9480,35d64de6,0,6,1,1.0,1.0,1.0,1,1,6,0.0
9509,35f57697,0,32,69,14.0,2.0,8.0,69,7,32,0.0
9513,35f84841,0,29,8,25.0,2.0,14.0,8,8,29,0.0
9521,3605b0b3,0,30,42,10.0,4.0,7.0,42,1,30,0.0
9573,3650f5af,0,2,11,0.0,0.0,0.0,11,11,2,0.0
9580,365bed36,3,3,65,0.0,0.0,0.0,5,5,61,0.0
9608,367d06d1,0,17,11,9.0,3.0,5.0,11,8,17,0.0
9640,36a5d109,0,57,15,40.0,7.0,28.0,15,9,57,0.0
9641,36a5e013,0,4,83,1.0,1.0,1.0,83,83,4,1.0
9691,36dec949,0,14,1,6.0,1.0,3.0,1,0,14,0.0
9701,36ed4114,1,174,13,66.0,31.0,45.0,13,5,229,1.0
9708,36ee0c38,5,23,120,8.0,5.0,6.0,1,0,201,0.0
9710,36ef2e5f,0,250,14,204.0,12.0,59.0,14,1,250,1.0
9719,36f86988,0,10,8,8.0,4.0,8.0,8,8,10,0.0
9741,370c94cc,0,8,10,1.0,1.0,1.0,10,10,8,0.0
9748,371e154e,0,11,3,2.0,1.0,1.0,3,3,11,1.0
9774,37464b87,3,6,78,0.0,0.0,0.0,22,21,54,1.0
9776,3746d260,0,29,34,7.0,4.0,7.0,34,22,29,1.0
9803,376b9d26,0,12,17,10.0,2.0,9.0,17,17,12,1.0
9827,378a8645,0,4,1,1.0,1.0,1.0,1,1,4,1.0
9843,379c6cfd,0,59,15,28.0,8.0,22.0,15,2,59,1.0
9873,37d89dbb,0,293,7,167.0,40.0,96.0,7,1,293,1.0
9876,37de6da7,0,3,6,0.0,0.0,0.0,6,6,3,0.0
9883,37e98fe5,0,85,64,54.0,10.0,34.0,64,4,85,1.0
9893,37fd749a,0,4,7,1.0,1.0,1.0,7,7,4,0.0
9929,3840691e,0,12,72,3.0,3.0,3.0,72,0,12,0.0
9950,385a0555,0,4,1,1.0,1.0,1.0,1,1,4,0.0
9963,387b60b0,0,12,8,6.0,2.0,5.0,8,8,12,1.0
9972,38864f78,0,46,8,28.0,1.0,11.0,8,8,46,0.0
9981,388efa8d,0,25,59,15.0,6.0,12.0,59,9,25,0.0
10004,38b244f3,0,23,12,8.0,4.0,7.0,12,11,23,0.0
10019,38c42ada,0,56,11,30.0,8.0,19.0,11,8,56,0.0
10024,38c4dfda,4,59,89,1.0,1.0,1.0,87,5,77,1.0
10026,38ca5f6f,0,16,10,9.0,1.0,7.0,10,10,16,0.0
10105,393627a1,0,21,22,12.0,3.0,7.0,22,8,21,0.0
10116,3942da6b,0,123,20,66.0,28.0,45.0,20,2,123,1.0
10180,399b2ec2,2,0,8,0.0,0.0,0.0,8,8,20,0.0
10189,39a9c37a,0,45,31,20.0,4.0,14.0,31,14,45,0.0
10195,39b52250,0,136,16,84.0,14.0,43.0,16,1,136,0.0
10207,39c633f7,0,7,4,2.0,2.0,2.0,4,3,7,0.0
10212,39cc7b17,0,78,32,52.0,9.0,31.0,32,24,78,1.0
10214,39cedca5,0,54,8,45.0,12.0,30.0,8,7,54,0.0
10265,3a18c589,0,3,14,0.0,0.0,0.0,14,14,3,0.0
10309,3a5c8433,0,3,5,1.0,1.0,1.0,5,5,3,0.0
10311,3a60a800,0,128,75,72.0,12.0,37.0,75,3,128,1.0
10317,3a69e071,0,55,4,44.0,6.0,23.0,4,1,55,0.0
10328,3a76fa6c,0,59,35,25.0,8.0,12.0,35,13,59,0.0
10340,3a8aecb6,0,22,63,6.0,3.0,4.0,63,2,22,1.0
10384,3aceadfc,0,28,82,15.0,1.0,10.0,82,4,28,0.0
10406,3af60bb5,0,150,50,52.0,18.0,30.0,50,0,150,1.0
10416,3b01658a,0,96,129,12.0,5.0,9.0,129,58,96,1.0
10437,3b2b33a7,0,43,4,20.0,7.0,13.0,4,4,43,0.0
10443,3b30b12c,0,59,28,19.0,8.0,10.0,28,3,59,1.0
10446,3b34780f,0,388,55,217.0,24.0,84.0,55,3,388,0.0
10453,3b3ca5e9,0,64,10,55.0,6.0,32.0,10,10,64,0.0
10529,3bb7c77e,0,15,14,9.0,2.0,5.0,14,13,15,0.0
10540,3bca8be3,0,9,3,5.0,1.0,5.0,3,3,9,0.0
10573,3bf6381d,0,34,18,15.0,6.0,10.0,18,14,34,1.0
10578,3bfc6fac,0,19,7,14.0,1.0,10.0,7,3,19,0.0
10618,3c280906,0,194,16,118.0,12.0,31.0,16,10,194,0.0
10635,3c36cfc3,0,46,15,16.0,8.0,12.0,15,3,46,0.0
10639,3c3b4ad8,0,76,7,44.0,15.0,26.0,7,1,76,1.0
10644,3c49ff98,0,9,37,2.0,2.0,2.0,37,37,9,1.0
10654,3c5d3782,0,21,16,7.0,3.0,3.0,16,16,21,0.0
10662,3c6a72be,0,19,15,11.0,2.0,6.0,15,15,19,0.0
10697,3ca19d51,0,4,13,0.0,0.0,0.0,13,13,4,0.0
10705,3cad7f8f,0,7,9,3.0,2.0,3.0,9,9,8,0.0
10724,3cc38de3,0,9,0,6.0,1.0,4.0,0,0,9,0.0
10729,3ccaec55,0,33,8,10.0,5.0,8.0,8,8,33,0.0
10739,3cd434ec,1,421,80,361.0,36.0,139.0,42,2,1480,1.0
10756,3ceb0af5,0,20,13,14.0,3.0,6.0,13,13,20,0.0
10757,3ceb7bd8,0,96,27,24.0,4.0,10.0,27,0,96,1.0
10805,3d20c133,0,4,13,1.0,1.0,1.0,13,13,4,0.0
10832,3d421b7f,0,10,4,4.0,1.0,2.0,4,4,10,0.0
10848,3d4ffc63,5,22,10,6.0,2.0,6.0,9,0,39,0.0
10943,3ddf8042,0,11,8,7.0,1.0,6.0,8,8,11,0.0
10947,3de50385,0,10,26,4.0,1.0,2.0,26,26,10,1.0
10981,3e132c64,0,19,16,6.0,3.0,3.0,16,16,19,0.0
11028,3e5f9ed7,0,49,8,35.0,3.0,17.0,8,8,49,0.0
11032,3e63740e,0,236,23,144.0,28.0,82.0,23,1,236,0.0
11042,3e7085c4,0,89,29,74.0,16.0,50.0,29,9,89,1.0
11054,3e8407a0,0,6,16,3.0,1.0,3.0,16,16,6,0.0
11057,3e89226c,0,30,67,8.0,7.0,8.0,67,3,30,1.0
11080,3eabb7ef,0,15,8,7.0,2.0,3.0,8,8,15,0.0
11128,3eec8a89,0,13,10,5.0,1.0,3.0,10,3,13,0.0
11129,3ef3a5ec,0,26,23,7.0,2.0,2.0,23,3,26,0.0
11161,3f15358e,0,50,114,30.0,6.0,17.0,114,89,50,1.0
11179,3f36f53e,2,26,124,2.0,2.0,2.0,6,1,85,1.0
11182,3f41b801,0,21,90,7.0,2.0,4.0,90,57,21,1.0
11190,3f4aa590,0,10,12,2.0,1.0,2.0,12,3,10,0.0
11215,3f69a3a8,0,53,57,35.0,5.0,27.0,57,7,53,0.0
11223,3f722ffd,0,72,3,23.0,4.0,15.0,3,0,72,1.0
11227,3f778dc5,0,42,7,28.0,2.0,12.0,7,6,42,1.0
11253,3f9154ee,0,119,14,62.0,9.0,38.0,14,0,119,0.0
11273,3fb260e3,0,71,34,20.0,12.0,17.0,34,0,71,1.0
11275,3fb60210,0,35,12,22.0,8.0,17.0,12,0,35,1.0
11363,402e5b5f,0,4,8,1.0,1.0,1.0,8,8,4,0.0
11432,4092b3b6,0,2,4,0.0,0.0,0.0,4,4,2,0.0
11442,40a68b39,0,226,42,139.0,24.0,63.0,42,3,226,1.0
11446,40adb1a1,0,7,9,2.0,1.0,2.0,9,0,7,0.0
11458,40bf94ad,0,14,9,2.0,2.0,2.0,9,9,14,0.0
11514,40fe616c,1,65,137,8.0,4.0,7.0,126,21,106,1.0
11530,410a63bf,0,28,16,15.0,6.0,12.0,16,1,28,0.0
11540,41169133,0,88,13,60.0,12.0,39.0,13,1,88,1.0
11560,412c10b7,0,299,133,137.0,33.0,75.0,133,0,299,1.0
11561,412c80d5,0,47,7,22.0,4.0,12.0,7,0,47,1.0
11576,4143f639,0,65,19,25.0,7.0,17.0,19,13,65,0.0
11586,4154ffae,0,38,23,14.0,7.0,14.0,23,6,38,1.0
11587,415624d4,0,17,2,4.0,1.0,3.0,2,2,17,0.0
11591,4157a439,0,4,5,1.0,1.0,1.0,5,5,4,0.0
11599,4167535c,0,40,63,7.0,2.0,6.0,63,19,40,1.0
11602,416989dc,0,86,86,20.0,2.0,11.0,86,0,86,0.0
11622,4181a5c0,0,17,20,5.0,4.0,5.0,20,2,17,0.0
11630,418911bf,0,5,3,1.0,1.0,1.0,3,3,5,0.0
11668,41c20281,0,18,3,5.0,2.0,4.0,3,2,18,0.0
11676,41cbe4f3,0,40,57,15.0,8.0,10.0,57,57,40,1.0
11700,41f0717f,0,20,23,11.0,3.0,10.0,23,23,20,1.0
11709,4202bf6d,0,24,11,20.0,4.0,19.0,11,11,24,1.0
11710,42045acb,0,15,27,2.0,1.0,1.0,27,5,15,1.0
11788,4276d5de,0,428,88,129.0,17.0,46.0,88,0,428,1.0
11800,4283f064,5,34,1,30.0,14.0,25.0,0,0,315,1.0
11805,4287de84,0,8,1,4.0,1.0,2.0,1,1,8,0.0
11821,42934000,0,23,31,12.0,2.0,6.0,31,20,23,1.0
11835,42a7640b,0,98,14,68.0,7.0,27.0,14,7,98,0.0
11936,433d799f,0,66,29,36.0,7.0,21.0,29,0,66,1.0
11946,4349d06b,0,36,3,16.0,2.0,7.0,3,0,36,0.0
11980,43790d8f,0,76,13,62.0,21.0,47.0,13,2,76,1.0
11984,437e5f90,0,19,13,7.0,2.0,5.0,13,12,19,0.0
12020,43a77498,0,4,13,1.0,1.0,1.0,13,13,4,0.0
12022,43a9e70f,1,426,72,276.0,36.0,108.0,68,0,548,1.0
12033,43b67577,0,93,17,22.0,9.0,14.0,17,8,93,0.0
12035,43b77600,0,2,8,0.0,0.0,0.0,8,8,2,1.0
12047,43d76288,1,5,26,2.0,1.0,1.0,4,4,43,0.0
12137,445b333c,3,12,4,1.0,1.0,1.0,3,0,39,1.0
12140,4463dc28,0,111,84,40.0,6.0,26.0,84,3,111,1.0
12147,44699b60,3,140,148,97.0,12.0,36.0,13,0,510,1.0
12151,446e2937,0,42,22,19.0,10.0,15.0,22,15,42,0.0
12164,448a0ca8,0,6,0,2.0,1.0,1.0,0,0,6,0.0
12185,44a0af1c,1,349,55,95.0,20.0,64.0,55,7,350,1.0
12186,44a22223,0,7,10,3.0,1.0,2.0,10,10,7,0.0
12208,44c3ff05,2,39,40,17.0,6.0,13.0,13,1,152,0.0
12247,44ef34f4,0,12,28,2.0,1.0,1.0,28,28,12,1.0
12250,44f97041,0,10,6,2.0,2.0,2.0,6,6,10,0.0
12257,44fd5bd1,0,44,62,30.0,11.0,16.0,62,55,44,1.0
12267,4504bef1,3,270,105,155.0,16.0,77.0,22,1,611,1.0
12315,4540d4fc,0,3,5,0.0,0.0,0.0,5,5,3,0.0
12317,45422088,0,103,36,63.0,7.0,22.0,36,36,103,1.0
12337,455e23a9,0,16,131,5.0,5.0,5.0,131,37,16,1.0
12346,456726f4,0,4,8,1.0,1.0,1.0,8,8,4,0.0
12353,456ead1b,0,138,41,100.0,20.0,66.0,41,2,138,1.0
12366,45859521,0,16,1,12.0,5.0,10.0,1,0,16,0.0
12368,4589eb06,0,27,21,8.0,6.0,8.0,21,2,27,0.0
12379,45a1fa0d,0,19,11,7.0,4.0,5.0,11,10,19,1.0
12380,45a66d74,0,336,107,165.0,25.0,83.0,107,0,336,1.0
12384,45add6b3,0,37,15,7.0,5.0,7.0,15,0,37,0.0
12422,45d85d98,0,7,83,3.0,1.0,1.0,83,83,7,0.0
12475,46319c45,0,40,14,10.0,10.0,10.0,14,0,40,0.0
12480,4636ee0e,0,5,3,1.0,1.0,1.0,3,3,6,1.0
12495,4645a8e8,0,53,20,24.0,6.0,14.0,20,20,53,0.0
12497,4646796c,0,8,57,2.0,1.0,2.0,57,35,8,1.0
12504,46549fe5,0,138,62,30.0,18.0,28.0,62,5,138,0.0
12519,46668c0f,0,17,6,4.0,1.0,1.0,6,1,17,0.0
12527,46700538,0,8,45,4.0,3.0,4.0,45,45,8,0.0
12534,467ad12b,0,111,75,51.0,18.0,35.0,75,3,111,0.0
12535,467dff6b,0,94,52,61.0,14.0,37.0,52,2,94,1.0
12568,46af4cd0,1,97,39,7.0,7.0,7.0,37,16,153,1.0
12574,46bd4d48,0,60,4,33.0,1.0,14.0,4,4,60,0.0
12577,46c17010,0,60,9,47.0,6.0,30.0,9,6,60,1.0
12592,46d4d96c,0,4,10,0.0,0.0,0.0,10,10,4,1.0
12610,46f1621f,0,20,13,7.0,3.0,4.0,13,13,20,0.0
12613,46fdb667,0,42,8,31.0,5.0,24.0,8,8,42,0.0
12614,4705ec39,0,3,2,0.0,0.0,0.0,2,2,3,0.0
12617,47131054,0,9,2,7.0,1.0,6.0,2,2,9,0.0
12628,472780ac,0,49,38,22.0,6.0,14.0,38,15,49,0.0
12653,475763dd,0,3,7,2.0,1.0,2.0,7,7,3,0.0
12655,4759b4df,0,43,13,16.0,4.0,12.0,13,6,43,1.0
12660,47625bd4,0,29,10,12.0,4.0,8.0,10,1,29,0.0
12719,47b6e118,0,10,2,2.0,1.0,2.0,2,0,10,0.0
12728,47c33c75,0,151,55,48.0,10.0,27.0,55,0,151,1.0
12737,47dd797a,0,117,41,99.0,6.0,37.0,41,1,117,0.0
12743,47e835a9,0,62,10,49.0,7.0,30.0,10,3,62,0.0
12767,48071045,0,384,26,157.0,29.0,69.0,26,0,384,1.0
12772,4811034b,0,4,6,1.0,1.0,1.0,6,6,4,0.0
12774,4811aa49,0,5,16,1.0,1.0,1.0,16,16,5,0.0
12808,48488f7d,0,136,12,71.0,7.0,37.0,12,0,136,1.0
12812,484dad31,1,36,22,11.0,4.0,6.0,16,7,189,0.0
12828,4869e91e,0,9,8,2.0,2.0,2.0,8,8,9,0.0
12843,48716370,11,15,15,12.0,2.0,12.0,1,1,184,1.0
12864,48971f23,0,95,135,21.0,8.0,14.0,135,29,95,1.0
12868,489dca13,0,4,1,1.0,1.0,1.0,1,1,4,0.0
12905,48cebe9c,0,21,3,7.0,3.0,5.0,3,0,21,0.0
12952,49179d29,0,6,0,2.0,1.0,2.0,0,0,6,1.0
12953,4919e8ba,0,50,16,30.0,7.0,28.0,16,14,50,0.0
12961,492a5b4d,0,23,3,16.0,2.0,12.0,3,3,23,0.0
12966,4935eb80,0,18,6,6.0,2.0,4.0,6,6,18,0.0
12977,493f068a,0,408,140,141.0,45.0,91.0,140,31,408,1.0
12983,4943de31,0,32,4,23.0,7.0,17.0,4,4,32,0.0
13001,4960ac95,0,23,15,11.0,2.0,8.0,15,15,23,0.0
13005,4964277e,0,15,3,7.0,2.0,6.0,3,2,15,0.0
13016,496ef3e5,4,21,78,6.0,4.0,6.0,56,7,35,1.0
13033,498bb046,1,6,3,1.0,1.0,1.0,3,3,11,0.0
13057,49a4176c,0,11,6,3.0,1.0,2.0,6,6,11,0.0
13111,49e2d953,0,33,9,13.0,3.0,7.0,9,2,33,0.0
13121,49f21d44,0,69,1,49.0,11.0,32.0,1,1,69,0.0
13137,49fd591b,0,14,6,4.0,2.0,3.0,6,5,14,0.0
13141,49fffa02,0,16,40,6.0,1.0,4.0,40,2,16,0.0
13173,4a375344,0,15,13,4.0,3.0,3.0,13,13,15,0.0
13187,4a473eb7,0,89,65,50.0,5.0,24.0,65,1,89,1.0
13189,4a4ad35b,0,20,14,15.0,2.0,9.0,14,14,20,0.0
13203,4a635360,3,2,77,0.0,0.0,0.0,1,1,386,1.0
13221,4a78636f,0,26,72,10.0,2.0,6.0,72,9,26,1.0
13232,4a915ec2,0,158,8,108.0,11.0,45.0,8,3,158,1.0
13250,4aa7ba25,0,18,15,3.0,1.0,1.0,15,15,18,0.0
13274,4ad5cd08,0,10,11,2.0,2.0,2.0,11,11,10,0.0
13295,4aeb5dda,0,98,146,38.0,6.0,29.0,146,28,98,1.0
13315,4b0d4a9b,0,133,86,70.0,24.0,54.0,86,58,133,1.0
13360,4b37ce02,0,61,67,20.0,5.0,8.0,67,16,61,0.0
13364,4b3d0b89,0,12,7,5.0,1.0,2.0,7,7,12,0.0
13368,4b41c1bd,0,75,45,31.0,7.0,14.0,45,0,75,0.0
13370,4b441c66,1,1,14,0.0,0.0,0.0,0,0,206,0.0
13439,4ba571a1,0,12,30,4.0,3.0,4.0,30,2,12,1.0
13447,4bae4968,0,6,7,2.0,1.0,2.0,7,7,6,0.0
13495,4bef1381,0,4,1,1.0,1.0,1.0,1,1,4,0.0
13500,4bf8e237,0,57,2,36.0,8.0,24.0,2,1,57,1.0
13507,4c002b61,0,17,46,6.0,4.0,6.0,46,46,17,1.0
13526,4c196c48,0,30,37,16.0,3.0,7.0,37,37,30,1.0
13592,4c7747ce,2,10,7,3.0,2.0,2.0,3,3,126,0.0
13600,4c81d88f,0,6,7,2.0,1.0,2.0,7,7,7,0.0
13630,4cad42fd,0,14,13,1.0,1.0,1.0,13,13,14,1.0
13636,4cb88793,0,25,12,17.0,2.0,7.0,12,12,25,0.0
13678,4cf80018,0,27,137,6.0,3.0,6.0,137,4,27,1.0
