,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
6988,2777073d,1,42,50,22.0,2.0,13.0,13,1,749,0.0
7035,27c2aa9a,0,358,107,193.0,34.0,101.0,107,0,358,0.0
7048,27d374bb,2,14,72,3.0,1.0,2.0,0,0,331,0.0
7073,27ebb1cf,1,19,10,8.0,2.0,3.0,10,7,34,0.0
7091,280ed189,0,28,61,8.0,3.0,7.0,61,8,28,0.0
7135,286eaf91,0,8,4,1.0,1.0,1.0,4,3,8,0.0
7143,287f650e,0,43,1,13.0,7.0,10.0,1,1,43,0.0
7178,28b1f998,0,59,15,15.0,5.0,10.0,15,8,59,0.0
7194,28c9ec04,0,11,10,2.0,1.0,1.0,10,3,11,1.0
7197,28ceac01,0,306,127,232.0,11.0,84.0,127,0,306,1.0
7203,28d9839e,0,38,16,21.0,3.0,15.0,16,16,38,0.0
7211,28ddda17,0,76,0,28.0,4.0,13.0,0,0,76,0.0
7234,28f3dd1c,0,15,1,9.0,1.0,6.0,1,1,15,0.0
7236,28f43ec4,0,18,12,9.0,3.0,7.0,12,10,18,0.0
7268,29160b79,0,10,16,6.0,2.0,5.0,16,16,10,0.0
7273,29203846,0,4,1,1.0,1.0,1.0,1,1,4,0.0
7323,2968f0d6,0,545,29,393.0,77.0,212.0,29,0,545,0.0
7345,298272c5,0,8,8,2.0,1.0,1.0,8,8,8,1.0
7378,29b39c61,0,122,20,90.0,11.0,41.0,20,2,122,0.0
7407,29e8f193,0,7,14,3.0,1.0,3.0,14,14,7,0.0
7453,2a295879,0,34,78,15.0,6.0,12.0,78,7,34,0.0
7464,2a3dcf52,0,4,8,1.0,1.0,1.0,8,8,4,0.0
7546,2ab41c62,0,6,2,1.0,1.0,1.0,2,0,6,1.0
7607,2b0d7dc5,0,207,63,168.0,36.0,108.0,63,0,207,1.0
7611,2b11fb75,0,112,19,109.0,16.0,68.0,19,1,112,1.0
7612,2b18913d,0,1,10,0.0,0.0,0.0,10,10,1,0.0
7630,2b31ea60,0,24,6,12.0,1.0,3.0,6,1,24,1.0
7646,2b466fe9,0,99,19,58.0,7.0,22.0,19,0,99,1.0
7665,2b63cb7c,0,49,15,36.0,7.0,27.0,15,15,49,0.0
7681,2b7ea8eb,0,24,35,5.0,2.0,2.0,35,8,24,1.0
7686,2b81e8f3,1,39,56,22.0,2.0,7.0,17,7,171,1.0
7706,2b9def4b,0,75,59,11.0,9.0,9.0,59,5,75,1.0
7727,2bb8a9df,0,303,42,54.0,11.0,22.0,42,0,303,1.0
7788,2c050c68,1,118,48,10.0,3.0,7.0,45,7,208,1.0
7793,2c0a7131,0,33,116,4.0,4.0,4.0,116,62,33,0.0
7814,2c38aaa1,0,58,32,18.0,7.0,10.0,32,0,58,0.0
7842,2c6cbb8a,0,5,47,0.0,0.0,0.0,47,37,5,0.0
7895,2cb223f3,0,105,8,40.0,13.0,18.0,8,4,105,0.0
7916,2cc41526,0,59,2,38.0,7.0,12.0,2,1,59,1.0
7923,2cce0cc0,0,18,12,7.0,1.0,5.0,12,0,18,1.0
7924,2ccf04cb,0,8,16,3.0,2.0,3.0,16,9,8,0.0
7927,2cd4e2f4,0,12,38,5.0,2.0,3.0,38,26,12,1.0
7946,2ce63159,0,28,8,11.0,3.0,7.0,8,7,28,0.0
7963,2d05040f,1,17,3,14.0,2.0,5.0,3,3,72,0.0
7977,2d22b21d,0,379,106,198.0,22.0,86.0,106,2,379,0.0
7981,2d255736,1,4,1,2.0,1.0,2.0,1,0,136,1.0
7986,2d30b7a5,0,192,8,120.0,21.0,74.0,8,7,192,0.0
7997,2d499909,0,13,14,6.0,2.0,3.0,14,7,13,0.0
8003,2d554f7a,0,5,38,0.0,0.0,0.0,38,38,5,1.0
8005,2d5940ff,0,4,9,1.0,1.0,1.0,9,9,4,0.0
8018,2d6b0831,0,14,50,7.0,1.0,5.0,50,50,14,1.0
8020,2d6b9e81,0,115,1,88.0,10.0,56.0,1,1,115,0.0
8029,2d73196a,2,9,13,0.0,0.0,0.0,13,0,39,0.0
8033,2d791211,0,64,10,42.0,10.0,29.0,10,0,64,0.0
8034,2d7c04e5,0,83,14,50.0,5.0,37.0,14,13,84,0.0
8035,2d7e4962,0,3,36,1.0,1.0,1.0,36,36,3,1.0
8054,2d99ad11,4,1,120,0.0,0.0,0.0,0,0,465,1.0
8075,2dc3d9fe,0,25,28,13.0,3.0,8.0,28,16,25,1.0
8095,2de79e35,0,58,28,15.0,10.0,13.0,28,14,58,0.0
8145,2e2c29aa,0,22,67,7.0,3.0,6.0,67,38,22,1.0
8147,2e2dbf54,0,18,3,3.0,2.0,3.0,3,3,18,1.0
8150,2e3529ce,0,52,13,21.0,11.0,17.0,13,2,52,1.0
8164,2e4a06bd,0,191,31,109.0,43.0,79.0,31,1,191,0.0
8185,2e65d3b5,1,69,65,39.0,10.0,29.0,65,5,84,1.0
8196,2e6b90f4,0,6,47,2.0,2.0,2.0,47,12,6,1.0
8198,2e6c7f91,0,20,0,12.0,6.0,6.0,0,0,20,1.0
8217,2e8d8f21,0,55,13,32.0,17.0,25.0,13,0,55,1.0
8239,2ebf9af9,0,7,2,1.0,1.0,1.0,2,2,7,0.0
8256,2ee6f9e2,0,345,7,314.0,48.0,131.0,7,1,345,0.0
8283,2f089ed0,0,31,68,3.0,3.0,3.0,68,26,31,0.0
8301,2f20b2b8,0,4,0,2.0,1.0,2.0,0,0,4,1.0
8304,2f21e5d2,1,105,10,82.0,14.0,54.0,10,9,106,0.0
8320,2f41a167,0,40,7,20.0,7.0,15.0,7,0,40,1.0
8326,2f46cdbe,2,13,11,5.0,3.0,4.0,9,8,204,1.0
8335,2f53ccf2,0,7,1,1.0,1.0,1.0,1,1,7,0.0
8342,2f5940aa,4,47,10,3.0,1.0,3.0,8,1,253,1.0
8363,2f6d4a4e,0,19,5,15.0,1.0,4.0,5,5,19,0.0
8367,2f729bc3,2,364,94,170.0,43.0,87.0,17,0,845,1.0
8380,2f813368,0,7,16,2.0,2.0,2.0,16,16,7,0.0
8410,2fa955fd,1,30,92,5.0,3.0,4.0,88,9,120,1.0
8415,2fb01372,0,31,114,15.0,3.0,9.0,114,26,31,1.0
8421,2fb7c47b,0,57,101,10.0,6.0,7.0,101,14,57,0.0
8433,2fc8bb0d,1,22,35,0.0,0.0,0.0,5,0,164,0.0
8443,2fd14e2d,0,48,9,28.0,9.0,23.0,9,9,48,0.0
8446,2fd6b983,1,2,0,0.0,0.0,0.0,0,0,22,0.0
8452,2fe07773,0,23,8,7.0,5.0,7.0,8,1,23,1.0
8477,2ff5c798,0,34,14,9.0,4.0,8.0,14,6,34,1.0
8513,302757f4,0,14,36,2.0,2.0,2.0,36,2,14,0.0
8552,30610cd5,0,46,15,16.0,8.0,10.0,15,15,46,0.0
8553,306187f7,0,116,58,38.0,9.0,27.0,58,14,116,0.0
8567,3094bbf6,0,197,7,116.0,6.0,35.0,7,0,197,1.0
8600,30d8e855,0,8,4,3.0,2.0,3.0,4,4,8,0.0
8602,30e262b4,0,4,9,1.0,1.0,1.0,9,9,4,0.0
8605,30e89758,0,7,35,3.0,1.0,3.0,35,35,7,0.0
8606,30e89f46,0,69,15,46.0,14.0,28.0,15,15,69,0.0
8609,30ed1088,1,1,6,0.0,0.0,0.0,6,6,3,0.0
8612,30f7a89c,0,64,18,19.0,2.0,7.0,18,2,64,0.0
8639,311e05d8,0,99,114,44.0,3.0,24.0,114,2,99,0.0
8693,3162cbc2,0,76,7,67.0,6.0,35.0,7,0,76,0.0
8705,316c41e5,0,15,8,4.0,1.0,1.0,8,8,15,0.0
8717,317f4638,0,45,7,15.0,5.0,9.0,7,0,45,1.0
8720,318441a7,0,8,1,4.0,1.0,3.0,1,1,8,1.0
8786,31dde391,0,24,1,7.0,2.0,7.0,1,1,24,0.0
8788,31de72b5,0,65,14,25.0,7.0,14.0,14,1,65,0.0
8803,31fd117b,0,38,12,14.0,6.0,11.0,12,3,38,1.0
8819,320e584f,0,85,10,68.0,21.0,50.0,10,2,85,0.0
8883,32664374,1,6,2,1.0,1.0,1.0,2,1,18,1.0
8888,326ae8bf,0,55,60,32.0,11.0,17.0,60,53,55,1.0
8896,327aecf8,0,117,12,30.0,6.0,20.0,12,3,117,0.0
8922,32aabd48,0,20,45,4.0,3.0,4.0,45,5,20,0.0
8930,32bef866,0,123,20,86.0,8.0,41.0,20,1,123,0.0
9001,330a3afa,0,32,5,20.0,3.0,15.0,5,4,32,0.0
9070,335a264a,0,7,15,1.0,1.0,1.0,15,15,7,0.0
9071,335a5dc6,0,4,9,1.0,1.0,1.0,9,9,4,0.0
9111,338c1ebd,0,41,5,25.0,7.0,17.0,5,5,41,1.0
9113,33908ac1,0,8,16,2.0,1.0,1.0,16,16,8,0.0
9125,339cf6fd,0,7,1,2.0,2.0,2.0,1,0,7,0.0
9133,33aec140,0,140,59,56.0,7.0,29.0,59,0,140,1.0
9135,33b16b20,0,53,18,29.0,12.0,19.0,18,9,53,0.0
9209,342ac380,0,5,0,1.0,1.0,1.0,0,0,5,0.0
9243,345fc18e,3,6,98,2.0,2.0,2.0,1,1,1569,0.0
9268,34840c9d,0,7,20,2.0,2.0,2.0,20,1,7,0.0
9269,3484e568,0,34,44,8.0,3.0,8.0,44,0,34,0.0
9275,3487708d,1,16,32,3.0,1.0,3.0,22,2,67,1.0
9280,3490a675,0,14,67,3.0,1.0,1.0,67,67,14,0.0
9308,34c139ce,2,4,63,1.0,1.0,1.0,55,55,97,1.0
9325,34d81f7a,0,2,41,0.0,0.0,0.0,41,41,2,1.0
9335,34e84a87,0,107,28,48.0,10.0,22.0,28,6,107,1.0
9398,354b505b,0,4,0,1.0,1.0,1.0,0,0,4,0.0
9408,3555ffb9,0,67,77,23.0,7.0,11.0,77,31,67,1.0
9431,357cdf49,0,69,17,14.0,9.0,10.0,17,8,69,0.0
9539,36268d37,0,10,3,3.0,2.0,2.0,3,3,10,0.0
9546,3633241d,0,22,3,5.0,2.0,4.0,3,3,22,0.0
9549,36388bb5,0,101,13,65.0,16.0,37.0,13,1,101,0.0
9582,365cee08,0,12,7,2.0,2.0,2.0,7,7,12,0.0
9589,3669bc1f,0,8,54,2.0,1.0,1.0,54,53,8,0.0
9601,367187fe,1,31,3,10.0,2.0,5.0,3,1,47,0.0
9641,36a5e013,0,4,83,1.0,1.0,1.0,83,83,4,1.0
9646,36aaed05,0,23,17,9.0,3.0,5.0,17,7,23,0.0
9660,36b970bd,0,409,74,355.0,15.0,154.0,74,4,409,0.0
9664,36bf1f77,0,50,16,16.0,4.0,9.0,16,10,50,0.0
9682,36cfb5c1,0,7,13,3.0,1.0,3.0,13,13,7,0.0
9691,36dec949,0,14,1,6.0,1.0,3.0,1,0,14,0.0
9701,36ed4114,1,174,13,66.0,31.0,45.0,13,5,229,1.0
9710,36ef2e5f,0,250,14,204.0,12.0,59.0,14,1,250,1.0
9748,371e154e,0,11,3,2.0,1.0,1.0,3,3,11,1.0
9757,37284c05,0,46,2,26.0,4.0,16.0,2,2,46,0.0
9774,37464b87,3,6,78,0.0,0.0,0.0,22,21,54,1.0
9776,3746d260,0,29,34,7.0,4.0,7.0,34,22,29,1.0
9780,374cd8c9,0,1,1,0.0,0.0,0.0,1,1,1,0.0
9783,37534ab9,0,119,3,81.0,5.0,39.0,3,0,119,0.0
9803,376b9d26,0,12,17,10.0,2.0,9.0,17,17,12,1.0
9827,378a8645,0,4,1,1.0,1.0,1.0,1,1,4,1.0
9836,37963cfa,1,5,14,0.0,0.0,0.0,13,13,74,0.0
9843,379c6cfd,0,59,15,28.0,8.0,22.0,15,2,59,1.0
9867,37d201d4,0,4,13,1.0,1.0,1.0,13,13,4,0.0
9870,37d58eb9,0,5,13,1.0,1.0,1.0,13,13,5,0.0
9873,37d89dbb,0,293,7,167.0,40.0,96.0,7,1,293,1.0
9883,37e98fe5,0,85,64,54.0,10.0,34.0,64,4,85,1.0
9919,382cf904,0,26,9,11.0,3.0,7.0,9,1,26,0.0
9939,384c1e9c,0,17,13,6.0,6.0,6.0,13,13,17,0.0
9961,3878aa72,0,49,13,30.0,2.0,8.0,13,4,49,0.0
9963,387b60b0,0,12,8,6.0,2.0,5.0,8,8,12,1.0
9995,389e6a42,0,11,11,4.0,2.0,2.0,11,9,11,0.0
10024,38c4dfda,4,59,89,1.0,1.0,1.0,87,5,77,1.0
10043,38df0170,0,16,7,3.0,1.0,1.0,7,4,16,0.0
10063,38fd5fa1,0,194,11,150.0,15.0,67.0,11,0,194,0.0
10076,390f09f1,0,17,2,9.0,2.0,6.0,2,2,17,0.0
10116,3942da6b,0,123,20,66.0,28.0,45.0,20,2,123,1.0
10135,395e997a,0,12,2,8.0,6.0,6.0,2,2,12,0.0
10137,395fd0b3,0,206,30,130.0,18.0,69.0,30,2,206,0.0
10212,39cc7b17,0,78,32,52.0,9.0,31.0,32,24,78,1.0
10219,39d42935,1,30,27,5.0,2.0,3.0,2,1,123,0.0
10257,3a07b6c8,0,6,13,2.0,2.0,2.0,13,13,6,0.0
10263,3a125f16,0,114,62,34.0,19.0,27.0,62,12,114,0.0
10278,3a273ae3,0,21,26,11.0,7.0,8.0,26,8,21,0.0
10283,3a2dc7dc,0,10,3,2.0,1.0,2.0,3,0,10,0.0
10292,3a3f5934,0,4,13,1.0,1.0,1.0,13,13,4,0.0
10295,3a42dfb8,0,68,29,16.0,11.0,13.0,29,1,68,0.0
10311,3a60a800,0,128,75,72.0,12.0,37.0,75,3,128,1.0
10334,3a8280cb,0,93,8,35.0,14.0,26.0,8,5,93,0.0
10340,3a8aecb6,0,22,63,6.0,3.0,4.0,63,2,22,1.0
10390,3ad94e6b,0,37,21,26.0,9.0,21.0,21,13,37,0.0
10406,3af60bb5,0,150,50,52.0,18.0,30.0,50,0,150,1.0
10416,3b01658a,0,96,129,12.0,5.0,9.0,129,58,96,1.0
10430,3b1806d9,0,17,6,10.0,1.0,5.0,6,6,17,0.0
10432,3b19e54e,0,81,36,64.0,18.0,42.0,36,3,81,0.0
10443,3b30b12c,0,59,28,19.0,8.0,10.0,28,3,59,1.0
10455,3b3ff363,0,4,13,1.0,1.0,1.0,13,13,4,0.0
10487,3b6c2691,0,4,1,1.0,1.0,1.0,1,1,4,0.0
10531,3bbc10df,0,37,31,13.0,3.0,5.0,31,2,37,0.0
10536,3bc4f12e,1,14,15,5.0,1.0,4.0,15,7,32,0.0
10573,3bf6381d,0,34,18,15.0,6.0,10.0,18,14,34,1.0
10639,3c3b4ad8,0,76,7,44.0,15.0,26.0,7,1,76,1.0
10644,3c49ff98,0,9,37,2.0,2.0,2.0,37,37,9,1.0
10653,3c5d28e4,0,178,9,116.0,5.0,32.0,9,2,178,0.0
10664,3c6bbf87,0,13,8,7.0,1.0,4.0,8,8,13,0.0
10714,3cc1045e,0,50,73,16.0,3.0,6.0,73,25,50,0.0
10723,3cc30aeb,5,4,59,1.0,1.0,1.0,1,1,467,0.0
10739,3cd434ec,1,421,80,361.0,36.0,139.0,42,2,1480,1.0
10757,3ceb7bd8,0,96,27,24.0,4.0,10.0,27,0,96,1.0
10814,3d296b8f,0,18,0,15.0,3.0,13.0,0,0,18,0.0
10839,3d4d5807,0,4,0,1.0,1.0,1.0,0,0,4,0.0
10902,3da5f833,0,37,5,9.0,4.0,5.0,5,5,37,0.0
10947,3de50385,0,10,26,4.0,1.0,2.0,26,26,10,1.0
10948,3de5b629,0,62,60,35.0,15.0,29.0,60,1,62,0.0
10965,3dffbc57,0,213,21,164.0,18.0,53.0,21,10,213,0.0
11011,3e4abdcf,0,6,1,1.0,1.0,1.0,1,1,6,0.0
11017,3e4fd8f1,0,31,10,7.0,4.0,5.0,10,9,31,0.0
11031,3e630208,0,36,0,12.0,5.0,8.0,0,0,36,0.0
11032,3e63740e,0,236,23,144.0,28.0,82.0,23,1,236,0.0
11042,3e7085c4,0,89,29,74.0,16.0,50.0,29,9,89,1.0
11054,3e8407a0,0,6,16,3.0,1.0,3.0,16,16,6,0.0
11057,3e89226c,0,30,67,8.0,7.0,8.0,67,3,30,1.0
11089,3eb8fb6a,0,18,13,6.0,3.0,5.0,13,8,18,0.0
11099,3ec1a086,0,8,14,3.0,1.0,1.0,14,14,8,0.0
11110,3ed4b83b,1,21,10,0.0,0.0,0.0,8,0,53,0.0
11146,3f0a5d11,0,23,2,15.0,3.0,10.0,2,1,23,0.0
11161,3f15358e,0,50,114,30.0,6.0,17.0,114,89,50,1.0
11179,3f36f53e,2,26,124,2.0,2.0,2.0,6,1,85,1.0
11182,3f41b801,0,21,90,7.0,2.0,4.0,90,57,21,1.0
11183,3f41c11d,0,9,14,6.0,4.0,5.0,14,14,9,0.0
11210,3f62073e,0,13,1,10.0,2.0,7.0,1,1,13,0.0
11222,3f71ea0a,0,205,29,81.0,11.0,24.0,29,2,205,0.0
11223,3f722ffd,0,72,3,23.0,4.0,15.0,3,0,72,1.0
11227,3f778dc5,0,42,7,28.0,2.0,12.0,7,6,42,1.0
11255,3f91f343,0,37,8,17.0,10.0,13.0,8,6,37,0.0
11273,3fb260e3,0,71,34,20.0,12.0,17.0,34,0,71,1.0
11275,3fb60210,0,35,12,22.0,8.0,17.0,12,0,35,1.0
11297,3fd6b65b,0,23,5,11.0,1.0,4.0,5,4,23,0.0
11316,3ff1f5f3,0,4,8,1.0,1.0,1.0,8,8,4,0.0
11379,4042a213,0,6,2,0.0,0.0,0.0,2,2,6,0.0
11390,405603da,0,8,15,3.0,2.0,2.0,15,15,8,0.0
11432,4092b3b6,0,2,4,0.0,0.0,0.0,4,4,2,0.0
11442,40a68b39,0,226,42,139.0,24.0,63.0,42,3,226,1.0
11514,40fe616c,1,65,137,8.0,4.0,7.0,126,21,106,1.0
11524,410693dc,2,4,31,0.0,0.0,0.0,12,10,77,0.0
11540,41169133,0,88,13,60.0,12.0,39.0,13,1,88,1.0
11560,412c10b7,0,299,133,137.0,33.0,75.0,133,0,299,1.0
11561,412c80d5,0,47,7,22.0,4.0,12.0,7,0,47,1.0
11586,4154ffae,0,38,23,14.0,7.0,14.0,23,6,38,1.0
11599,4167535c,0,40,63,7.0,2.0,6.0,63,19,40,1.0
11624,4185c896,0,41,15,23.0,5.0,15.0,15,12,41,0.0
11635,418e793b,2,122,19,65.0,5.0,21.0,19,8,124,0.0
11676,41cbe4f3,0,40,57,15.0,8.0,10.0,57,57,40,1.0
11695,41e86abe,0,4,1,1.0,1.0,1.0,1,1,4,0.0
11700,41f0717f,0,20,23,11.0,3.0,10.0,23,23,20,1.0
11709,4202bf6d,0,24,11,20.0,4.0,19.0,11,11,24,1.0
11710,42045acb,0,15,27,2.0,1.0,1.0,27,5,15,1.0
11788,4276d5de,0,428,88,129.0,17.0,46.0,88,0,428,1.0
11800,4283f064,5,34,1,30.0,14.0,25.0,0,0,315,1.0
11821,42934000,0,23,31,12.0,2.0,6.0,31,20,23,1.0
11847,42bb650c,0,22,37,11.0,3.0,5.0,37,6,22,0.0
11851,42c028ef,0,32,11,10.0,4.0,9.0,11,11,32,0.0
11917,4319e5c0,0,7,2,1.0,1.0,1.0,2,2,7,0.0
11919,431c3e99,0,4,5,1.0,1.0,1.0,5,5,4,0.0
11931,432d6aaf,0,269,72,124.0,40.0,76.0,72,0,269,0.0
11936,433d799f,0,66,29,36.0,7.0,21.0,29,0,66,1.0
11980,43790d8f,0,76,13,62.0,21.0,47.0,13,2,76,1.0
11998,438dbee1,0,27,13,2.0,2.0,2.0,13,13,27,0.0
12022,43a9e70f,1,426,72,276.0,36.0,108.0,68,0,548,1.0
12035,43b77600,0,2,8,0.0,0.0,0.0,8,8,2,1.0
12055,43eded8b,0,45,12,22.0,4.0,15.0,12,11,45,0.0
12137,445b333c,3,12,4,1.0,1.0,1.0,3,0,39,1.0
12140,4463dc28,0,111,84,40.0,6.0,26.0,84,3,111,1.0
12147,44699b60,3,140,148,97.0,12.0,36.0,13,0,510,1.0
12185,44a0af1c,1,349,55,95.0,20.0,64.0,55,7,350,1.0
12200,44ba87ec,0,4,9,1.0,1.0,1.0,9,9,4,0.0
12247,44ef34f4,0,12,28,2.0,1.0,1.0,28,28,12,1.0
12257,44fd5bd1,0,44,62,30.0,11.0,16.0,62,55,44,1.0
12267,4504bef1,3,270,105,155.0,16.0,77.0,22,1,611,1.0
12312,453c35e0,2,64,32,32.0,3.0,18.0,27,0,174,0.0
12317,45422088,0,103,36,63.0,7.0,22.0,36,36,103,1.0
12337,455e23a9,0,16,131,5.0,5.0,5.0,131,37,16,1.0
12338,455ee0a6,0,4,10,1.0,1.0,1.0,10,10,4,0.0
12350,456bc723,0,7,15,3.0,1.0,3.0,15,15,7,0.0
12353,456ead1b,0,138,41,100.0,20.0,66.0,41,2,138,1.0
12372,4592bb91,0,20,14,4.0,2.0,3.0,14,14,20,0.0
12379,45a1fa0d,0,19,11,7.0,4.0,5.0,11,10,19,1.0
12380,45a66d74,0,336,107,165.0,25.0,83.0,107,0,336,1.0
12423,45da0cdd,0,42,15,14.0,6.0,9.0,15,13,42,0.0
12437,45f1e5ba,0,33,11,10.0,4.0,6.0,11,4,33,0.0
12480,4636ee0e,0,5,3,1.0,1.0,1.0,3,3,6,1.0
12485,463a6bc0,0,22,14,7.0,3.0,4.0,14,14,22,0.0
12497,4646796c,0,8,57,2.0,1.0,2.0,57,35,8,1.0
12534,467ad12b,0,111,75,51.0,18.0,35.0,75,3,111,0.0
12535,467dff6b,0,94,52,61.0,14.0,37.0,52,2,94,1.0
12563,46a7566d,0,13,8,3.0,1.0,2.0,8,7,13,0.0
12568,46af4cd0,1,97,39,7.0,7.0,7.0,37,16,153,1.0
12577,46c17010,0,60,9,47.0,6.0,30.0,9,6,60,1.0
12592,46d4d96c,0,4,10,0.0,0.0,0.0,10,10,4,1.0
12624,471da48e,0,25,9,13.0,2.0,8.0,9,9,25,0.0
12627,4726b842,0,8,13,2.0,1.0,1.0,13,13,8,0.0
12655,4759b4df,0,43,13,16.0,4.0,12.0,13,6,43,1.0
12696,479f9eed,0,8,9,3.0,3.0,3.0,9,9,8,0.0
12721,47bb4642,0,52,2,23.0,4.0,12.0,2,0,52,0.0
12728,47c33c75,0,151,55,48.0,10.0,27.0,55,0,151,1.0
12747,47f028b2,0,29,4,4.0,3.0,3.0,4,4,29,0.0
12748,47f052de,0,8,21,5.0,1.0,4.0,21,21,8,0.0
12767,48071045,0,384,26,157.0,29.0,69.0,26,0,384,1.0
12772,4811034b,0,4,6,1.0,1.0,1.0,6,6,4,0.0
12789,482067ed,0,4,12,1.0,1.0,1.0,12,12,4,0.0
12804,483ea857,0,44,20,18.0,6.0,13.0,20,5,44,0.0
12808,48488f7d,0,136,12,71.0,7.0,37.0,12,0,136,1.0
12812,484dad31,1,36,22,11.0,4.0,6.0,16,7,189,0.0
12819,48581fab,3,16,24,3.0,1.0,1.0,6,5,88,0.0
12843,48716370,11,15,15,12.0,2.0,12.0,1,1,184,1.0
12864,48971f23,0,95,135,21.0,8.0,14.0,135,29,95,1.0
12886,48b67d84,0,19,7,14.0,10.0,14.0,7,7,19,0.0
12912,48de81bc,0,18,8,10.0,3.0,6.0,8,5,18,0.0
12924,48ea8806,0,46,7,33.0,3.0,16.0,7,7,46,0.0
12952,49179d29,0,6,0,2.0,1.0,2.0,0,0,6,1.0
12977,493f068a,0,408,140,141.0,45.0,91.0,140,31,408,1.0
12988,49496414,2,55,13,14.0,3.0,3.0,13,4,84,0.0
12990,495131c8,0,6,7,2.0,1.0,1.0,7,7,6,0.0
12998,495a430e,0,81,13,20.0,6.0,14.0,13,0,81,0.0
13016,496ef3e5,4,21,78,6.0,4.0,6.0,56,7,35,1.0
13052,499d7347,0,3,19,1.0,1.0,1.0,19,19,3,0.0
13068,49aea3bb,2,4,7,0.0,0.0,0.0,1,1,64,0.0
13087,49c3067d,0,7,1,4.0,3.0,4.0,1,1,7,0.0
13113,49e628fe,0,4,16,1.0,1.0,1.0,16,16,4,0.0
13137,49fd591b,0,14,6,4.0,2.0,3.0,6,5,14,0.0
13147,4a06661f,0,56,12,46.0,11.0,35.0,12,1,56,0.0
13157,4a19124a,0,22,16,6.0,2.0,2.0,16,16,22,0.0
13187,4a473eb7,0,89,65,50.0,5.0,24.0,65,1,89,1.0
13196,4a57ac02,0,186,16,105.0,15.0,56.0,16,0,186,0.0
13203,4a635360,3,2,77,0.0,0.0,0.0,1,1,386,1.0
13215,4a7347e3,0,59,97,15.0,5.0,8.0,97,9,59,0.0
13218,4a767d63,0,4,33,1.0,1.0,1.0,33,33,4,0.0
13221,4a78636f,0,26,72,10.0,2.0,6.0,72,9,26,1.0
13232,4a915ec2,0,158,8,108.0,11.0,45.0,8,3,158,1.0
13259,4ab93473,0,55,37,24.0,5.0,14.0,37,8,55,0.0
13263,4ac06f4c,0,7,9,1.0,1.0,1.0,9,9,8,0.0
13290,4ae93726,0,228,48,178.0,31.0,91.0,48,1,228,0.0
13295,4aeb5dda,0,98,146,38.0,6.0,29.0,146,28,98,1.0
13309,4b04cec3,1,172,60,41.0,11.0,18.0,50,14,271,0.0
13315,4b0d4a9b,0,133,86,70.0,24.0,54.0,86,58,133,1.0
13415,4b804016,1,8,10,3.0,1.0,3.0,10,10,16,0.0
13437,4ba1d965,1,12,122,0.0,0.0,0.0,9,8,92,0.0
13439,4ba571a1,0,12,30,4.0,3.0,4.0,30,2,12,1.0
13449,4bb66475,0,12,18,6.0,2.0,5.0,18,12,12,0.0
13484,4be2d1c7,0,4,13,1.0,1.0,1.0,13,13,4,0.0
13500,4bf8e237,0,57,2,36.0,8.0,24.0,2,1,57,1.0
13507,4c002b61,0,17,46,6.0,4.0,6.0,46,46,17,1.0
13523,4c16284c,0,13,13,6.0,1.0,4.0,13,13,13,0.0
13526,4c196c48,0,30,37,16.0,3.0,7.0,37,37,30,1.0
13561,4c47489e,0,12,15,3.0,3.0,3.0,15,15,12,0.0
13570,4c5202db,0,20,110,8.0,2.0,5.0,110,10,20,0.0
13581,4c657017,1,24,21,18.0,4.0,14.0,15,10,82,0.0
13597,4c8128b6,0,78,17,38.0,2.0,20.0,17,13,78,0.0
13599,4c819511,0,9,3,1.0,1.0,1.0,3,1,9,0.0
13630,4cad42fd,0,14,13,1.0,1.0,1.0,13,13,14,1.0
13676,4cf586f4,0,15,49,7.0,2.0,4.0,49,11,15,0.0
13678,4cf80018,0,27,137,6.0,3.0,6.0,137,4,27,1.0
13695,4d149696,0,277,65,235.0,10.0,101.0,65,12,277,1.0
13696,4d158669,0,12,10,6.0,1.0,5.0,10,10,12,0.0
13715,4d2df1ec,0,6,11,4.0,1.0,4.0,11,11,6,0.0
13716,4d2f1297,0,24,0,18.0,7.0,15.0,0,0,24,1.0
13734,4d475362,0,212,109,147.0,6.0,70.0,109,1,212,0.0
13749,4d6695e3,0,28,119,12.0,4.0,11.0,119,13,28,1.0
13802,4db921d5,0,7,10,2.0,2.0,2.0,10,10,7,0.0
13828,4dd513b3,2,204,90,61.0,17.0,36.0,84,1,378,1.0
13843,4de2479a,2,9,91,4.0,3.0,4.0,2,2,122,1.0
13892,4e27a097,0,26,4,20.0,6.0,17.0,4,4,26,0.0
13904,4e39bfcf,0,45,18,17.0,5.0,14.0,18,5,45,0.0
13930,4e560208,7,22,142,13.0,5.0,11.0,16,1,185,1.0
13937,4e5a8858,0,11,15,7.0,2.0,5.0,15,15,11,0.0
13947,4e64394b,0,70,12,54.0,4.0,15.0,12,3,70,1.0
13949,4e658b6c,0,1,6,0.0,0.0,0.0,6,6,1,0.0
13966,4e7709a0,6,46,17,5.0,1.0,5.0,8,0,116,0.0
13972,4e8103d8,0,66,13,36.0,6.0,13.0,13,9,66,1.0
