,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
6870,26b3ec88,0,27,5,2.0,2.0,2.0,5,0,27,0.0
6935,27258fd2,0,17,84,0.0,0.0,0.0,84,29,17,1.0
6966,2743f13d,0,177,43,65.0,21.0,35.0,43,0,177,1.0
7032,27bf1be1,0,7,6,3.0,2.0,2.0,6,6,7,0.0
7049,27d5cd97,0,40,61,8.0,7.0,8.0,61,56,40,0.0
7100,281e88f7,0,30,16,20.0,5.0,14.0,16,16,30,0.0
7103,2829eba5,0,3,95,0.0,0.0,0.0,95,94,3,0.0
7113,284169d6,0,33,44,27.0,14.0,23.0,44,40,33,0.0
7149,288b50b9,0,53,8,21.0,4.0,10.0,8,0,53,0.0
7172,28ab7f08,0,21,58,14.0,2.0,11.0,58,11,21,0.0
7180,28b8ae83,0,184,14,155.0,25.0,100.0,14,9,184,0.0
7194,28c9ec04,0,11,10,2.0,1.0,1.0,10,3,11,1.0
7197,28ceac01,0,306,127,232.0,11.0,84.0,127,0,306,1.0
7212,28de035a,0,14,11,2.0,1.0,1.0,11,11,14,0.0
7323,2968f0d6,0,545,29,393.0,77.0,212.0,29,0,545,0.0
7345,298272c5,0,8,8,2.0,1.0,1.0,8,8,8,1.0
7358,299c25e7,0,13,1,5.0,4.0,5.0,1,1,13,0.0
7404,29e537ba,0,55,2,46.0,4.0,26.0,2,2,55,0.0
7428,2a072244,0,12,2,3.0,1.0,2.0,2,2,12,0.0
7490,2a6043b0,0,47,7,9.0,5.0,7.0,7,0,47,0.0
7546,2ab41c62,0,6,2,1.0,1.0,1.0,2,0,6,1.0
7584,2adb3684,0,1,40,0.0,0.0,0.0,40,40,1,0.0
7587,2ae45e79,0,7,29,0.0,0.0,0.0,29,29,7,0.0
7596,2af76be6,0,10,1,5.0,1.0,3.0,1,1,10,0.0
7607,2b0d7dc5,0,207,63,168.0,36.0,108.0,63,0,207,1.0
7608,2b0ed165,0,5,1,2.0,1.0,2.0,1,1,5,0.0
7611,2b11fb75,0,112,19,109.0,16.0,68.0,19,1,112,1.0
7624,2b2c93bf,0,41,14,29.0,2.0,13.0,14,2,41,0.0
7629,2b3186cf,0,105,27,97.0,21.0,57.0,27,26,105,0.0
7630,2b31ea60,0,24,6,12.0,1.0,3.0,6,1,24,1.0
7646,2b466fe9,0,99,19,58.0,7.0,22.0,19,0,99,1.0
7675,2b771160,0,29,112,8.0,6.0,8.0,112,2,29,0.0
7681,2b7ea8eb,0,24,35,5.0,2.0,2.0,35,8,24,1.0
7686,2b81e8f3,1,39,56,22.0,2.0,7.0,17,7,171,1.0
7691,2b8717e2,0,16,9,4.0,2.0,2.0,9,4,16,0.0
7706,2b9def4b,0,75,59,11.0,9.0,9.0,59,5,75,1.0
7727,2bb8a9df,0,303,42,54.0,11.0,22.0,42,0,303,1.0
7771,2be96406,0,11,10,5.0,1.0,3.0,10,9,11,0.0
7782,2bfcde3e,0,15,1,9.0,1.0,4.0,1,1,15,0.0
7788,2c050c68,1,118,48,10.0,3.0,7.0,45,7,208,1.0
7793,2c0a7131,0,33,116,4.0,4.0,4.0,116,62,33,0.0
7810,2c320c9d,0,30,7,23.0,3.0,15.0,7,7,30,0.0
7819,2c4b7ffe,0,15,9,10.0,2.0,4.0,9,9,15,0.0
7838,2c6a048c,0,3,0,1.0,1.0,1.0,0,0,3,0.0
7842,2c6cbb8a,0,5,47,0.0,0.0,0.0,47,37,5,0.0
7892,2caba06c,0,47,27,22.0,5.0,12.0,27,0,47,0.0
7916,2cc41526,0,59,2,38.0,7.0,12.0,2,1,59,1.0
7917,2cc66231,0,4,3,1.0,1.0,1.0,3,3,4,0.0
7919,2cc8dbe6,0,42,20,14.0,8.0,9.0,20,13,42,0.0
7923,2cce0cc0,0,18,12,7.0,1.0,5.0,12,0,18,1.0
7927,2cd4e2f4,0,12,38,5.0,2.0,3.0,38,26,12,1.0
7940,2ce0f783,0,43,18,28.0,2.0,14.0,18,1,43,0.0
7946,2ce63159,0,28,8,11.0,3.0,7.0,8,7,28,0.0
7977,2d22b21d,0,379,106,198.0,22.0,86.0,106,2,379,0.0
7981,2d255736,1,4,1,2.0,1.0,2.0,1,0,136,1.0
8003,2d554f7a,0,5,38,0.0,0.0,0.0,38,38,5,1.0
8007,2d5f1c1c,0,16,10,3.0,2.0,2.0,10,1,16,0.0
8018,2d6b0831,0,14,50,7.0,1.0,5.0,50,50,14,1.0
8035,2d7e4962,0,3,36,1.0,1.0,1.0,36,36,3,1.0
8044,2d9007be,0,5,111,2.0,2.0,2.0,111,111,5,0.0
8054,2d99ad11,4,1,120,0.0,0.0,0.0,0,0,465,1.0
8074,2dc1198b,0,12,7,5.0,3.0,3.0,7,7,12,0.0
8075,2dc3d9fe,0,25,28,13.0,3.0,8.0,28,16,25,1.0
8078,2dc631c9,0,21,77,4.0,2.0,3.0,77,52,21,0.0
8137,2e23d819,0,7,8,2.0,2.0,2.0,8,6,7,0.0
8145,2e2c29aa,0,22,67,7.0,3.0,6.0,67,38,22,1.0
8147,2e2dbf54,0,18,3,3.0,2.0,3.0,3,3,18,1.0
8150,2e3529ce,0,52,13,21.0,11.0,17.0,13,2,52,1.0
8179,2e5c546b,0,6,1,0.0,0.0,0.0,1,1,6,0.0
8185,2e65d3b5,1,69,65,39.0,10.0,29.0,65,5,84,1.0
8196,2e6b90f4,0,6,47,2.0,2.0,2.0,47,12,6,1.0
8198,2e6c7f91,0,20,0,12.0,6.0,6.0,0,0,20,1.0
8217,2e8d8f21,0,55,13,32.0,17.0,25.0,13,0,55,1.0
8301,2f20b2b8,0,4,0,2.0,1.0,2.0,0,0,4,1.0
8320,2f41a167,0,40,7,20.0,7.0,15.0,7,0,40,1.0
8326,2f46cdbe,2,13,11,5.0,3.0,4.0,9,8,204,1.0
8342,2f5940aa,4,47,10,3.0,1.0,3.0,8,1,253,1.0
8367,2f729bc3,2,364,94,170.0,43.0,87.0,17,0,845,1.0
8405,2fa4f53e,0,117,29,92.0,14.0,52.0,29,2,117,0.0
8410,2fa955fd,1,30,92,5.0,3.0,4.0,88,9,120,1.0
8415,2fb01372,0,31,114,15.0,3.0,9.0,114,26,31,1.0
8440,2fcca3b8,0,2,1,0.0,0.0,0.0,1,1,2,0.0
8449,2fd9b272,0,109,52,46.0,13.0,23.0,52,7,109,0.0
8452,2fe07773,0,23,8,7.0,5.0,7.0,8,1,23,1.0
8477,2ff5c798,0,34,14,9.0,4.0,8.0,14,6,34,1.0
8511,3025dc8a,0,195,6,112.0,20.0,58.0,6,0,195,0.0
8536,304405a9,0,4,2,1.0,1.0,1.0,2,2,4,0.0
8558,30778407,0,40,61,5.0,4.0,4.0,61,49,40,0.0
8567,3094bbf6,0,197,7,116.0,6.0,35.0,7,0,197,1.0
8570,30981b45,0,42,70,26.0,8.0,20.0,70,69,42,0.0
8582,30b7715c,0,93,1,36.0,3.0,16.0,1,1,93,0.0
8614,3100672a,0,138,8,100.0,18.0,51.0,8,0,138,0.0
8627,310d1ba8,0,46,46,12.0,4.0,9.0,46,11,46,0.0
8661,313e8c57,0,43,33,12.0,5.0,6.0,33,9,43,0.0
8678,3154cb4e,0,24,12,11.0,3.0,10.0,12,2,24,0.0
8717,317f4638,0,45,7,15.0,5.0,9.0,7,0,45,1.0
8720,318441a7,0,8,1,4.0,1.0,3.0,1,1,8,1.0
8734,3192835d,0,4,1,1.0,1.0,1.0,1,1,4,0.0
8749,31a8441e,0,345,27,272.0,5.0,33.0,27,6,345,0.0
8762,31bca652,0,14,11,2.0,1.0,1.0,11,11,14,0.0
8803,31fd117b,0,38,12,14.0,6.0,11.0,12,3,38,1.0
8808,32013e2e,0,5,89,1.0,1.0,1.0,89,53,5,0.0
8819,320e584f,0,85,10,68.0,21.0,50.0,10,2,85,0.0
8852,323bd6e3,0,11,8,4.0,2.0,2.0,8,8,11,0.0
8862,32429e44,0,19,16,14.0,9.0,12.0,16,16,19,0.0
8883,32664374,1,6,2,1.0,1.0,1.0,2,1,18,1.0
8888,326ae8bf,0,55,60,32.0,11.0,17.0,60,53,55,1.0
9001,330a3afa,0,32,5,20.0,3.0,15.0,5,4,32,0.0
9033,332e2a3b,0,62,30,30.0,3.0,15.0,30,2,62,0.0
9087,336b9c76,1,17,22,2.0,2.0,2.0,11,0,138,0.0
9092,3377a4d2,0,80,34,55.0,12.0,37.0,34,5,80,0.0
9110,338b3baa,2,6,45,2.0,2.0,2.0,1,1,64,0.0
9111,338c1ebd,0,41,5,25.0,7.0,17.0,5,5,41,1.0
9133,33aec140,0,140,59,56.0,7.0,29.0,59,0,140,1.0
9148,33bd89f3,0,12,3,5.0,1.0,5.0,3,3,12,0.0
9164,33d89a81,0,32,1,6.0,6.0,6.0,1,0,32,0.0
9225,3440cf26,0,7,16,2.0,2.0,2.0,16,16,7,0.0
9237,3457a2eb,0,11,3,6.0,2.0,6.0,3,3,11,0.0
9275,3487708d,1,16,32,3.0,1.0,3.0,22,2,67,1.0
9291,34b14165,0,127,25,88.0,22.0,48.0,25,3,127,0.0
9308,34c139ce,2,4,63,1.0,1.0,1.0,55,55,97,1.0
9325,34d81f7a,0,2,41,0.0,0.0,0.0,41,41,2,1.0
9335,34e84a87,0,107,28,48.0,10.0,22.0,28,6,107,1.0
9408,3555ffb9,0,67,77,23.0,7.0,11.0,77,31,67,1.0
9466,35b6e730,0,17,1,8.0,2.0,4.0,1,1,17,0.0
9473,35c33a43,0,15,11,3.0,2.0,2.0,11,5,15,0.0
9523,360809ea,0,4,9,1.0,1.0,1.0,9,9,4,0.0
9539,36268d37,0,10,3,3.0,2.0,2.0,3,3,10,0.0
9546,3633241d,0,22,3,5.0,2.0,4.0,3,3,22,0.0
9549,36388bb5,0,101,13,65.0,16.0,37.0,13,1,101,0.0
9608,367d06d1,0,17,11,9.0,3.0,5.0,11,8,17,0.0
9619,3684855b,4,80,3,32.0,8.0,20.0,1,0,287,0.0
9629,3696ea0e,0,14,5,4.0,3.0,3.0,5,5,14,0.0
9641,36a5e013,0,4,83,1.0,1.0,1.0,83,83,4,1.0
9667,36c28e0b,0,4,10,1.0,1.0,1.0,10,10,4,0.0
9693,36e08615,0,50,70,26.0,5.0,17.0,70,31,50,0.0
9701,36ed4114,1,174,13,66.0,31.0,45.0,13,5,229,1.0
9710,36ef2e5f,0,250,14,204.0,12.0,59.0,14,1,250,1.0
9725,36fdadca,0,11,11,4.0,1.0,1.0,11,11,11,0.0
9748,371e154e,0,11,3,2.0,1.0,1.0,3,3,11,1.0
9774,37464b87,3,6,78,0.0,0.0,0.0,22,21,54,1.0
9776,3746d260,0,29,34,7.0,4.0,7.0,34,22,29,1.0
9789,375956a8,0,7,22,2.0,1.0,2.0,22,16,7,0.0
9798,3764c395,0,18,7,8.0,1.0,4.0,7,7,18,0.0
9803,376b9d26,0,12,17,10.0,2.0,9.0,17,17,12,1.0
9827,378a8645,0,4,1,1.0,1.0,1.0,1,1,4,1.0
9841,379ba880,0,12,1,8.0,2.0,5.0,1,1,12,0.0
9843,379c6cfd,0,59,15,28.0,8.0,22.0,15,2,59,1.0
9849,37a19d0c,0,9,72,2.0,2.0,2.0,72,60,9,0.0
9867,37d201d4,0,4,13,1.0,1.0,1.0,13,13,4,0.0
9870,37d58eb9,0,5,13,1.0,1.0,1.0,13,13,5,0.0
9873,37d89dbb,0,293,7,167.0,40.0,96.0,7,1,293,1.0
9883,37e98fe5,0,85,64,54.0,10.0,34.0,64,4,85,1.0
9905,380da2ae,0,40,16,17.0,2.0,8.0,16,12,40,0.0
9963,387b60b0,0,12,8,6.0,2.0,5.0,8,8,12,1.0
10024,38c4dfda,4,59,89,1.0,1.0,1.0,87,5,77,1.0
10028,38d043a2,0,108,24,78.0,9.0,45.0,24,1,108,0.0
10053,38eaf939,0,32,76,7.0,1.0,3.0,76,6,32,0.0
10075,390ef4e6,0,4,13,1.0,1.0,1.0,13,13,4,0.0
10105,393627a1,0,21,22,12.0,3.0,7.0,22,8,21,0.0
10111,393c23c7,0,19,139,5.0,4.0,5.0,139,0,19,0.0
10112,393e3cf5,0,4,2,1.0,1.0,1.0,2,2,4,0.0
10116,3942da6b,0,123,20,66.0,28.0,45.0,20,2,123,1.0
10185,39a82da4,0,7,6,2.0,1.0,1.0,6,6,7,0.0
10212,39cc7b17,0,78,32,52.0,9.0,31.0,32,24,78,1.0
10238,39ef3ea0,0,30,4,24.0,4.0,16.0,4,0,30,0.0
10292,3a3f5934,0,4,13,1.0,1.0,1.0,13,13,4,0.0
10311,3a60a800,0,128,75,72.0,12.0,37.0,75,3,128,1.0
10340,3a8aecb6,0,22,63,6.0,3.0,4.0,63,2,22,1.0
10341,3a8b823c,0,2,45,0.0,0.0,0.0,45,45,2,0.0
10379,3ac0562a,0,24,0,9.0,3.0,8.0,0,0,24,0.0
10406,3af60bb5,0,150,50,52.0,18.0,30.0,50,0,150,1.0
10416,3b01658a,0,96,129,12.0,5.0,9.0,129,58,96,1.0
10443,3b30b12c,0,59,28,19.0,8.0,10.0,28,3,59,1.0
10446,3b34780f,0,388,55,217.0,24.0,84.0,55,3,388,0.0
10498,3b77290e,0,28,13,6.0,3.0,6.0,13,6,28,0.0
10529,3bb7c77e,0,15,14,9.0,2.0,5.0,14,13,15,0.0
10551,3bd2bd0b,0,25,13,16.0,10.0,10.0,13,11,25,0.0
10573,3bf6381d,0,34,18,15.0,6.0,10.0,18,14,34,1.0
10587,3c01a13e,0,37,1,10.0,3.0,6.0,1,0,37,0.0
10595,3c0de7fb,0,7,2,1.0,1.0,1.0,2,2,7,0.0
10611,3c1fad7f,0,14,11,5.0,2.0,4.0,11,10,14,0.0
10615,3c23e38e,0,11,8,4.0,3.0,3.0,8,8,11,0.0
10633,3c36abbb,0,220,9,202.0,50.0,143.0,9,0,220,0.0
10639,3c3b4ad8,0,76,7,44.0,15.0,26.0,7,1,76,1.0
10644,3c49ff98,0,9,37,2.0,2.0,2.0,37,37,9,1.0
10671,3c79b16e,0,14,16,11.0,4.0,7.0,16,16,14,0.0
10705,3cad7f8f,0,7,9,3.0,2.0,3.0,9,9,8,0.0
10739,3cd434ec,1,421,80,361.0,36.0,139.0,42,2,1480,1.0
10752,3ce7f009,0,11,15,4.0,1.0,2.0,15,1,11,0.0
10757,3ceb7bd8,0,96,27,24.0,4.0,10.0,27,0,96,1.0
10784,3d07fe07,1,0,34,0.0,0.0,0.0,34,34,7,0.0
10795,3d170349,0,4,2,1.0,1.0,1.0,2,2,4,0.0
10811,3d25b561,0,89,4,77.0,13.0,38.0,4,1,89,0.0
10813,3d2952a0,0,25,2,6.0,2.0,3.0,2,2,25,0.0
10829,3d40fb44,0,44,12,15.0,4.0,13.0,12,5,44,0.0
10853,3d549e56,0,30,14,14.0,5.0,9.0,14,14,30,0.0
10870,3d757149,0,35,13,8.0,5.0,7.0,13,8,35,0.0
10939,3dd5965c,0,4,13,1.0,1.0,1.0,13,13,4,0.0
10941,3ddccad0,0,25,8,10.0,6.0,8.0,8,8,25,0.0
10947,3de50385,0,10,26,4.0,1.0,2.0,26,26,10,1.0
10951,3dec9150,0,149,87,75.0,14.0,40.0,87,0,149,0.0
10998,3e2a25e3,0,73,1,45.0,6.0,20.0,1,0,73,0.0
11042,3e7085c4,0,89,29,74.0,16.0,50.0,29,9,89,1.0
11044,3e74cd4f,0,134,3,92.0,12.0,54.0,3,0,134,0.0
11045,3e768dea,0,6,16,2.0,1.0,2.0,16,16,6,0.0
11057,3e89226c,0,30,67,8.0,7.0,8.0,67,3,30,1.0
11090,3eb9c2af,0,63,67,22.0,6.0,10.0,67,5,63,0.0
11091,3eb9e1b2,0,29,80,14.0,3.0,8.0,80,11,29,0.0
11110,3ed4b83b,1,21,10,0.0,0.0,0.0,8,0,53,0.0
11161,3f15358e,0,50,114,30.0,6.0,17.0,114,89,50,1.0
11163,3f16c0aa,0,17,9,9.0,2.0,6.0,9,9,17,0.0
11179,3f36f53e,2,26,124,2.0,2.0,2.0,6,1,85,1.0
11182,3f41b801,0,21,90,7.0,2.0,4.0,90,57,21,1.0
11188,3f470d0a,0,16,12,5.0,3.0,3.0,12,12,16,0.0
11198,3f58773c,0,17,23,3.0,2.0,2.0,23,2,17,0.0
11219,3f6b2576,0,34,3,25.0,3.0,11.0,3,3,34,0.0
11223,3f722ffd,0,72,3,23.0,4.0,15.0,3,0,72,1.0
11227,3f778dc5,0,42,7,28.0,2.0,12.0,7,6,42,1.0
11228,3f77e3c0,0,4,2,1.0,1.0,1.0,2,2,4,0.0
11251,3f8b5763,0,22,2,8.0,5.0,6.0,2,1,22,0.0
11273,3fb260e3,0,71,34,20.0,12.0,17.0,34,0,71,1.0
11275,3fb60210,0,35,12,22.0,8.0,17.0,12,0,35,1.0
11288,3fc80802,0,10,3,5.0,1.0,3.0,3,3,10,0.0
11305,3fdf5ed5,0,8,1,4.0,1.0,2.0,1,1,8,0.0
11377,40411eda,0,12,32,3.0,1.0,2.0,32,8,12,0.0
11423,408f006a,0,27,7,11.0,1.0,7.0,7,3,27,0.0
11442,40a68b39,0,226,42,139.0,24.0,63.0,42,3,226,1.0
11484,40dcf703,0,409,83,293.0,34.0,120.0,83,1,409,0.0
11514,40fe616c,1,65,137,8.0,4.0,7.0,126,21,106,1.0
11527,4109dc6f,0,18,43,3.0,2.0,3.0,43,12,18,0.0
11540,41169133,0,88,13,60.0,12.0,39.0,13,1,88,1.0
11560,412c10b7,0,299,133,137.0,33.0,75.0,133,0,299,1.0
11561,412c80d5,0,47,7,22.0,4.0,12.0,7,0,47,1.0
11574,413d7357,0,8,10,4.0,1.0,4.0,10,10,8,0.0
11586,4154ffae,0,38,23,14.0,7.0,14.0,23,6,38,1.0
11592,4157ce5c,0,37,14,21.0,6.0,16.0,14,2,37,0.0
11599,4167535c,0,40,63,7.0,2.0,6.0,63,19,40,1.0
11630,418911bf,0,5,3,1.0,1.0,1.0,3,3,5,0.0
11631,41896758,0,106,15,51.0,11.0,32.0,15,6,106,0.0
11645,419bfeb0,0,4,4,1.0,1.0,1.0,4,4,4,0.0
11656,41b3780b,0,48,73,22.0,7.0,17.0,73,51,48,0.0
11658,41b6087c,0,86,7,51.0,7.0,30.0,7,0,86,0.0
11668,41c20281,0,18,3,5.0,2.0,4.0,3,2,18,0.0
11676,41cbe4f3,0,40,57,15.0,8.0,10.0,57,57,40,1.0
11700,41f0717f,0,20,23,11.0,3.0,10.0,23,23,20,1.0
11709,4202bf6d,0,24,11,20.0,4.0,19.0,11,11,24,1.0
11710,42045acb,0,15,27,2.0,1.0,1.0,27,5,15,1.0
11788,4276d5de,0,428,88,129.0,17.0,46.0,88,0,428,1.0
11800,4283f064,5,34,1,30.0,14.0,25.0,0,0,315,1.0
11807,428a0284,0,2,2,0.0,0.0,0.0,2,2,2,0.0
11821,42934000,0,23,31,12.0,2.0,6.0,31,20,23,1.0
11838,42aa5ee9,0,30,1,20.0,6.0,12.0,1,0,30,0.0
11846,42bae9c8,0,310,11,212.0,32.0,98.0,11,6,310,0.0
11882,42e80e4c,0,13,1,3.0,2.0,2.0,1,1,13,0.0
11909,430cf148,0,44,20,12.0,3.0,8.0,20,14,44,0.0
11936,433d799f,0,66,29,36.0,7.0,21.0,29,0,66,1.0
11939,433eaaff,1,1,1,0.0,0.0,0.0,1,1,13,0.0
11980,43790d8f,0,76,13,62.0,21.0,47.0,13,2,76,1.0
11988,437fbffa,0,63,77,18.0,4.0,6.0,77,15,63,0.0
11997,438db78a,0,33,2,11.0,3.0,5.0,2,1,33,0.0
11999,438e616e,0,13,8,7.0,2.0,5.0,8,7,13,0.0
12010,439554f4,0,10,7,3.0,2.0,3.0,7,7,10,0.0
12022,43a9e70f,1,426,72,276.0,36.0,108.0,68,0,548,1.0
12035,43b77600,0,2,8,0.0,0.0,0.0,8,8,2,1.0
12036,43bac2e5,0,8,13,3.0,1.0,1.0,13,13,8,0.0
12087,440bde98,0,1,4,0.0,0.0,0.0,4,4,1,0.0
12137,445b333c,3,12,4,1.0,1.0,1.0,3,0,39,1.0
12140,4463dc28,0,111,84,40.0,6.0,26.0,84,3,111,1.0
12147,44699b60,3,140,148,97.0,12.0,36.0,13,0,510,1.0
12161,448019f3,0,69,59,26.0,8.0,21.0,59,11,69,0.0
12185,44a0af1c,1,349,55,95.0,20.0,64.0,55,7,350,1.0
12191,44a8f842,0,28,3,20.0,4.0,15.0,3,1,28,0.0
12194,44af3a96,0,6,9,3.0,1.0,2.0,9,9,6,0.0
12197,44b6f8db,0,5,13,1.0,1.0,1.0,13,13,5,0.0
12229,44d55110,2,507,70,230.0,27.0,97.0,68,6,542,0.0
12247,44ef34f4,0,12,28,2.0,1.0,1.0,28,28,12,1.0
12257,44fd5bd1,0,44,62,30.0,11.0,16.0,62,55,44,1.0
12267,4504bef1,3,270,105,155.0,16.0,77.0,22,1,611,1.0
12277,45153890,0,57,84,18.0,6.0,14.0,84,0,57,0.0
12290,45236a28,0,4,13,1.0,1.0,1.0,13,13,4,0.0
12317,45422088,0,103,36,63.0,7.0,22.0,36,36,103,1.0
12337,455e23a9,0,16,131,5.0,5.0,5.0,131,37,16,1.0
12339,455f3753,0,4,1,1.0,1.0,1.0,1,1,4,0.0
12351,456c1189,0,37,7,30.0,7.0,23.0,7,7,37,0.0
12353,456ead1b,0,138,41,100.0,20.0,66.0,41,2,138,1.0
12366,45859521,0,16,1,12.0,5.0,10.0,1,0,16,0.0
12379,45a1fa0d,0,19,11,7.0,4.0,5.0,11,10,19,1.0
12380,45a66d74,0,336,107,165.0,25.0,83.0,107,0,336,1.0
12393,45b7b866,0,1,0,0.0,0.0,0.0,0,0,1,0.0
12399,45bf853a,0,5,9,2.0,1.0,1.0,9,9,5,0.0
12417,45d1f5b5,1,4,10,0.0,0.0,0.0,9,8,23,0.0
12462,4611bf9d,0,227,33,196.0,13.0,82.0,33,0,227,0.0
12480,4636ee0e,0,5,3,1.0,1.0,1.0,3,3,6,1.0
12497,4646796c,0,8,57,2.0,1.0,2.0,57,35,8,1.0
12533,4679f41b,0,37,8,19.0,5.0,10.0,8,7,37,0.0
12535,467dff6b,0,94,52,61.0,14.0,37.0,52,2,94,1.0
12568,46af4cd0,1,97,39,7.0,7.0,7.0,37,16,153,1.0
12577,46c17010,0,60,9,47.0,6.0,30.0,9,6,60,1.0
12592,46d4d96c,0,4,10,0.0,0.0,0.0,10,10,4,1.0
12619,4716c42b,1,5,13,1.0,1.0,1.0,13,13,6,0.0
12645,474eaf8d,0,26,6,4.0,1.0,2.0,6,1,26,0.0
12655,4759b4df,0,43,13,16.0,4.0,12.0,13,6,43,1.0
12657,475b2479,0,56,88,25.0,6.0,17.0,88,0,56,0.0
12728,47c33c75,0,151,55,48.0,10.0,27.0,55,0,151,1.0
12767,48071045,0,384,26,157.0,29.0,69.0,26,0,384,1.0
12789,482067ed,0,4,12,1.0,1.0,1.0,12,12,4,0.0
12808,48488f7d,0,136,12,71.0,7.0,37.0,12,0,136,1.0
12823,485ce638,1,66,88,11.0,8.0,9.0,85,30,85,0.0
12843,48716370,11,15,15,12.0,2.0,12.0,1,1,184,1.0
12858,488d3df4,0,9,8,3.0,1.0,1.0,8,8,9,0.0
12864,48971f23,0,95,135,21.0,8.0,14.0,135,29,95,1.0
12898,48c9dc93,0,8,5,0.0,0.0,0.0,5,4,8,0.0
12926,48eeea68,0,9,11,4.0,1.0,3.0,11,11,9,0.0
12952,49179d29,0,6,0,2.0,1.0,2.0,0,0,6,1.0
12961,492a5b4d,0,23,3,16.0,2.0,12.0,3,3,23,0.0
12968,493a53be,0,4,3,1.0,1.0,1.0,3,3,4,0.0
12977,493f068a,0,408,140,141.0,45.0,91.0,140,31,408,1.0
12997,49590131,0,18,5,9.0,1.0,7.0,5,0,18,0.0
13003,49633d79,0,6,1,2.0,1.0,2.0,1,1,6,0.0
13016,496ef3e5,4,21,78,6.0,4.0,6.0,56,7,35,1.0
13057,49a4176c,0,11,6,3.0,1.0,2.0,6,6,11,0.0
13150,4a0b4ead,0,42,34,14.0,4.0,7.0,34,6,42,0.0
13159,4a20258e,0,34,1,28.0,8.0,21.0,1,1,34,0.0
13187,4a473eb7,0,89,65,50.0,5.0,24.0,65,1,89,1.0
13203,4a635360,3,2,77,0.0,0.0,0.0,1,1,386,1.0
13219,4a776ce2,0,12,7,7.0,2.0,6.0,7,7,12,0.0
13221,4a78636f,0,26,72,10.0,2.0,6.0,72,9,26,1.0
13232,4a915ec2,0,158,8,108.0,11.0,45.0,8,3,158,1.0
13280,4add72ce,0,120,47,49.0,4.0,16.0,47,9,120,0.0
13286,4ae4b9e9,0,14,7,9.0,1.0,6.0,7,7,14,0.0
13295,4aeb5dda,0,98,146,38.0,6.0,29.0,146,28,98,1.0
13306,4b01d366,0,113,68,38.0,5.0,20.0,68,34,113,0.0
13315,4b0d4a9b,0,133,86,70.0,24.0,54.0,86,58,133,1.0
13371,4b463d76,0,88,17,37.0,12.0,25.0,17,10,88,0.0
13389,4b592591,0,69,30,25.0,11.0,18.0,30,5,69,0.0
13398,4b61910e,0,213,23,182.0,36.0,122.0,23,13,213,0.0
13410,4b78a7d4,0,118,79,56.0,7.0,38.0,79,0,118,0.0
13435,4ba009a6,0,33,15,30.0,3.0,14.0,15,15,33,0.0
13439,4ba571a1,0,12,30,4.0,3.0,4.0,30,2,12,1.0
13449,4bb66475,0,12,18,6.0,2.0,5.0,18,12,12,0.0
13470,4bd0749c,0,21,13,17.0,3.0,11.0,13,13,21,0.0
13495,4bef1381,0,4,1,1.0,1.0,1.0,1,1,4,0.0
13500,4bf8e237,0,57,2,36.0,8.0,24.0,2,1,57,1.0
13507,4c002b61,0,17,46,6.0,4.0,6.0,46,46,17,1.0
13517,4c05e743,1,48,8,10.0,5.0,8.0,3,1,166,0.0
13526,4c196c48,0,30,37,16.0,3.0,7.0,37,37,30,1.0
13629,4ca92e0d,1,23,80,17.0,6.0,15.0,10,2,91,0.0
13630,4cad42fd,0,14,13,1.0,1.0,1.0,13,13,14,1.0
13633,4cb58d71,0,11,18,3.0,1.0,2.0,18,13,11,0.0
13678,4cf80018,0,27,137,6.0,3.0,6.0,137,4,27,1.0
13685,4d0815d2,0,50,13,37.0,4.0,20.0,13,12,50,0.0
13695,4d149696,0,277,65,235.0,10.0,101.0,65,12,277,1.0
13698,4d1696c4,0,82,11,46.0,13.0,24.0,11,5,82,0.0
13716,4d2f1297,0,24,0,18.0,7.0,15.0,0,0,24,1.0
13749,4d6695e3,0,28,119,12.0,4.0,11.0,119,13,28,1.0
13828,4dd513b3,2,204,90,61.0,17.0,36.0,84,1,378,1.0
13843,4de2479a,2,9,91,4.0,3.0,4.0,2,2,122,1.0
13873,4e072ed7,0,50,50,19.0,12.0,15.0,50,1,50,0.0
13877,4e07ea92,2,45,92,11.0,3.0,8.0,92,17,55,0.0
13920,4e54661e,0,4,8,1.0,1.0,1.0,8,8,4,0.0
13930,4e560208,7,22,142,13.0,5.0,11.0,16,1,185,1.0
13947,4e64394b,0,70,12,54.0,4.0,15.0,12,3,70,1.0
13972,4e8103d8,0,66,13,36.0,6.0,13.0,13,9,66,1.0
13982,4e92e3f5,0,3,32,0.0,0.0,0.0,32,32,3,0.0
13984,4e949fde,0,18,34,7.0,3.0,4.0,34,3,18,1.0
14002,4ead4504,0,95,0,40.0,8.0,21.0,0,0,95,1.0
14016,4ebb61f8,0,57,78,24.0,4.0,20.0,78,55,57,1.0
14017,4ebc0045,0,41,18,21.0,4.0,8.0,18,9,41,0.0
14044,4ee533ee,0,89,34,16.0,11.0,13.0,34,19,89,1.0
14048,4eec4b16,0,15,10,9.0,5.0,6.0,10,9,15,1.0
14070,4f169e02,0,24,10,13.0,1.0,10.0,10,5,24,0.0
