,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
7696,2b8bb395,0,42,49,16.0,3.0,8.0,49,0,42,0.0
7706,2b9def4b,0,75,59,11.0,9.0,9.0,59,5,75,1.0
7724,2bb5404b,0,451,58,322.0,32.0,160.0,58,0,451,0.0
7727,2bb8a9df,0,303,42,54.0,11.0,22.0,42,0,303,1.0
7747,2bcfec5d,0,32,19,11.0,3.0,8.0,19,0,32,0.0
7788,2c050c68,1,118,48,10.0,3.0,7.0,45,7,208,1.0
7790,2c071e5d,0,73,23,25.0,6.0,12.0,23,0,73,0.0
7814,2c38aaa1,0,58,32,18.0,7.0,10.0,32,0,58,0.0
7838,2c6a048c,0,3,0,1.0,1.0,1.0,0,0,3,0.0
7878,2c9228b8,0,9,0,6.0,1.0,6.0,0,0,9,0.0
7884,2c9c4d7e,0,12,7,3.0,1.0,2.0,7,0,12,0.0
7891,2cab68af,0,40,0,18.0,6.0,11.0,0,0,40,0.0
7892,2caba06c,0,47,27,22.0,5.0,12.0,27,0,47,0.0
7916,2cc41526,0,59,2,38.0,7.0,12.0,2,1,59,1.0
7921,2ccaed25,0,286,68,185.0,33.0,102.0,68,0,286,0.0
7923,2cce0cc0,0,18,12,7.0,1.0,5.0,12,0,18,1.0
7927,2cd4e2f4,0,12,38,5.0,2.0,3.0,38,26,12,1.0
7929,2cd6a3b1,1,23,7,7.0,3.0,5.0,7,0,39,0.0
7981,2d255736,1,4,1,2.0,1.0,2.0,1,0,136,1.0
7984,2d2ef05e,0,20,0,13.0,1.0,9.0,0,0,20,0.0
7998,2d4b54a5,0,85,1,44.0,6.0,23.0,1,0,85,0.0
8003,2d554f7a,0,5,38,0.0,0.0,0.0,38,38,5,1.0
8004,2d55ddae,0,234,7,144.0,43.0,79.0,7,0,234,0.0
8018,2d6b0831,0,14,50,7.0,1.0,5.0,50,50,14,1.0
8029,2d73196a,2,9,13,0.0,0.0,0.0,13,0,39,0.0
8033,2d791211,0,64,10,42.0,10.0,29.0,10,0,64,0.0
8035,2d7e4962,0,3,36,1.0,1.0,1.0,36,36,3,1.0
8045,2d900ec8,0,12,63,4.0,2.0,3.0,63,0,12,0.0
8054,2d99ad11,4,1,120,0.0,0.0,0.0,0,0,465,1.0
8062,2da76ee6,3,56,67,8.0,6.0,7.0,13,0,141,0.0
8075,2dc3d9fe,0,25,28,13.0,3.0,8.0,28,16,25,1.0
8118,2e05fcf7,0,18,34,6.0,2.0,3.0,34,0,18,0.0
8145,2e2c29aa,0,22,67,7.0,3.0,6.0,67,38,22,1.0
8147,2e2dbf54,0,18,3,3.0,2.0,3.0,3,3,18,1.0
8150,2e3529ce,0,52,13,21.0,11.0,17.0,13,2,52,1.0
8154,2e3a7ee0,0,8,0,3.0,2.0,2.0,0,0,8,0.0
8158,2e40d9fc,0,2,0,0.0,0.0,0.0,0,0,2,0.0
8169,2e4c28bb,0,19,9,10.0,5.0,7.0,9,0,19,0.0
8181,2e5caa4c,0,76,1,39.0,10.0,29.0,1,0,76,0.0
8185,2e65d3b5,1,69,65,39.0,10.0,29.0,65,5,84,1.0
8196,2e6b90f4,0,6,47,2.0,2.0,2.0,47,12,6,1.0
8197,2e6bea91,0,17,0,4.0,3.0,3.0,0,0,17,0.0
8198,2e6c7f91,0,20,0,12.0,6.0,6.0,0,0,20,1.0
8201,2e710c89,0,32,0,7.0,3.0,5.0,0,0,32,0.0
8217,2e8d8f21,0,55,13,32.0,17.0,25.0,13,0,55,1.0
8266,2ef18263,0,28,13,6.0,5.0,5.0,13,0,28,0.0
8292,2f16dbe3,0,21,0,9.0,2.0,7.0,0,0,21,0.0
8301,2f20b2b8,0,4,0,2.0,1.0,2.0,0,0,4,1.0
8314,2f36601d,0,47,1,25.0,7.0,18.0,1,0,47,0.0
8320,2f41a167,0,40,7,20.0,7.0,15.0,7,0,40,1.0
8326,2f46cdbe,2,13,11,5.0,3.0,4.0,9,8,204,1.0
8332,2f509d2b,0,80,43,30.0,7.0,18.0,43,0,80,0.0
8342,2f5940aa,4,47,10,3.0,1.0,3.0,8,1,253,1.0
8355,2f628db1,0,580,73,440.0,11.0,116.0,73,0,580,0.0
8359,2f682ba6,0,720,78,486.0,52.0,207.0,78,0,720,0.0
8367,2f729bc3,2,364,94,170.0,43.0,87.0,17,0,845,1.0
8374,2f7c3514,1,43,10,10.0,5.0,7.0,10,0,56,0.0
8408,2fa65383,0,37,5,15.0,3.0,5.0,5,0,37,0.0
8410,2fa955fd,1,30,92,5.0,3.0,4.0,88,9,120,1.0
8413,2faf73a3,0,615,55,236.0,64.0,109.0,55,0,615,0.0
8415,2fb01372,0,31,114,15.0,3.0,9.0,114,26,31,1.0
8419,2fb5ba97,0,32,5,11.0,4.0,6.0,5,0,32,0.0
8433,2fc8bb0d,1,22,35,0.0,0.0,0.0,5,0,164,0.0
8446,2fd6b983,1,2,0,0.0,0.0,0.0,0,0,22,0.0
8447,2fd838dd,0,48,3,27.0,7.0,15.0,3,0,48,0.0
8452,2fe07773,0,23,8,7.0,5.0,7.0,8,1,23,1.0
8477,2ff5c798,0,34,14,9.0,4.0,8.0,14,6,34,1.0
8507,301b92af,0,227,8,201.0,14.0,99.0,8,0,227,0.0
8511,3025dc8a,0,195,6,112.0,20.0,58.0,6,0,195,0.0
8517,302c1046,1,33,1,5.0,2.0,3.0,1,0,79,0.0
8527,303cbe13,0,398,62,303.0,34.0,123.0,62,0,398,0.0
8562,308ae118,2,6,28,0.0,0.0,0.0,2,0,55,0.0
8567,3094bbf6,0,197,7,116.0,6.0,35.0,7,0,197,1.0
8607,30ec9daf,0,803,149,423.0,32.0,120.0,149,0,803,0.0
8614,3100672a,0,138,8,100.0,18.0,51.0,8,0,138,0.0
8663,3144620a,0,8,0,3.0,1.0,3.0,0,0,8,0.0
8693,3162cbc2,0,76,7,67.0,6.0,35.0,7,0,76,0.0
8697,3166ad40,0,55,0,20.0,10.0,13.0,0,0,55,0.0
8715,317ee51e,1,5,5,3.0,1.0,1.0,4,0,26,0.0
8717,317f4638,0,45,7,15.0,5.0,9.0,7,0,45,1.0
8720,318441a7,0,8,1,4.0,1.0,3.0,1,1,8,1.0
8722,31878b59,0,39,10,10.0,1.0,8.0,10,0,39,0.0
8730,318ef170,0,102,4,69.0,3.0,17.0,4,0,102,0.0
8747,31a76e97,0,18,0,4.0,2.0,2.0,0,0,18,0.0
8803,31fd117b,0,38,12,14.0,6.0,11.0,12,3,38,1.0
8883,32664374,1,6,2,1.0,1.0,1.0,2,1,18,1.0
8888,326ae8bf,0,55,60,32.0,11.0,17.0,60,53,55,1.0
8904,328debfe,0,29,0,21.0,7.0,14.0,0,0,29,0.0
8909,32917d66,1,4,3,0.0,0.0,0.0,1,0,114,0.0
8918,32a4f09a,0,42,11,23.0,7.0,18.0,11,0,42,0.0
8952,32c21f9e,21,11,113,6.0,2.0,3.0,0,0,816,0.0
9022,3325e232,1,16,11,4.0,2.0,3.0,0,0,95,0.0
9026,33285ba0,1,73,74,22.0,11.0,14.0,8,0,140,0.0
9027,332a06ca,0,33,2,11.0,2.0,8.0,2,0,33,0.0
9040,33323f9c,0,56,6,21.0,12.0,18.0,6,0,56,0.0
9087,336b9c76,1,17,22,2.0,2.0,2.0,11,0,138,0.0
9104,33889817,0,228,23,116.0,36.0,75.0,23,0,228,0.0
9111,338c1ebd,0,41,5,25.0,7.0,17.0,5,5,41,1.0
9124,339c94c4,0,24,0,15.0,5.0,12.0,0,0,24,0.0
9125,339cf6fd,0,7,1,2.0,2.0,2.0,1,0,7,0.0
9126,339cfb1e,0,185,24,57.0,14.0,29.0,24,0,185,0.0
9129,33a6060a,0,5,0,1.0,1.0,1.0,0,0,5,0.0
9131,33ac19f2,0,208,4,120.0,21.0,70.0,4,0,208,0.0
9133,33aec140,0,140,59,56.0,7.0,29.0,59,0,140,1.0
9153,33c2a332,0,9,7,3.0,1.0,2.0,7,0,9,0.0
9160,33d0185a,0,10,0,6.0,1.0,4.0,0,0,10,0.0
9164,33d89a81,0,32,1,6.0,6.0,6.0,1,0,32,0.0
9171,33dfc14b,0,195,105,37.0,14.0,22.0,105,0,195,0.0
9202,341e977d,0,410,37,176.0,20.0,39.0,37,0,410,0.0
9209,342ac380,0,5,0,1.0,1.0,1.0,0,0,5,0.0
9236,3454d15c,0,73,0,48.0,4.0,14.0,0,0,73,0.0
9266,34827cfe,0,21,0,13.0,2.0,10.0,0,0,21,0.0
9269,3484e568,0,34,44,8.0,3.0,8.0,44,0,34,0.0
9273,34875a79,1,10,29,1.0,1.0,1.0,0,0,205,0.0
9275,3487708d,1,16,32,3.0,1.0,3.0,22,2,67,1.0
9284,349d0750,0,6,0,1.0,1.0,1.0,0,0,6,0.0
9308,34c139ce,2,4,63,1.0,1.0,1.0,55,55,97,1.0
9321,34d26d9b,0,9,1,5.0,1.0,5.0,1,0,9,0.0
9325,34d81f7a,0,2,41,0.0,0.0,0.0,41,41,2,1.0
9332,34e6c353,0,11,11,3.0,3.0,3.0,11,0,11,0.0
9334,34e8321f,0,20,11,6.0,2.0,3.0,11,0,20,0.0
9335,34e84a87,0,107,28,48.0,10.0,22.0,28,6,107,1.0
9355,35095f74,0,29,4,10.0,2.0,6.0,4,0,29,0.0
9394,3548ee41,0,3,0,1.0,1.0,1.0,0,0,3,0.0
9398,354b505b,0,4,0,1.0,1.0,1.0,0,0,4,0.0
9404,3550c768,0,38,29,12.0,4.0,10.0,29,0,38,0.0
9408,3555ffb9,0,67,77,23.0,7.0,11.0,77,31,67,1.0
9413,355ae501,0,34,18,7.0,2.0,5.0,18,0,34,0.0
9417,355dc7eb,0,163,70,71.0,22.0,45.0,70,0,163,0.0
9420,356752ee,0,8,0,2.0,1.0,1.0,0,0,8,0.0
9442,358bef18,0,106,35,66.0,10.0,45.0,35,0,106,0.0
9444,35932d5a,0,47,9,34.0,8.0,27.0,9,0,47,0.0
9447,3595fc1a,0,42,19,28.0,6.0,9.0,19,0,42,0.0
9469,35bb720f,0,30,0,20.0,6.0,11.0,0,0,30,0.0
9475,35c50367,0,33,11,16.0,3.0,9.0,11,0,33,0.0
9482,35d77a5c,0,427,21,370.0,10.0,85.0,21,0,427,0.0
9506,35ee4ea5,0,133,13,102.0,13.0,58.0,13,0,133,0.0
9514,35f8af4e,0,21,11,6.0,2.0,2.0,11,0,21,0.0
9531,36183d6a,0,92,131,63.0,15.0,36.0,131,0,92,0.0
9554,3640ffeb,0,35,0,10.0,2.0,5.0,0,0,35,0.0
9576,365a1424,0,31,0,10.0,3.0,8.0,0,0,31,0.0
9599,366ef852,0,55,84,8.0,4.0,6.0,84,0,55,0.0
9619,3684855b,4,80,3,32.0,8.0,20.0,1,0,287,0.0
9641,36a5e013,0,4,83,1.0,1.0,1.0,83,83,4,1.0
9653,36b3f05e,2,21,27,7.0,3.0,6.0,3,0,279,0.0
9654,36b4767d,0,84,6,55.0,16.0,43.0,6,0,84,0.0
9675,36c88400,1,4,0,1.0,1.0,1.0,0,0,10,0.0
9680,36caf433,0,18,0,3.0,2.0,3.0,0,0,18,0.0
9691,36dec949,0,14,1,6.0,1.0,3.0,1,0,14,0.0
9701,36ed4114,1,174,13,66.0,31.0,45.0,13,5,229,1.0
9708,36ee0c38,5,23,120,8.0,5.0,6.0,1,0,201,0.0
9710,36ef2e5f,0,250,14,204.0,12.0,59.0,14,1,250,1.0
9733,37043e0a,0,37,51,17.0,8.0,14.0,51,0,37,0.0
9745,3712ca3e,0,86,6,63.0,8.0,33.0,6,0,86,0.0
9748,371e154e,0,11,3,2.0,1.0,1.0,3,3,11,1.0
9755,372183bd,3,86,4,11.0,4.0,6.0,3,0,106,0.0
9760,37319100,0,85,49,47.0,6.0,33.0,49,0,85,0.0
9763,37330fe3,0,28,12,12.0,4.0,5.0,12,0,28,0.0
9766,373e271f,0,10,0,3.0,2.0,3.0,0,0,10,0.0
9774,37464b87,3,6,78,0.0,0.0,0.0,22,21,54,1.0
9776,3746d260,0,29,34,7.0,4.0,7.0,34,22,29,1.0
9783,37534ab9,0,119,3,81.0,5.0,39.0,3,0,119,0.0
9803,376b9d26,0,12,17,10.0,2.0,9.0,17,17,12,1.0
9825,3787229d,1,933,108,802.0,66.0,360.0,16,0,1126,0.0
9827,378a8645,0,4,1,1.0,1.0,1.0,1,1,4,1.0
9843,379c6cfd,0,59,15,28.0,8.0,22.0,15,2,59,1.0
9860,37b22407,0,27,12,6.0,3.0,4.0,12,0,27,0.0
9873,37d89dbb,0,293,7,167.0,40.0,96.0,7,1,293,1.0
9880,37e86723,0,6,0,2.0,2.0,2.0,0,0,6,0.0
9883,37e98fe5,0,85,64,54.0,10.0,34.0,64,4,85,1.0
9926,383c591b,0,87,30,56.0,15.0,35.0,30,0,87,0.0
9929,3840691e,0,12,72,3.0,3.0,3.0,72,0,12,0.0
9960,3875c058,1,7,1,2.0,1.0,2.0,1,0,45,0.0
9963,387b60b0,0,12,8,6.0,2.0,5.0,8,8,12,1.0
9969,38835f09,0,396,57,293.0,45.0,173.0,57,0,396,0.0
9992,389c194b,0,20,0,15.0,1.0,9.0,0,0,20,0.0
10024,38c4dfda,4,59,89,1.0,1.0,1.0,87,5,77,1.0
10058,38f50a21,0,19,0,3.0,3.0,3.0,0,0,19,0.0
10062,38fcb149,0,208,1,163.0,26.0,95.0,1,0,208,0.0
10063,38fd5fa1,0,194,11,150.0,15.0,67.0,11,0,194,0.0
10111,393c23c7,0,19,139,5.0,4.0,5.0,139,0,19,0.0
10116,3942da6b,0,123,20,66.0,28.0,45.0,20,2,123,1.0
10129,39536866,1,2,2,1.0,1.0,1.0,0,0,13,0.0
10188,39a9b23f,1,51,43,28.0,7.0,19.0,13,0,237,0.0
10194,39b4e685,0,20,0,10.0,2.0,4.0,0,0,20,0.0
10212,39cc7b17,0,78,32,52.0,9.0,31.0,32,24,78,1.0
10238,39ef3ea0,0,30,4,24.0,4.0,16.0,4,0,30,0.0
10245,39f3a1dd,0,4,0,1.0,1.0,1.0,0,0,4,0.0
10256,3a03a0eb,0,83,16,29.0,4.0,14.0,16,0,83,0.0
10271,3a1d353e,1,12,44,7.0,2.0,6.0,0,0,890,0.0
10274,3a1e42c8,0,18,0,12.0,6.0,10.0,0,0,18,0.0
10311,3a60a800,0,128,75,72.0,12.0,37.0,75,3,128,1.0
10340,3a8aecb6,0,22,63,6.0,3.0,4.0,63,2,22,1.0
10406,3af60bb5,0,150,50,52.0,18.0,30.0,50,0,150,1.0
10416,3b01658a,0,96,129,12.0,5.0,9.0,129,58,96,1.0
10443,3b30b12c,0,59,28,19.0,8.0,10.0,28,3,59,1.0
10573,3bf6381d,0,34,18,15.0,6.0,10.0,18,14,34,1.0
10639,3c3b4ad8,0,76,7,44.0,15.0,26.0,7,1,76,1.0
10644,3c49ff98,0,9,37,2.0,2.0,2.0,37,37,9,1.0
10739,3cd434ec,1,421,80,361.0,36.0,139.0,42,2,1480,1.0
10757,3ceb7bd8,0,96,27,24.0,4.0,10.0,27,0,96,1.0
10947,3de50385,0,10,26,4.0,1.0,2.0,26,26,10,1.0
11042,3e7085c4,0,89,29,74.0,16.0,50.0,29,9,89,1.0
11057,3e89226c,0,30,67,8.0,7.0,8.0,67,3,30,1.0
11161,3f15358e,0,50,114,30.0,6.0,17.0,114,89,50,1.0
11179,3f36f53e,2,26,124,2.0,2.0,2.0,6,1,85,1.0
11182,3f41b801,0,21,90,7.0,2.0,4.0,90,57,21,1.0
11223,3f722ffd,0,72,3,23.0,4.0,15.0,3,0,72,1.0
11227,3f778dc5,0,42,7,28.0,2.0,12.0,7,6,42,1.0
11273,3fb260e3,0,71,34,20.0,12.0,17.0,34,0,71,1.0
11275,3fb60210,0,35,12,22.0,8.0,17.0,12,0,35,1.0
11442,40a68b39,0,226,42,139.0,24.0,63.0,42,3,226,1.0
11514,40fe616c,1,65,137,8.0,4.0,7.0,126,21,106,1.0
11540,41169133,0,88,13,60.0,12.0,39.0,13,1,88,1.0
11560,412c10b7,0,299,133,137.0,33.0,75.0,133,0,299,1.0
11561,412c80d5,0,47,7,22.0,4.0,12.0,7,0,47,1.0
11586,4154ffae,0,38,23,14.0,7.0,14.0,23,6,38,1.0
11599,4167535c,0,40,63,7.0,2.0,6.0,63,19,40,1.0
11676,41cbe4f3,0,40,57,15.0,8.0,10.0,57,57,40,1.0
11700,41f0717f,0,20,23,11.0,3.0,10.0,23,23,20,1.0
11709,4202bf6d,0,24,11,20.0,4.0,19.0,11,11,24,1.0
11710,42045acb,0,15,27,2.0,1.0,1.0,27,5,15,1.0
11788,4276d5de,0,428,88,129.0,17.0,46.0,88,0,428,1.0
11800,4283f064,5,34,1,30.0,14.0,25.0,0,0,315,1.0
11821,42934000,0,23,31,12.0,2.0,6.0,31,20,23,1.0
11936,433d799f,0,66,29,36.0,7.0,21.0,29,0,66,1.0
11980,43790d8f,0,76,13,62.0,21.0,47.0,13,2,76,1.0
12022,43a9e70f,1,426,72,276.0,36.0,108.0,68,0,548,1.0
12035,43b77600,0,2,8,0.0,0.0,0.0,8,8,2,1.0
12137,445b333c,3,12,4,1.0,1.0,1.0,3,0,39,1.0
12140,4463dc28,0,111,84,40.0,6.0,26.0,84,3,111,1.0
12147,44699b60,3,140,148,97.0,12.0,36.0,13,0,510,1.0
12176,44951c61,2,167,10,15.0,3.0,6.0,10,0,198,0.0
12185,44a0af1c,1,349,55,95.0,20.0,64.0,55,7,350,1.0
12247,44ef34f4,0,12,28,2.0,1.0,1.0,28,28,12,1.0
12257,44fd5bd1,0,44,62,30.0,11.0,16.0,62,55,44,1.0
12267,4504bef1,3,270,105,155.0,16.0,77.0,22,1,611,1.0
12317,45422088,0,103,36,63.0,7.0,22.0,36,36,103,1.0
12337,455e23a9,0,16,131,5.0,5.0,5.0,131,37,16,1.0
12353,456ead1b,0,138,41,100.0,20.0,66.0,41,2,138,1.0
12379,45a1fa0d,0,19,11,7.0,4.0,5.0,11,10,19,1.0
12380,45a66d74,0,336,107,165.0,25.0,83.0,107,0,336,1.0
12480,4636ee0e,0,5,3,1.0,1.0,1.0,3,3,6,1.0
12497,4646796c,0,8,57,2.0,1.0,2.0,57,35,8,1.0
12535,467dff6b,0,94,52,61.0,14.0,37.0,52,2,94,1.0
12568,46af4cd0,1,97,39,7.0,7.0,7.0,37,16,153,1.0
12577,46c17010,0,60,9,47.0,6.0,30.0,9,6,60,1.0
12592,46d4d96c,0,4,10,0.0,0.0,0.0,10,10,4,1.0
12655,4759b4df,0,43,13,16.0,4.0,12.0,13,6,43,1.0
12728,47c33c75,0,151,55,48.0,10.0,27.0,55,0,151,1.0
12767,48071045,0,384,26,157.0,29.0,69.0,26,0,384,1.0
12808,48488f7d,0,136,12,71.0,7.0,37.0,12,0,136,1.0
12843,48716370,11,15,15,12.0,2.0,12.0,1,1,184,1.0
12864,48971f23,0,95,135,21.0,8.0,14.0,135,29,95,1.0
12883,48b4211d,0,12,0,6.0,1.0,3.0,0,0,12,0.0
12905,48cebe9c,0,21,3,7.0,3.0,5.0,3,0,21,0.0
12910,48d982ac,0,4,0,1.0,1.0,1.0,0,0,4,0.0
12913,48dec03f,0,33,64,11.0,1.0,9.0,64,0,33,0.0
12952,49179d29,0,6,0,2.0,1.0,2.0,0,0,6,1.0
12976,493e43a7,0,47,66,25.0,11.0,16.0,66,0,47,0.0
12977,493f068a,0,408,140,141.0,45.0,91.0,140,31,408,1.0
12985,49450622,0,9,0,7.0,1.0,2.0,0,0,9,0.0
12997,49590131,0,18,5,9.0,1.0,7.0,5,0,18,0.0
12998,495a430e,0,81,13,20.0,6.0,14.0,13,0,81,0.0
13016,496ef3e5,4,21,78,6.0,4.0,6.0,56,7,35,1.0
13025,4980e321,0,118,13,76.0,11.0,42.0,13,0,118,0.0
13036,498f2cae,1,4,6,0.0,0.0,0.0,3,0,26,0.0
13053,499e9c9a,0,4,0,1.0,1.0,1.0,0,0,4,0.0
13076,49b686f1,0,1,0,0.0,0.0,0.0,0,0,1,0.0
13144,4a033e24,1,68,3,41.0,9.0,24.0,3,0,161,0.0
13155,4a16b28f,0,160,2,129.0,8.0,47.0,2,0,160,0.0
13162,4a26e8ad,0,83,53,52.0,7.0,33.0,53,0,83,0.0
13172,4a36f395,0,47,21,20.0,10.0,16.0,21,0,47,0.0
13187,4a473eb7,0,89,65,50.0,5.0,24.0,65,1,89,1.0
13196,4a57ac02,0,186,16,105.0,15.0,56.0,16,0,186,0.0
13203,4a635360,3,2,77,0.0,0.0,0.0,1,1,386,1.0
13221,4a78636f,0,26,72,10.0,2.0,6.0,72,9,26,1.0
13232,4a915ec2,0,158,8,108.0,11.0,45.0,8,3,158,1.0
13269,4ace8a64,0,69,128,20.0,5.0,13.0,128,0,69,0.0
13270,4acf780f,0,31,0,25.0,6.0,20.0,0,0,31,0.0
13295,4aeb5dda,0,98,146,38.0,6.0,29.0,146,28,98,1.0
13315,4b0d4a9b,0,133,86,70.0,24.0,54.0,86,58,133,1.0
13332,4b1de348,0,204,88,127.0,22.0,66.0,88,0,204,0.0
13345,4b270aa3,3,35,38,21.0,2.0,11.0,8,0,123,0.0
13351,4b2d986f,2,26,38,9.0,3.0,7.0,14,0,180,0.0
13368,4b41c1bd,0,75,45,31.0,7.0,14.0,45,0,75,0.0
13370,4b441c66,1,1,14,0.0,0.0,0.0,0,0,206,0.0
13397,4b5f3028,0,9,0,6.0,2.0,6.0,0,0,9,0.0
13400,4b66b31e,1,4,2,0.0,0.0,0.0,0,0,117,0.0
13405,4b6b052f,0,8,0,6.0,1.0,6.0,0,0,8,0.0
13410,4b78a7d4,0,118,79,56.0,7.0,38.0,79,0,118,0.0
13427,4b974bfa,0,19,2,4.0,4.0,4.0,2,0,19,0.0
13439,4ba571a1,0,12,30,4.0,3.0,4.0,30,2,12,1.0
13500,4bf8e237,0,57,2,36.0,8.0,24.0,2,1,57,1.0
13507,4c002b61,0,17,46,6.0,4.0,6.0,46,46,17,1.0
13526,4c196c48,0,30,37,16.0,3.0,7.0,37,37,30,1.0
13567,4c4ea362,0,27,16,7.0,2.0,5.0,16,0,27,0.0
13602,4c827b99,1,7,0,3.0,1.0,1.0,0,0,15,0.0
13614,4c8d1f9b,0,21,1,7.0,2.0,5.0,1,0,21,0.0
13623,4c98af9f,0,4,0,1.0,1.0,1.0,0,0,4,0.0
13630,4cad42fd,0,14,13,1.0,1.0,1.0,13,13,14,1.0
13653,4cd5209d,1,52,33,13.0,4.0,9.0,10,0,108,0.0
13678,4cf80018,0,27,137,6.0,3.0,6.0,137,4,27,1.0
13695,4d149696,0,277,65,235.0,10.0,101.0,65,12,277,1.0
13699,4d192781,0,11,1,4.0,2.0,3.0,1,0,11,0.0
13710,4d26fa78,0,164,8,48.0,9.0,22.0,8,0,164,0.0
13716,4d2f1297,0,24,0,18.0,7.0,15.0,0,0,24,1.0
13719,4d35bb5c,0,49,2,40.0,11.0,24.0,2,0,49,0.0
13730,4d45fd4f,0,1,0,0.0,0.0,0.0,0,0,1,0.0
13732,4d468628,0,10,8,3.0,2.0,2.0,8,0,10,0.0
13742,4d535b5e,0,56,6,37.0,4.0,13.0,6,0,56,0.0
13749,4d6695e3,0,28,119,12.0,4.0,11.0,119,13,28,1.0
13791,4d9db593,0,136,1,96.0,12.0,47.0,1,0,136,0.0
13792,4da09107,0,10,0,3.0,1.0,2.0,0,0,10,0.0
13800,4db79fd3,0,161,0,143.0,19.0,48.0,0,0,161,0.0
13803,4db9ade6,0,20,2,3.0,2.0,3.0,2,0,20,0.0
13812,4dc5c7af,0,15,9,3.0,3.0,3.0,9,0,15,0.0
13828,4dd513b3,2,204,90,61.0,17.0,36.0,84,1,378,1.0
13843,4de2479a,2,9,91,4.0,3.0,4.0,2,2,122,1.0
13844,4de57c27,0,33,24,18.0,4.0,10.0,24,0,33,0.0
13896,4e2a60d8,2,3,2,0.0,0.0,0.0,0,0,136,0.0
13900,4e32793f,0,51,6,14.0,5.0,10.0,6,0,51,0.0
13930,4e560208,7,22,142,13.0,5.0,11.0,16,1,185,1.0
13947,4e64394b,0,70,12,54.0,4.0,15.0,12,3,70,1.0
13954,4e6e0ca0,0,89,12,71.0,31.0,66.0,12,0,89,0.0
13966,4e7709a0,6,46,17,5.0,1.0,5.0,8,0,116,0.0
13972,4e8103d8,0,66,13,36.0,6.0,13.0,13,9,66,1.0
13978,4e8d56df,0,123,19,95.0,15.0,53.0,19,0,123,0.0
13980,4e927af7,0,55,11,45.0,16.0,33.0,11,0,55,0.0
13984,4e949fde,0,18,34,7.0,3.0,4.0,34,3,18,1.0
13998,4ea4bfd6,0,29,29,2.0,2.0,2.0,29,0,29,0.0
14002,4ead4504,0,95,0,40.0,8.0,21.0,0,0,95,1.0
14009,4eb0b662,0,118,9,67.0,3.0,30.0,9,0,118,0.0
14016,4ebb61f8,0,57,78,24.0,4.0,20.0,78,55,57,1.0
14044,4ee533ee,0,89,34,16.0,11.0,13.0,34,19,89,1.0
14046,4ee924a3,0,29,9,14.0,3.0,11.0,9,0,30,0.0
14048,4eec4b16,0,15,10,9.0,5.0,6.0,10,9,15,1.0
14072,4f19e622,0,288,70,169.0,9.0,68.0,70,0,288,0.0
14081,4f2f543f,0,42,0,17.0,9.0,13.0,0,0,42,0.0
14090,4f3c253e,0,10,0,0.0,0.0,0.0,0,0,10,0.0
14141,4f8fe8c8,0,10,0,4.0,1.0,4.0,0,0,10,0.0
14153,4fb31b21,0,26,0,15.0,2.0,9.0,0,0,26,0.0
14158,4fb346fd,4,1,15,0.0,0.0,0.0,0,0,60,0.0
14176,4fd0c917,0,659,90,540.0,41.0,169.0,90,0,659,0.0
14189,4fde1b6c,0,42,0,16.0,3.0,11.0,0,0,42,0.0
14196,4fe68a28,1,24,0,4.0,2.0,4.0,0,0,25,1.0
14252,50262afd,0,56,20,31.0,15.0,26.0,20,0,56,0.0
14270,50367875,0,53,10,41.0,15.0,24.0,10,9,53,1.0
14291,504fcfb2,0,81,110,32.0,5.0,23.0,110,0,81,0.0
14293,5051f222,0,9,3,3.0,1.0,1.0,3,0,9,0.0
14429,505a0310,0,28,5,21.0,8.0,18.0,5,5,28,1.0
14430,505b39f3,0,6,0,3.0,1.0,1.0,0,0,7,1.0
14509,50b9e94c,0,7,1,4.0,1.0,3.0,1,1,7,1.0
14559,5107c8bc,0,50,101,27.0,8.0,14.0,101,0,50,0.0
14560,51085938,0,11,15,4.0,1.0,3.0,15,14,11,1.0
14573,5113f436,3,25,3,7.0,1.0,4.0,2,0,170,0.0
14582,511fcaa8,0,19,0,7.0,3.0,6.0,0,0,19,0.0
14585,5123e3e1,0,76,2,34.0,16.0,23.0,2,0,76,0.0
14602,5150ff8f,0,103,11,14.0,4.0,8.0,11,0,103,0.0
14626,517a7a96,0,86,11,65.0,11.0,37.0,11,0,86,0.0
14640,5189cfcd,0,24,1,10.0,6.0,8.0,1,0,24,0.0
14655,519da79d,0,38,8,27.0,6.0,22.0,8,3,38,1.0
14660,51a36912,0,8,0,2.0,1.0,1.0,0,0,8,0.0
14672,51b2e3f7,0,13,0,7.0,1.0,5.0,0,0,13,0.0
14680,51b84636,0,23,1,1.0,1.0,1.0,1,0,23,0.0
14709,51f4fd9b,0,6,0,2.0,1.0,1.0,0,0,6,0.0
14710,51f81030,0,19,127,5.0,2.0,2.0,127,111,19,1.0
14714,51fde0cb,0,126,78,83.0,24.0,42.0,78,11,126,1.0
14720,520a4f00,0,4,0,1.0,1.0,1.0,0,0,4,0.0
14783,525df53b,0,143,9,51.0,21.0,33.0,9,0,143,0.0
14789,52644054,0,67,13,38.0,9.0,24.0,13,0,67,0.0
14825,52a91b04,0,117,1,78.0,5.0,28.0,1,0,117,0.0
