,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,#act_ult30dias,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
6101,22831d56,0,10,5,3.0,1.0,2.0,1,11.0,5,5,11,1.0
6114,228ed531,0,4,0,2.0,1.0,2.0,1,4.0,0,0,4,0.0
6132,22a9673f,0,11,2,3.0,2.0,2.0,2,11.0,2,0,11,0.0
6134,22afaf0a,0,72,10,50.0,8.0,32.0,5,72.0,10,7,72,0.0
6136,22b0bd67,1,2,20,0.0,0.0,0.0,1,45.0,20,20,45,1.0
6140,22b9085f,0,341,11,197.0,29.0,82.0,7,341.0,11,6,341,1.0
6155,22cfc3f5,0,127,133,72.0,12.0,37.0,9,56.0,133,4,127,1.0
6181,22f7466d,0,10,3,1.0,1.0,1.0,2,10.0,3,3,10,1.0
6189,230a2666,0,75,14,37.0,12.0,32.0,8,75.0,14,2,75,0.0
6193,230f09a6,0,177,9,125.0,4.0,25.0,19,177.0,9,0,177,1.0
6230,234a8e4d,0,175,24,81.0,14.0,21.0,49,175.0,24,1,175,1.0
6350,23e8c04e,0,66,70,55.0,4.0,22.0,5,32.0,70,8,66,0.0
6372,24120769,0,6,7,2.0,2.0,2.0,1,6.0,7,7,6,1.0
6421,2450dedb,0,139,8,57.0,11.0,23.0,6,139.0,8,7,139,0.0
6427,2453038a,0,21,84,8.0,4.0,7.0,5,15.0,84,3,21,0.0
6436,245a1763,0,3,3,0.0,0.0,0.0,1,3.0,3,3,3,0.0
6475,2486de05,1,98,44,50.0,4.0,18.0,10,98.0,27,3,136,1.0
6495,24aaa37f,0,3,22,1.0,1.0,1.0,1,3.0,22,22,3,1.0
6501,24b515a9,0,22,27,9.0,6.0,6.0,2,22.0,27,26,22,1.0
6520,24cd912d,0,28,0,13.0,10.0,10.0,1,28.0,0,0,28,1.0
6553,2501a39b,0,29,0,26.0,3.0,16.0,1,29.0,0,0,29,1.0
6627,2576d981,0,56,73,25.0,18.0,21.0,4,0.0,73,65,56,1.0
6635,258bee04,0,44,16,32.0,12.0,27.0,4,44.0,16,10,44,0.0
6665,25b9a0cb,0,18,56,4.0,2.0,3.0,2,6.0,56,2,18,0.0
6669,25c022df,0,98,3,69.0,9.0,33.0,3,98.0,3,2,98,0.0
6684,25cb8185,1,2,59,1.0,1.0,1.0,12,60.0,1,1,148,1.0
6689,25da223d,0,30,13,22.0,4.0,13.0,1,30.0,13,13,30,0.0
6700,25e4a370,0,3,0,1.0,1.0,1.0,1,3.0,0,0,3,1.0
6702,25e7a301,0,14,14,5.0,4.0,4.0,1,14.0,14,14,14,0.0
6704,25e93ac1,0,9,3,3.0,3.0,3.0,1,9.0,3,3,9,0.0
6713,25f4e962,0,42,72,22.0,2.0,9.0,2,6.0,72,17,42,0.0
6717,25fbb562,0,8,14,2.0,1.0,1.0,1,8.0,14,14,8,0.0
6718,25fd0b2d,0,18,7,8.0,1.0,4.0,1,18.0,7,7,18,0.0
6750,26232807,0,28,137,9.0,5.0,7.0,4,15.0,137,5,28,1.0
6787,263fc56f,0,28,13,11.0,4.0,4.0,2,28.0,13,8,28,0.0
6851,26a30a4a,1,6,3,1.0,1.0,1.0,4,52.0,1,1,52,1.0
6856,26a8d105,0,107,8,60.0,9.0,43.0,3,107.0,8,1,107,0.0
6860,26ab0893,2,45,8,12.0,4.0,6.0,3,47.0,8,6,47,0.0
6861,26ab51db,0,70,16,32.0,4.0,12.0,5,70.0,16,2,70,0.0
6873,26bdba5c,0,4,1,1.0,1.0,1.0,1,4.0,1,1,4,0.0
6875,26bfbc55,0,128,55,63.0,13.0,36.0,19,94.0,55,1,128,0.0
6912,270539aa,0,32,10,7.0,3.0,5.0,1,32.0,10,10,32,0.0
6934,27258fd2,0,17,84,0.0,0.0,0.0,5,2.0,84,29,17,1.0
6965,2743f13d,0,177,43,65.0,21.0,35.0,7,162.0,43,0,177,1.0
6987,2777073d,1,42,50,22.0,2.0,13.0,61,434.0,13,1,749,0.0
7064,27e6c5b7,0,129,68,64.0,17.0,39.0,11,86.0,68,9,129,0.0
7074,27f0a8fc,0,28,11,9.0,3.0,5.0,5,28.0,11,1,28,0.0
7075,27f135c1,0,24,8,16.0,2.0,7.0,4,24.0,8,8,24,0.0
7101,2826bc54,0,15,13,10.0,1.0,5.0,2,15.0,13,13,15,0.0
7104,28326202,0,80,48,17.0,9.0,12.0,7,37.0,48,3,80,0.0
7116,2851e693,0,36,3,19.0,8.0,14.0,2,36.0,3,1,36,0.0
7135,286f7a33,0,72,138,38.0,11.0,32.0,7,33.0,138,0,72,0.0
7141,287e1708,0,4,1,1.0,1.0,1.0,1,4.0,1,1,4,0.0
7179,28b8ae83,0,184,14,155.0,25.0,100.0,6,184.0,14,9,184,0.0
7193,28c9ec04,0,11,10,2.0,1.0,1.0,2,11.0,10,3,11,1.0
7196,28ceac01,0,306,127,232.0,11.0,84.0,16,35.0,127,0,306,1.0
7234,28f3ff38,0,5,1,1.0,1.0,1.0,1,5.0,1,1,5,0.0
7241,28f8de85,0,7,8,3.0,1.0,2.0,1,7.0,8,8,7,0.0
7245,28ff2f59,0,15,0,5.0,2.0,3.0,1,15.0,0,0,15,0.0
7281,293a25f8,0,25,73,4.0,3.0,3.0,4,18.0,73,15,25,0.0
7282,293b0188,0,51,9,22.0,16.0,19.0,3,51.0,9,8,51,0.0
7318,29684ae3,1,62,13,20.0,5.0,15.0,13,112.0,13,1,112,0.0
7339,297c0ca0,0,212,14,187.0,18.0,119.0,5,212.0,14,0,212,0.0
7344,298272c5,0,8,8,2.0,1.0,1.0,1,8.0,8,8,8,1.0
7410,29f0b2ca,0,2,6,0.0,0.0,0.0,1,2.0,6,6,2,0.0
7521,2a9107e0,0,106,80,70.0,9.0,36.0,5,10.0,80,3,106,0.0
7540,2aa76e51,1,11,6,3.0,1.0,3.0,3,25.0,3,2,25,0.0
7545,2ab41c62,0,6,2,1.0,1.0,1.0,2,6.0,2,0,6,1.0
7574,2ace6a2c,3,2,19,0.0,0.0,0.0,3,23.0,16,16,23,0.0
7586,2ae4510e,0,9,11,5.0,1.0,4.0,1,9.0,11,11,9,0.0
7589,2ae57e26,1,10,8,1.0,1.0,1.0,3,17.0,8,7,17,0.0
7607,2b0d7dc5,0,207,63,168.0,36.0,108.0,10,141.0,63,0,207,1.0
7611,2b11fb75,0,112,19,109.0,16.0,68.0,15,112.0,19,1,112,1.0
7630,2b31ea60,0,24,6,12.0,1.0,3.0,6,24.0,6,1,24,1.0
7645,2b466fe9,0,99,19,58.0,7.0,22.0,5,99.0,19,0,99,1.0
7664,2b63cb7c,0,49,15,36.0,7.0,27.0,2,49.0,15,15,49,0.0
7679,2b7e9e3e,0,49,9,36.0,9.0,23.0,3,49.0,9,8,49,0.0
7680,2b7ea8eb,0,24,35,5.0,2.0,2.0,4,16.0,35,8,24,1.0
7685,2b81e8f3,1,39,56,22.0,2.0,7.0,9,154.0,17,7,171,1.0
7686,2b825d10,0,14,132,4.0,2.0,4.0,1,0.0,132,132,14,0.0
7705,2b9def4b,0,75,59,11.0,9.0,9.0,16,34.0,59,5,75,1.0
7726,2bb8a9df,0,303,42,54.0,11.0,22.0,60,273.0,42,0,303,1.0
7749,2bd0e476,0,25,2,4.0,1.0,1.0,1,25.0,2,2,25,0.0
7787,2c050c68,1,118,48,10.0,3.0,7.0,36,10.0,45,7,208,1.0
7799,2c1b0959,0,13,9,7.0,3.0,6.0,1,13.0,9,9,13,0.0
7843,2c715ebd,0,7,28,1.0,1.0,1.0,2,7.0,28,24,7,0.0
7864,2c86e0f6,0,1,3,0.0,0.0,0.0,1,1.0,3,3,1,0.0
7891,2caba06c,0,47,27,22.0,5.0,12.0,4,47.0,27,0,47,0.0
7896,2cb41d7c,0,29,9,14.0,2.0,2.0,3,29.0,9,9,29,0.0
7909,2cbf3a27,1,17,6,13.0,2.0,10.0,2,18.0,6,5,18,0.0
7915,2cc41526,0,59,2,38.0,7.0,12.0,2,59.0,2,1,59,1.0
7922,2cce0cc0,0,18,12,7.0,1.0,5.0,3,18.0,12,0,18,1.0
7926,2cd4e2f4,0,12,38,5.0,2.0,3.0,3,5.0,38,26,12,1.0
7930,2cd9e62d,0,52,18,6.0,4.0,5.0,3,52.0,18,11,52,0.0
7962,2d05040f,1,17,3,14.0,2.0,5.0,1,72.0,3,3,72,0.0
7980,2d255736,1,4,1,2.0,1.0,2.0,6,136.0,1,0,136,1.0
8002,2d554f7a,0,5,38,0.0,0.0,0.0,1,0.0,38,38,5,1.0
8017,2d6b0831,0,14,50,7.0,1.0,5.0,1,0.0,50,50,14,1.0
8028,2d73196a,2,8,13,0.0,0.0,0.0,11,39.0,13,0,39,0.0
8029,2d758092,0,27,1,18.0,2.0,8.0,1,27.0,1,1,27,0.0
8030,2d77c3ae,0,4,9,1.0,1.0,1.0,1,4.0,9,9,4,0.0
8034,2d7e4962,0,3,36,1.0,1.0,1.0,1,0.0,36,36,3,1.0
8053,2d99ad11,4,1,120,0.0,0.0,0.0,91,97.0,0,0,465,1.0
8063,2da7eb9c,0,13,12,4.0,3.0,3.0,3,13.0,12,11,13,0.0
8074,2dc3d9fe,0,25,28,13.0,3.0,8.0,4,25.0,28,16,25,1.0
8090,2ddbe322,0,5,15,1.0,1.0,1.0,1,5.0,15,15,5,0.0
8095,2de86024,0,8,8,1.0,1.0,1.0,1,8.0,8,8,8,0.0
8099,2def5290,0,10,15,2.0,2.0,2.0,1,10.0,15,15,10,0.0
8142,2e29da66,0,17,59,6.0,2.0,4.0,3,10.0,59,10,17,0.0
8144,2e2c29aa,0,22,67,7.0,3.0,6.0,3,0.0,67,38,22,1.0
8146,2e2dbf54,0,18,3,3.0,2.0,3.0,2,18.0,3,3,18,1.0
8149,2e3529ce,0,52,13,21.0,11.0,17.0,3,52.0,13,2,52,1.0
8171,2e4f2a67,0,16,20,8.0,2.0,8.0,3,16.0,20,3,16,0.0
8173,2e51f8d7,0,4,7,1.0,1.0,1.0,1,4.0,7,7,4,0.0
8184,2e65d3b5,1,69,65,39.0,10.0,29.0,9,27.0,65,5,84,1.0
8195,2e6b90f4,0,6,47,2.0,2.0,2.0,2,3.0,47,12,6,1.0
8197,2e6c7f91,0,20,0,12.0,6.0,6.0,2,20.0,0,0,20,1.0
8216,2e8d8f21,0,55,13,32.0,17.0,25.0,4,55.0,13,0,55,1.0
8233,2eac450a,0,24,10,12.0,2.0,6.0,2,24.0,10,10,24,0.0
8254,2edd71b9,0,7,15,2.0,1.0,2.0,2,7.0,15,14,7,0.0
8278,2f0244ca,0,3,2,0.0,0.0,0.0,1,3.0,2,2,3,0.0
8300,2f20b2b8,0,4,0,2.0,1.0,2.0,1,4.0,0,0,4,1.0
8303,2f21e5d2,1,105,10,82.0,14.0,54.0,4,106.0,10,9,106,0.0
8319,2f41a167,0,40,7,20.0,7.0,15.0,5,40.0,7,0,40,1.0
8325,2f46cdbe,2,13,11,5.0,3.0,4.0,11,204.0,9,8,204,1.0
8341,2f5940aa,4,47,10,3.0,1.0,3.0,25,253.0,8,1,253,1.0
8366,2f729bc3,2,364,94,170.0,43.0,87.0,78,416.0,17,0,845,1.0
8382,2f87259e,0,19,3,3.0,1.0,3.0,2,19.0,3,1,19,0.0
8409,2fa955fd,1,30,92,5.0,3.0,4.0,22,7.0,88,9,120,1.0
8412,2faf73a3,0,615,55,236.0,64.0,109.0,47,139.0,55,0,615,0.0
8414,2fb01372,0,31,114,15.0,3.0,9.0,3,12.0,114,26,31,1.0
8447,2fd8abbf,0,4,12,1.0,1.0,1.0,1,4.0,12,12,4,0.0
8451,2fe07773,0,23,8,7.0,5.0,7.0,6,23.0,8,1,23,1.0
8476,2ff5c798,0,34,14,9.0,4.0,8.0,5,34.0,14,6,34,1.0
8499,30103242,3,93,35,31.0,15.0,25.0,27,392.0,15,2,416,0.0
8516,302c1046,1,33,1,5.0,2.0,3.0,6,79.0,1,0,79,0.0
8566,3094bbf6,0,197,7,116.0,6.0,35.0,17,197.0,7,0,197,1.0
8657,313b8f38,0,6,7,2.0,1.0,2.0,1,6.0,7,7,6,0.0
8661,313ec221,0,13,21,4.0,4.0,4.0,3,13.0,21,2,13,0.0
8666,3149b335,0,78,35,42.0,13.0,32.0,4,71.0,35,6,78,0.0
8684,31582aff,1,117,94,54.0,4.0,19.0,22,45.0,59,6,228,0.0
8692,3162cbc2,0,76,7,67.0,6.0,35.0,3,76.0,7,0,76,0.0
8708,3178c6e2,0,60,14,30.0,11.0,18.0,6,60.0,14,9,60,0.0
8716,317f4638,0,45,7,15.0,5.0,9.0,8,45.0,7,0,45,1.0
8719,318441a7,0,8,1,4.0,1.0,3.0,1,8.0,1,1,8,1.0
8766,31c22672,0,93,18,62.0,22.0,51.0,11,93.0,18,5,93,0.0
8796,31e92657,0,33,31,8.0,5.0,7.0,5,33.0,31,20,33,0.0
8802,31fd117b,0,38,12,14.0,6.0,11.0,2,38.0,12,3,38,1.0
8813,320a81e7,0,6,10,1.0,1.0,1.0,2,6.0,10,9,6,0.0
8830,321e456a,0,7,13,3.0,1.0,2.0,1,7.0,13,13,7,0.0
8840,322abc70,0,32,33,16.0,5.0,13.0,3,13.0,33,8,32,0.0
8882,32664374,1,6,2,1.0,1.0,1.0,3,18.0,2,1,18,1.0
8887,326ae8bf,0,55,60,32.0,11.0,17.0,5,0.0,60,53,55,1.0
8992,32fc2ede,0,17,12,7.0,1.0,3.0,3,17.0,12,11,17,0.0
9019,3322a5b8,0,8,1,2.0,1.0,1.0,1,8.0,1,1,8,0.0
9075,3360335b,1,36,4,29.0,5.0,15.0,4,56.0,1,1,56,0.0
9096,337f4d4f,0,15,14,12.0,1.0,8.0,1,15.0,14,14,15,0.0
9110,338c1ebd,0,41,5,25.0,7.0,17.0,1,41.0,5,5,41,1.0
9123,339c94c4,0,24,0,15.0,5.0,12.0,2,24.0,0,0,24,0.0
9132,33aec140,0,140,59,56.0,7.0,29.0,10,114.0,59,0,140,1.0
9146,33b97dd5,0,31,4,7.0,3.0,4.0,4,31.0,4,2,31,0.0
9175,33ee0d42,0,18,5,12.0,1.0,8.0,1,18.0,5,5,18,0.0
9183,33fc9cf8,1,19,9,4.0,1.0,4.0,9,84.0,8,3,84,0.0
9210,342faed8,0,4,6,1.0,1.0,1.0,1,4.0,6,6,4,0.0
9242,345fc18e,3,6,98,2.0,2.0,2.0,151,374.0,1,1,1569,0.0
9274,3487708d,1,16,32,3.0,1.0,3.0,7,53.0,22,2,67,1.0
9289,34abcf99,0,11,4,9.0,5.0,8.0,1,11.0,4,4,11,0.0
9307,34c139ce,2,4,63,1.0,1.0,1.0,8,0.0,55,55,97,1.0
9314,34cbe5ea,0,253,55,209.0,34.0,121.0,10,248.0,55,2,253,0.0
9323,34d8145b,0,7,5,2.0,1.0,2.0,1,7.0,5,5,7,0.0
9324,34d81f7a,0,2,41,0.0,0.0,0.0,1,0.0,41,41,2,1.0
9334,34e84a87,0,107,28,48.0,10.0,22.0,9,107.0,28,6,107,1.0
9353,35045912,0,17,10,9.0,3.0,8.0,2,17.0,10,5,17,0.0
9391,3544713c,0,17,37,2.0,2.0,2.0,2,10.0,37,14,17,0.0
9407,3555ffb9,0,67,77,23.0,7.0,11.0,8,10.0,77,31,67,1.0
9429,357b6d47,0,39,35,24.0,2.0,9.0,5,20.0,35,4,39,0.0
9440,3589f574,0,25,9,18.0,3.0,10.0,2,25.0,9,9,25,0.0
9482,35d9be5b,0,13,11,4.0,1.0,2.0,3,13.0,11,11,13,0.0
9505,35ee4ea5,0,133,13,102.0,13.0,58.0,11,133.0,13,0,133,0.0
9518,360216e5,0,4,46,2.0,1.0,2.0,1,0.0,46,46,4,0.0
9523,360b0769,0,24,4,19.0,4.0,16.0,1,24.0,4,4,24,0.0
9545,3633241d,0,22,3,5.0,2.0,4.0,2,22.0,3,3,22,0.0
9550,3638e0e6,0,27,14,10.0,5.0,9.0,6,27.0,14,9,27,0.0
9582,365ee330,0,6,8,1.0,1.0,1.0,1,6.0,8,8,6,0.0
9596,366cd058,7,12,13,0.0,0.0,0.0,36,85.0,3,1,85,0.0
9639,36a5d109,0,57,15,40.0,7.0,28.0,4,57.0,15,9,57,0.0
9640,36a5e013,0,4,83,1.0,1.0,1.0,1,0.0,83,83,4,1.0
9657,36b7d2c7,0,33,13,15.0,3.0,8.0,5,33.0,13,9,33,0.0
9700,36ed4114,1,174,13,66.0,31.0,45.0,16,229.0,13,5,229,1.0
9709,36ef2e5f,0,250,14,204.0,12.0,59.0,9,250.0,14,1,250,1.0
9734,370584e4,0,34,17,9.0,6.0,7.0,3,34.0,17,4,34,0.0
9746,37167268,0,8,4,3.0,1.0,3.0,1,8.0,4,4,8,0.0
9747,371e154e,0,11,3,2.0,1.0,1.0,1,11.0,3,3,11,1.0
9773,37464b87,3,6,78,0.0,0.0,0.0,9,20.0,22,21,54,1.0
9775,3746d260,0,29,34,7.0,4.0,7.0,5,20.0,34,22,29,1.0
9795,3764203f,0,4,1,1.0,1.0,1.0,1,4.0,1,1,4,0.0
9802,376b9d26,0,12,17,10.0,2.0,9.0,1,12.0,17,17,12,1.0
9826,378a8645,0,4,1,1.0,1.0,1.0,1,4.0,1,1,4,1.0
9842,379c6cfd,0,59,15,28.0,8.0,22.0,9,59.0,15,2,59,1.0
9848,37a19d0c,0,9,72,2.0,2.0,2.0,2,0.0,72,60,9,0.0
9872,37d89dbb,0,293,7,167.0,40.0,96.0,3,293.0,7,1,293,1.0
9882,37e98fe5,0,85,64,54.0,10.0,34.0,2,33.0,64,4,85,1.0
9892,37fd749a,0,4,7,1.0,1.0,1.0,1,4.0,7,7,4,0.0
9906,38110b97,0,28,2,14.0,2.0,11.0,1,28.0,2,2,28,0.0
9908,381469b8,0,41,17,13.0,3.0,8.0,3,41.0,17,15,41,0.0
9914,382872ec,0,9,8,3.0,1.0,1.0,2,9.0,8,8,9,0.0
9917,382c1c56,0,89,117,27.0,10.0,17.0,20,16.0,117,2,89,0.0
9938,384c1e9c,0,17,13,6.0,6.0,6.0,1,17.0,13,13,17,0.0
9940,384dfe47,0,4,5,1.0,1.0,1.0,1,4.0,5,5,4,0.0
9955,387340fa,0,6,10,3.0,1.0,3.0,1,6.0,10,10,6,0.0
9962,387b60b0,0,12,8,6.0,2.0,5.0,1,12.0,8,8,12,1.0
9966,3880ef02,0,4,1,1.0,1.0,1.0,1,4.0,1,1,4,0.0
9998,38a3a46e,0,5,16,1.0,1.0,1.0,1,5.0,16,16,5,0.0
10023,38c4dfda,4,59,89,1.0,1.0,1.0,30,42.0,87,5,77,1.0
10025,38ca5f6f,0,16,10,9.0,1.0,7.0,2,16.0,10,10,16,0.0
10049,38e920d5,0,7,11,2.0,1.0,2.0,1,7.0,11,11,7,0.0
10057,38f50a21,0,19,0,3.0,3.0,3.0,1,19.0,0,0,19,0.0
10106,3936a544,0,58,11,33.0,6.0,21.0,3,58.0,11,9,58,0.0
10114,39428a98,0,43,7,30.0,2.0,15.0,1,43.0,7,7,43,0.0
10115,3942da6b,0,123,20,66.0,28.0,45.0,10,123.0,20,2,123,1.0
10211,39cc7b17,0,78,32,52.0,9.0,31.0,5,74.0,32,24,78,1.0
10233,39eac137,0,30,2,11.0,3.0,8.0,1,30.0,2,2,30,0.0
10241,39f0fe1a,0,4,5,1.0,1.0,1.0,1,4.0,5,5,4,0.0
10310,3a60a800,0,128,75,72.0,12.0,37.0,17,53.0,75,3,128,1.0
10324,3a737d46,0,5,10,1.0,1.0,1.0,1,5.0,10,10,5,0.0
10330,3a7bd849,0,9,2,3.0,1.0,2.0,1,9.0,2,2,9,0.0
10339,3a8aecb6,0,22,63,6.0,3.0,4.0,3,3.0,63,2,22,1.0
10374,3ab87cd5,0,6,6,1.0,1.0,1.0,1,6.0,6,6,6,0.0
10382,3acaa109,0,10,7,3.0,2.0,3.0,4,10.0,7,6,10,0.0
10405,3af60bb5,0,150,50,52.0,18.0,30.0,20,135.0,50,0,150,1.0
10415,3b01658a,0,96,129,12.0,5.0,9.0,8,0.0,129,58,96,1.0
10440,3b2f6ff4,0,106,10,46.0,12.0,33.0,2,106.0,10,9,106,0.0
10442,3b30b12c,0,59,28,19.0,8.0,10.0,4,59.0,28,3,59,1.0
10446,3b361426,0,20,4,6.0,3.0,3.0,1,20.0,4,4,20,0.0
10531,3bbc4aab,0,11,15,7.0,1.0,2.0,1,12.0,15,15,12,0.0
10565,3bee0bab,0,37,3,24.0,2.0,12.0,1,37.0,3,3,37,0.0
10572,3bf6381d,0,34,18,15.0,6.0,10.0,2,34.0,18,14,34,1.0
10617,3c280906,0,194,16,118.0,12.0,31.0,10,194.0,16,10,194,0.0
10638,3c3b4ad8,0,76,7,44.0,15.0,26.0,7,76.0,7,1,76,1.0
10643,3c49ff98,0,9,37,2.0,2.0,2.0,1,0.0,37,37,9,1.0
10683,3c8f7937,0,194,4,116.0,7.0,31.0,7,194.0,4,1,194,0.0
10695,3c9f2ae5,0,7,8,2.0,1.0,1.0,2,7.0,8,1,7,0.0
10716,3cc204af,0,27,13,17.0,5.0,11.0,1,27.0,13,13,27,0.0
10730,3ccb8c46,0,81,16,33.0,8.0,19.0,6,81.0,16,12,81,0.0
10738,3cd434ec,1,421,80,361.0,36.0,139.0,80,177.0,42,2,1480,1.0
10756,3ceb7bd8,0,96,27,24.0,4.0,10.0,5,96.0,27,0,96,1.0
10783,3d07fe07,1,0,34,0.0,0.0,0.0,1,0.0,34,34,7,0.0
10812,3d2952a0,0,25,2,6.0,2.0,3.0,2,25.0,2,2,25,0.0
10816,3d29d1f9,0,6,7,1.0,1.0,1.0,2,6.0,7,7,6,0.0
10821,3d316775,0,21,8,5.0,3.0,5.0,2,21.0,8,1,21,0.0
10852,3d549e56,0,30,14,14.0,5.0,9.0,1,30.0,14,14,30,0.0
10868,3d750965,2,2,4,0.0,0.0,0.0,1,13.0,4,4,13,0.0
10893,3d9e5744,0,4,1,1.0,1.0,1.0,1,4.0,1,1,4,0.0
10903,3daa14cb,0,13,4,4.0,2.0,2.0,4,13.0,4,1,13,0.0
10946,3de50385,0,10,26,4.0,1.0,2.0,1,10.0,26,26,10,1.0
11005,3e3a5a80,0,26,11,15.0,5.0,12.0,3,26.0,11,8,26,0.0
11041,3e7085c4,0,89,29,74.0,16.0,50.0,3,89.0,29,9,89,1.0
11056,3e89226c,0,30,67,8.0,7.0,8.0,5,13.0,67,3,30,1.0
11063,3e8f8ea2,0,6,3,1.0,1.0,1.0,1,6.0,3,3,6,0.0
11067,3e95d85b,0,16,14,3.0,1.0,1.0,1,16.0,14,14,16,0.0
11070,3e99305c,0,35,1,20.0,1.0,11.0,2,35.0,1,1,35,0.0
11089,3eb9c2af,0,63,67,22.0,6.0,10.0,7,39.0,67,5,63,0.0
11097,3ec10016,0,4,10,1.0,1.0,1.0,1,4.0,10,10,4,0.0
11118,3ee65faf,0,7,4,2.0,1.0,1.0,1,7.0,4,4,7,0.0
11128,3ef3a5ec,0,26,23,7.0,2.0,2.0,7,26.0,23,3,26,0.0
11130,3ef703f3,0,4,11,1.0,1.0,1.0,1,4.0,11,11,4,0.0
11131,3efd5085,0,36,96,17.0,4.0,13.0,7,31.0,96,13,36,0.0
11160,3f15358e,0,50,114,30.0,6.0,17.0,7,0.0,114,89,50,1.0
11178,3f36f53e,2,26,124,2.0,2.0,2.0,7,54.0,6,1,85,1.0
11181,3f41b801,0,21,90,7.0,2.0,4.0,5,0.0,90,57,21,1.0
11185,3f458620,1,67,10,31.0,5.0,17.0,16,147.0,9,0,147,0.0
11221,3f71ea0a,0,205,29,81.0,11.0,24.0,12,205.0,29,2,205,0.0
11222,3f722ffd,0,72,3,23.0,4.0,15.0,8,72.0,3,0,72,1.0
11226,3f778dc5,0,42,7,28.0,2.0,12.0,2,42.0,7,6,42,1.0
11272,3fb260e3,0,71,34,20.0,12.0,17.0,7,64.0,34,0,71,1.0
11274,3fb60210,0,35,12,22.0,8.0,17.0,2,35.0,12,0,35,1.0
11289,3fcee030,0,67,58,11.0,4.0,6.0,2,58.0,58,0,67,0.0
11313,3fef5201,0,24,7,11.0,7.0,10.0,3,24.0,7,5,24,0.0
11375,4040b363,0,20,1,15.0,5.0,9.0,1,20.0,1,1,20,0.0
11391,40596614,0,41,12,13.0,2.0,6.0,4,41.0,12,10,41,0.0
11441,40a68b39,0,226,42,139.0,24.0,63.0,15,150.0,42,3,226,1.0
11486,40ddfb92,2,61,79,26.0,8.0,23.0,38,96.0,30,12,344,0.0
11495,40e88f12,0,2,13,0.0,0.0,0.0,1,2.0,13,13,2,0.0
11513,40fe616c,1,65,137,8.0,4.0,7.0,14,4.0,126,21,106,1.0
11526,4109dc6f,0,18,43,3.0,2.0,3.0,4,10.0,43,12,18,0.0
11539,41169133,0,88,13,60.0,12.0,39.0,7,88.0,13,1,88,1.0
11550,411d12f4,0,115,23,90.0,14.0,52.0,6,115.0,23,12,115,0.0
11559,412c10b7,0,299,133,137.0,33.0,75.0,38,190.0,133,0,299,1.0
11560,412c80d5,0,47,7,22.0,4.0,12.0,2,47.0,7,0,47,1.0
11582,414fdc2d,0,33,9,9.0,6.0,8.0,4,33.0,9,2,33,0.0
11585,4154ffae,0,38,23,14.0,7.0,14.0,2,38.0,23,6,38,1.0
11598,4167535c,0,40,63,7.0,2.0,6.0,13,18.0,63,19,40,1.0
11634,418e793b,2,122,19,65.0,5.0,21.0,41,124.0,19,8,124,0.0
11655,41b3780b,0,48,73,22.0,7.0,17.0,4,0.0,73,51,48,0.0
11673,41c858ed,1,16,13,4.0,4.0,4.0,6,22.0,13,2,22,0.0
11675,41cbe4f3,0,40,57,15.0,8.0,10.0,2,0.0,57,57,40,1.0
11699,41f0717f,0,20,23,11.0,3.0,10.0,2,20.0,23,23,20,1.0
11708,4202bf6d,0,24,11,20.0,4.0,19.0,1,24.0,11,11,24,1.0
11709,42045acb,0,15,27,2.0,1.0,1.0,3,15.0,27,5,15,1.0
11712,420776c4,0,14,29,5.0,3.0,4.0,3,14.0,29,25,14,0.0
11734,422944ec,0,71,101,41.0,4.0,25.0,6,50.0,101,1,71,0.0
11748,423cdbf8,1,95,65,70.0,11.0,27.0,14,113.0,2,0,155,0.0
11782,426c7280,0,48,3,15.0,7.0,10.0,2,48.0,3,3,48,0.0
11787,4276d5de,0,428,88,129.0,17.0,46.0,61,136.0,88,0,428,1.0
11799,4283f064,5,34,1,30.0,14.0,25.0,7,315.0,0,0,315,1.0
11808,428ad371,0,21,16,14.0,6.0,8.0,1,21.0,16,16,21,0.0
11820,42934000,0,23,31,12.0,2.0,6.0,2,23.0,31,20,23,1.0
11826,429c8732,0,1375,73,1075.0,77.0,299.0,56,830.0,73,6,1375,0.0
11834,42a7640b,0,98,14,68.0,7.0,27.0,9,98.0,14,7,98,0.0
11845,42bae9c8,0,310,11,212.0,32.0,98.0,7,310.0,11,6,310,0.0
11880,42e5340b,0,13,15,6.0,2.0,4.0,2,13.0,15,15,13,0.0
11891,42fa4c08,0,4,4,1.0,1.0,1.0,1,4.0,4,4,4,0.0
11918,431c3e99,0,4,5,1.0,1.0,1.0,1,4.0,5,5,4,0.0
11920,431cfc91,1,52,141,20.0,7.0,16.0,9,24.0,138,14,104,0.0
11930,432d6aaf,0,269,72,124.0,40.0,76.0,12,88.0,72,0,269,0.0
11935,433d799f,0,66,29,36.0,7.0,21.0,11,66.0,29,0,66,1.0
11979,43790d8f,0,76,13,62.0,21.0,47.0,2,76.0,13,2,76,1.0
12021,43a9e70f,1,426,72,276.0,36.0,108.0,72,350.0,68,0,548,1.0
12022,43aafb28,0,87,29,43.0,8.0,17.0,8,87.0,29,14,87,0.0
12034,43b77600,0,2,8,0.0,0.0,0.0,1,2.0,8,8,2,1.0
