,person,cant_sesiones_inac45MIN_ult_9999_dias,promedio_sesiones_sec_inac45MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac45MIN_ult_9999_dias,cant_sesiones_inac45MIN_ult_30_dias,promedio_sesiones_sec_inac45MIN_ult_30_dias,tiempo_total_sesiones_sec_inac45MIN_ult_30_dias,cant_sesiones_inac45MIN_ult_25_dias,promedio_sesiones_sec_inac45MIN_ult_25_dias,tiempo_total_sesiones_sec_inac45MIN_ult_25_dias,cant_sesiones_inac45MIN_ult_20_dias,promedio_sesiones_sec_inac45MIN_ult_20_dias,tiempo_total_sesiones_sec_inac45MIN_ult_20_dias,cant_sesiones_inac45MIN_ult_15_dias,promedio_sesiones_sec_inac45MIN_ult_15_dias,tiempo_total_sesiones_sec_inac45MIN_ult_15_dias,cant_sesiones_inac45MIN_ult_10_dias,promedio_sesiones_sec_inac45MIN_ult_10_dias,tiempo_total_sesiones_sec_inac45MIN_ult_10_dias,cant_sesiones_inac45MIN_ult_5_dias,promedio_sesiones_sec_inac45MIN_ult_5_dias,tiempo_total_sesiones_sec_inac45MIN_ult_5_dias,cant_sesiones_inac45MIN_ult_1_dias,promedio_sesiones_sec_inac45MIN_ult_1_dias,tiempo_total_sesiones_sec_inac45MIN_ult_1_dias,cant_sesiones_inac30MIN_ult_9999_dias,promedio_sesiones_sec_inac30MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac30MIN_ult_9999_dias,cant_sesiones_inac30MIN_ult_30_dias,promedio_sesiones_sec_inac30MIN_ult_30_dias,tiempo_total_sesiones_sec_inac30MIN_ult_30_dias,cant_sesiones_inac30MIN_ult_25_dias,promedio_sesiones_sec_inac30MIN_ult_25_dias,tiempo_total_sesiones_sec_inac30MIN_ult_25_dias,cant_sesiones_inac30MIN_ult_20_dias,promedio_sesiones_sec_inac30MIN_ult_20_dias,tiempo_total_sesiones_sec_inac30MIN_ult_20_dias,cant_sesiones_inac30MIN_ult_15_dias,promedio_sesiones_sec_inac30MIN_ult_15_dias,tiempo_total_sesiones_sec_inac30MIN_ult_15_dias,cant_sesiones_inac30MIN_ult_10_dias,promedio_sesiones_sec_inac30MIN_ult_10_dias,tiempo_total_sesiones_sec_inac30MIN_ult_10_dias,cant_sesiones_inac30MIN_ult_5_dias,promedio_sesiones_sec_inac30MIN_ult_5_dias,tiempo_total_sesiones_sec_inac30MIN_ult_5_dias,cant_sesiones_inac30MIN_ult_1_dias,promedio_sesiones_sec_inac30MIN_ult_1_dias,tiempo_total_sesiones_sec_inac30MIN_ult_1_dias,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,mod_mas_visto_ult_9999_dias,total_vistos_ult_9999_dias,%_mas_visto_ult_9999_dias,mod_mas_visto_ult_30_dias,total_vistos_ult_30_dias,%_mas_visto_ult_30_dias,mod_mas_visto_ult_25_dias,total_vistos_ult_25_dias,%_mas_visto_ult_25_dias,mod_mas_visto_ult_20_dias,total_vistos_ult_20_dias,%_mas_visto_ult_20_dias,mod_mas_visto_ult_15_dias,total_vistos_ult_15_dias,%_mas_visto_ult_15_dias,mod_mas_visto_ult_10_dias,total_vistos_ult_10_dias,%_mas_visto_ult_10_dias,mod_mas_visto_ult_5_dias,total_vistos_ult_5_dias,%_mas_visto_ult_5_dias,mod_mas_visto_ult_1_dias,total_vistos_ult_1_dias,%_mas_visto_ult_1_dias,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,check_ult_9999_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,ult_checkout_dias,ult_checkout_segundos,mod_dist_check_ult_9999_dias,mod_dist_check_ult_30_dias,mod_dist_check_ult_25_dias,mod_dist_check_ult_20_dias,mod_dist_check_ult_15_dias,mod_dist_check_ult_10_dias,mod_dist_check_ult_5_dias,mod_dist_check_ult_1_dias,act_ult_9999_dias,act_ult_30_dias,act_ult_25_dias,act_ult_20_dias,act_ult_15_dias,act_ult_10_dias,act_ult_5_dias,act_ult_1_dias,conv_ult_9999_dias,conv_ult_30_dias,conv_ult_25_dias,conv_ult_20_dias,conv_ult_15_dias,conv_ult_10_dias,conv_ult_5_dias,conv_ult_1_dias,label
16055,69de5c37,6,868.0,5209.0,5.0,367.0,1837.0000000000002,3.0,401.0,1204.0,2.0,248.00000000000003,496.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,868.0,5209.0,5.0,367.0,1837.0000000000002,3.0,401.0,1204.0,2.0,248.00000000000003,496.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,4.0,0.0,52.0,0.9230769230769231,0.0,0.07692307692307693,54.0,12.0,31.0,23.0,54.0,0.42592592592592593,10.0,32.0,0.3125,10.0,23.0,0.43478260869565216,5.0,12.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,28,23,16,43,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2023952.0000000002,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,108,73.0,45.0,24.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
16060,69e942e5,16,349.0,5586.0,4.0,380.0,1522.0,4.0,380.0,1522.0,4.0,380.0,1522.0,4.0,380.0,1522.0,2.0,592.0,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,16,349.0,5586.0,4.0,380.0,1522.0,4.0,380.0,1522.0,4.0,380.0,1522.0,4.0,380.0,1522.0,2.0,592.0,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,4.0,0.0,51.0,0.9215686274509803,0.0,0.0784313725490196,51.0,16.0,27.0,9.0,51.0,0.17647058823529413,3.0,13.0,0.23076923076923078,3.0,13.0,0.23076923076923078,3.0,13.0,0.23076923076923078,3.0,13.0,0.23076923076923078,2.0,7.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0,0,120,92,8,92,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,7873746.000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,25.0,25.0,25.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16075,6a08e7c4,3,227.0,681.0,2.0,146.0,292.0,2.0,146.0,292.0,2.0,146.0,292.0,2.0,146.0,292.0,2.0,146.0,292.0,1.0,129.0,129.0,1.0,129.0,129.0,3,227.0,681.0,2.0,146.0,292.0,2.0,146.0,292.0,2.0,146.0,292.0,2.0,146.0,292.0,2.0,146.0,292.0,1.0,129.0,129.0,1.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,25.0,13.0,32.0,0.40625,13.0,18.0,0.7222222222222222,13.0,18.0,0.7222222222222222,13.0,18.0,0.7222222222222222,13.0,18.0,0.7222222222222222,13.0,18.0,0.7222222222222222,5.0,5.0,1.0,5.0,5.0,1.0,0,0,53,58,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,29.0,29.0,29.0,29.0,29.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16137,6a6c639c,5,435.0,2173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,435.0,2173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,3.0,24.0,42.0,62.0,0.6774193548387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,18,79,78,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,6930743.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16158,6a91ec37,3,1876.0000000000002,5629.0,3.0,1876.0000000000002,5629.0,3.0,1876.0000000000002,5629.0,3.0,1876.0000000000002,5629.0,3.0,1876.0000000000002,5629.0,1.0,3007.0,3007.0,1.0,3007.0,3007.0,1.0,3007.0,3007.0,4,941.0000000000001,3764.0000000000005,4.0,941.0000000000001,3764.0000000000005,4.0,941.0000000000001,3764.0000000000005,4.0,941.0000000000001,3764.0000000000005,4.0,941.0000000000001,3764.0000000000005,1.0,3007.0,3007.0,1.0,3007.0,3007.0,1.0,3007.0,3007.0,37.0,0.0,2.0,39.0,0.9487179487179487,0.05128205128205128,0.0,39.0,5.0,13.0,20.0,39.0,0.5128205128205128,20.0,39.0,0.5128205128205128,20.0,39.0,0.5128205128205128,20.0,39.0,0.5128205128205128,20.0,39.0,0.5128205128205128,20.0,21.0,0.9523809523809523,20.0,21.0,0.9523809523809523,20.0,21.0,0.9523809523809523,0,0,58,12,0,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,608.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58,58.0,58.0,58.0,58.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16187,6ab985b9,1,2825.0,2825.0,1.0,2825.0,2825.0,1.0,2825.0,2825.0,1.0,2825.0,2825.0,1.0,2825.0,2825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,140.0,279.0,2.0,140.0,279.0,2.0,140.0,279.0,2.0,140.0,279.0,2.0,140.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,3.0,7.0,0.42857142857142855,3.0,7.0,0.42857142857142855,3.0,7.0,0.42857142857142855,3.0,7.0,0.42857142857142855,3.0,7.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19,11,11,11,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,964604.0000000001,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,19,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16206,6ade5d5b,15,471.00000000000006,7062.0,9.0,344.0,3099.0,9.0,344.0,3099.0,9.0,344.0,3099.0,9.0,344.0,3099.0,9.0,344.0,3099.0,9.0,344.0,3099.0,0.0,0.0,0.0,15,471.00000000000006,7062.0,9.0,344.0,3099.0,9.0,344.0,3099.0,9.0,344.0,3099.0,9.0,344.0,3099.0,9.0,344.0,3099.0,9.0,344.0,3099.0,0.0,0.0,0.0,8.0,8.0,67.0,83.0,0.0963855421686747,0.8072289156626506,0.0963855421686747,87.0,15.0,48.0,39.0,87.0,0.4482758620689655,22.0,34.0,0.6470588235294118,22.0,34.0,0.6470588235294118,22.0,34.0,0.6470588235294118,22.0,34.0,0.6470588235294118,22.0,34.0,0.6470588235294118,22.0,34.0,0.6470588235294118,0.0,0.0,0.0,0,0,139,79,1,79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,248683.00000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,139,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16260,6b407fd5,1,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,6,6,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,539760.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16286,6b710e89,1,199.0,199.0,1.0,199.0,199.0,1.0,199.0,199.0,1.0,199.0,199.0,1.0,199.0,199.0,1.0,199.0,199.0,1.0,199.0,199.0,0.0,0.0,0.0,1,199.0,199.0,1.0,199.0,199.0,1.0,199.0,199.0,1.0,199.0,199.0,1.0,199.0,199.0,1.0,199.0,199.0,1.0,199.0,199.0,0.0,0.0,0.0,3.0,9.0,0.0,12.0,0.25,0.0,0.75,12.0,3.0,8.0,7.0,12.0,0.5833333333333334,7.0,12.0,0.5833333333333334,7.0,12.0,0.5833333333333334,7.0,12.0,0.5833333333333334,7.0,12.0,0.5833333333333334,7.0,12.0,0.5833333333333334,7.0,12.0,0.5833333333333334,0.0,0.0,0.0,0,0,21,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,21.0,21.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16292,6b7d1933,6,691.0,4145.0,5.0,829.0,4144.0,5.0,829.0,4144.0,5.0,829.0,4144.0,4.0,860.0,3442.0,3.0,1133.0,3398.0,0.0,0.0,0.0,0.0,0.0,0.0,7,261.0,1827.0000000000002,6.0,304.0,1826.0000000000002,6.0,304.0,1826.0000000000002,6.0,304.0,1826.0000000000002,5.0,225.0,1124.0,4.0,270.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,3.0,42.0,0.6666666666666666,0.07142857142857142,0.2619047619047619,42.0,6.0,25.0,18.0,42.0,0.42857142857142855,18.0,41.0,0.43902439024390244,18.0,41.0,0.43902439024390244,18.0,41.0,0.43902439024390244,11.0,30.0,0.36666666666666664,11.0,27.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0,0,69,58,6,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,66.0,66.0,66.0,45.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16307,6b90483e,1,99.0,99.0,1.0,99.0,99.0,1.0,99.0,99.0,1.0,99.0,99.0,1.0,99.0,99.0,1.0,99.0,99.0,1.0,99.0,99.0,0.0,0.0,0.0,1,99.0,99.0,1.0,99.0,99.0,1.0,99.0,99.0,1.0,99.0,99.0,1.0,99.0,99.0,1.0,99.0,99.0,1.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,5,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,235728.00000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16314,6b98633a,3,827.0,2480.0,2.0,72.0,145.0,2.0,72.0,145.0,2.0,72.0,145.0,2.0,72.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,827.0,2480.0,2.0,72.0,145.0,2.0,72.0,145.0,2.0,72.0,145.0,2.0,72.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,13.0,8.0,19.0,0.42105263157894735,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27,78,9,78,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,895957.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,27,11.0,11.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16315,6b99f579,1,349.0,349.0,1.0,349.0,349.0,1.0,349.0,349.0,1.0,349.0,349.0,1.0,349.0,349.0,1.0,349.0,349.0,1.0,349.0,349.0,0.0,0.0,0.0,1,349.0,349.0,1.0,349.0,349.0,1.0,349.0,349.0,1.0,349.0,349.0,1.0,349.0,349.0,1.0,349.0,349.0,1.0,349.0,349.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.6666666666666666,0.3333333333333333,0.0,3.0,2.0,3.0,2.0,3.0,0.6666666666666666,2.0,3.0,0.6666666666666666,2.0,3.0,0.6666666666666666,2.0,3.0,0.6666666666666666,2.0,3.0,0.6666666666666666,2.0,3.0,0.6666666666666666,2.0,3.0,0.6666666666666666,0.0,0.0,0.0,0,0,5,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16322,6ba22e07,1,30.000000000000004,30.000000000000004,1.0,30.000000000000004,30.000000000000004,1.0,30.000000000000004,30.000000000000004,1.0,30.000000000000004,30.000000000000004,1.0,30.000000000000004,30.000000000000004,1.0,30.000000000000004,30.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1,30.000000000000004,30.000000000000004,1.0,30.000000000000004,30.000000000000004,1.0,30.000000000000004,30.000000000000004,1.0,30.000000000000004,30.000000000000004,1.0,30.000000000000004,30.000000000000004,1.0,30.000000000000004,30.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,6,6,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,540529.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16338,6bbed6ff,29,156.0,4531.0,29.0,156.0,4531.0,29.0,156.0,4531.0,29.0,156.0,4531.0,29.0,156.0,4531.0,21.0,116.00000000000001,2439.0,9.0,271.0,2437.0,0.0,0.0,0.0,30,71.0,2142.0,30.0,71.0,2142.0,30.0,71.0,2142.0,30.0,71.0,2142.0,30.0,71.0,2142.0,22.0,2.0,50.0,10.0,5.0,48.0,0.0,0.0,0.0,2.0,14.0,0.0,16.0,0.125,0.0,0.875,16.0,7.0,11.0,5.0,16.0,0.3125,5.0,16.0,0.3125,5.0,16.0,0.3125,5.0,16.0,0.3125,5.0,16.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,30,10,1,13,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,13.0,1149646.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,87,87.0,87.0,87.0,87.0,28.0,14.0,0.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0
16380,6c035e57,1,359.0,359.0,1.0,359.0,359.0,1.0,359.0,359.0,1.0,359.0,359.0,1.0,359.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,359.0,359.0,1.0,359.0,359.0,1.0,359.0,359.0,1.0,359.0,359.0,1.0,359.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,10,10,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,914309.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16384,6c0d1e95,4,188.0,751.0,4.0,188.0,751.0,4.0,188.0,751.0,4.0,188.0,751.0,4.0,188.0,751.0,3.0,220.0,659.0,1.0,69.0,69.0,0.0,0.0,0.0,4,188.0,751.0,4.0,188.0,751.0,4.0,188.0,751.0,4.0,188.0,751.0,4.0,188.0,751.0,3.0,220.0,659.0,1.0,69.0,69.0,0.0,0.0,0.0,6.0,0.0,2.0,8.0,0.75,0.25,0.0,8.0,8.0,8.0,1.0,8.0,0.125,1.0,8.0,0.125,1.0,8.0,0.125,1.0,8.0,0.125,1.0,8.0,0.125,1.0,7.0,0.14285714285714285,1.0,1.0,1.0,0.0,0.0,0.0,0,0,44,11,1,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,627636.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,44,44.0,44.0,44.0,44.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16399,6c216c38,1,1434.0,1434.0,1.0,1434.0,1434.0,1.0,1434.0,1434.0,1.0,1434.0,1434.0,1.0,1434.0,1434.0,1.0,1434.0,1434.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1434.0,1434.0,1.0,1434.0,1434.0,1.0,1434.0,1434.0,1.0,1434.0,1434.0,1.0,1434.0,1434.0,1.0,1434.0,1434.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,8,8,8,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,8.0,724035.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16425,6c55de42,2,2182.0,4363.0,2.0,2182.0,4363.0,2.0,2182.0,4363.0,2.0,2182.0,4363.0,2.0,2182.0,4363.0,2.0,2182.0,4363.0,2.0,2182.0,4363.0,0.0,0.0,0.0,2,2182.0,4363.0,2.0,2182.0,4363.0,2.0,2182.0,4363.0,2.0,2182.0,4363.0,2.0,2182.0,4363.0,2.0,2182.0,4363.0,2.0,2182.0,4363.0,0.0,0.0,0.0,4.0,40.0,0.0,44.0,0.09090909090909091,0.0,0.9090909090909091,44.0,5.0,26.0,22.0,44.0,0.5,22.0,44.0,0.5,22.0,44.0,0.5,22.0,44.0,0.5,22.0,44.0,0.5,22.0,44.0,0.5,22.0,44.0,0.5,0.0,0.0,0.0,0,0,66,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,210845.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,66,66.0,66.0,66.0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16436,6c67de3e,4,295.0,1181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,295.0,1181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,18.0,0.9444444444444444,0.05555555555555555,0.0,27.0,14.0,19.0,6.0,27.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,46,149,68,149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,5960595.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16453,6c89cbfb,15,557.0,8362.0,9.0,718.0,6462.0,9.0,718.0,6462.0,8.0,802.0,6420.0,7.0,814.0,5697.0,5.0,278.0,1391.0,1.0,792.0,792.0,0.0,0.0,0.0,15,557.0,8362.0,9.0,718.0,6462.0,9.0,718.0,6462.0,8.0,802.0,6420.0,7.0,814.0,5697.0,5.0,278.0,1391.0,1.0,792.0,792.0,0.0,0.0,0.0,53.0,3.0,2.0,58.0,0.9137931034482759,0.034482758620689655,0.05172413793103448,60.0,24.0,39.0,14.0,60.0,0.23333333333333334,14.0,46.0,0.30434782608695654,14.0,46.0,0.30434782608695654,14.0,45.0,0.3111111111111111,13.0,38.0,0.34210526315789475,5.0,10.0,0.5,2.0,3.0,0.6666666666666666,0.0,0.0,0.0,0,0,237,95,3,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,157.0,157.0,151.0,133.0,48.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16468,6ca31499,2,84.0,168.0,2.0,84.0,168.0,2.0,84.0,168.0,2.0,84.0,168.0,2.0,84.0,168.0,1.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,2,84.0,168.0,2.0,84.0,168.0,2.0,84.0,168.0,2.0,84.0,168.0,2.0,84.0,168.0,1.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,12,6,12,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,1071611.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9,9.0,9.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
