,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
7049,27d5cd97,0,40,61,8.0,7.0,8.0,3,61,56,40,0.0
7053,27dac0f9,0,23,11,15.0,5.0,12.0,2,11,3,23,0.0
7055,27dcedfe,0,41,3,36.0,4.0,22.0,2,3,0,41,0.0
7089,280b2e41,0,46,20,21.0,3.0,13.0,5,20,7,46,0.0
7091,280ed189,0,28,61,8.0,3.0,7.0,6,61,8,28,0.0
7121,2856e88f,0,38,5,18.0,6.0,14.0,2,5,2,38,0.0
7135,286eaf91,0,8,4,1.0,1.0,1.0,2,4,3,8,0.0
7194,28c9ec04,0,11,10,2.0,1.0,1.0,2,10,3,11,1.0
7197,28ceac01,0,306,127,232.0,11.0,84.0,15,127,0,306,1.0
7212,28de035a,0,14,11,2.0,1.0,1.0,1,11,11,14,0.0
7218,28e4693d,0,7,8,0.0,0.0,0.0,2,8,7,7,0.0
7230,28ebdb52,0,14,14,5.0,1.0,3.0,2,14,8,14,0.0
7240,28f665e9,0,76,72,41.0,11.0,24.0,7,72,12,76,0.0
7293,295288ea,0,4,2,1.0,1.0,1.0,1,2,2,4,0.0
7310,295b829c,0,14,6,5.0,2.0,2.0,2,6,0,14,0.0
7321,29687d35,1,45,88,13.0,4.0,9.0,29,18,0,85,0.0
7331,297312f8,3,82,56,12.0,7.0,11.0,8,54,0,151,0.0
7345,298272c5,0,8,8,2.0,1.0,1.0,1,8,8,8,1.0
7447,2a1dde94,0,392,17,277.0,17.0,70.0,18,17,1,392,0.0
7448,2a1e346c,0,129,138,74.0,4.0,35.0,11,138,10,129,0.0
7546,2ab41c62,0,6,2,1.0,1.0,1.0,2,2,0,6,1.0
7554,2abe3533,1,14,15,1.0,1.0,1.0,5,8,2,30,0.0
7566,2aca5a31,0,73,2,69.0,11.0,38.0,1,2,2,73,0.0
7584,2adb3684,0,1,40,0.0,0.0,0.0,1,40,40,1,0.0
7607,2b0d7dc5,0,207,63,168.0,36.0,108.0,10,63,0,207,1.0
7611,2b11fb75,0,112,19,109.0,16.0,68.0,12,19,1,112,1.0
7621,2b28ef66,0,7,15,2.0,1.0,1.0,1,15,15,7,0.0
7630,2b31ea60,0,24,6,12.0,1.0,3.0,6,6,1,24,1.0
7645,2b466fe9,0,99,19,58.0,7.0,22.0,4,19,0,99,1.0
7680,2b7ea8eb,0,24,35,5.0,2.0,2.0,4,35,8,24,1.0
7685,2b81e8f3,1,39,56,22.0,2.0,7.0,8,17,7,171,1.0
7705,2b9def4b,0,75,59,11.0,9.0,9.0,16,59,5,75,1.0
7726,2bb8a9df,0,303,42,54.0,11.0,22.0,57,42,0,303,1.0
7728,2bbdbaf0,0,10,14,2.0,1.0,2.0,1,14,14,10,0.0
7743,2bcad96e,1,40,54,27.0,5.0,18.0,26,8,4,517,0.0
7781,2bfcde3e,0,15,1,9.0,1.0,4.0,1,1,1,15,0.0
7784,2bff087f,0,4,8,1.0,1.0,1.0,1,8,8,4,0.0
7787,2c050c68,1,118,48,10.0,3.0,7.0,27,45,7,208,1.0
7799,2c1b0959,0,13,9,7.0,3.0,6.0,1,9,9,13,0.0
7859,2c84036d,0,4,14,1.0,1.0,1.0,1,14,14,4,0.0
7892,2cac7000,0,30,4,12.0,1.0,5.0,2,4,2,30,0.0
7915,2cc41526,0,59,2,38.0,7.0,12.0,2,2,1,59,1.0
7922,2cce0cc0,0,18,12,7.0,1.0,5.0,3,12,0,18,1.0
7923,2ccf04cb,0,8,16,3.0,2.0,3.0,2,16,9,8,0.0
7926,2cd4e2f4,0,12,38,5.0,2.0,3.0,3,38,26,12,1.0
7939,2ce0f783,0,43,18,28.0,2.0,14.0,4,18,1,43,0.0
7944,2ce5fecf,1,10,17,3.0,2.0,3.0,2,17,16,33,0.0
7955,2cfd7549,0,15,5,4.0,1.0,1.0,1,5,5,15,0.0
7980,2d255736,1,4,1,2.0,1.0,2.0,3,1,0,136,1.0
7998,2d4ee749,0,12,6,4.0,2.0,3.0,1,6,6,12,0.0
8002,2d554f7a,0,5,38,0.0,0.0,0.0,1,38,38,5,1.0
8017,2d6b0831,0,14,50,7.0,1.0,5.0,1,50,50,14,1.0
8018,2d6b240f,0,6,1,3.0,1.0,2.0,1,1,1,6,0.0
8034,2d7e4962,0,3,36,1.0,1.0,1.0,1,36,36,3,1.0
8053,2d99ad11,4,1,120,0.0,0.0,0.0,79,0,0,465,1.0
8064,2da94a7e,0,4,3,1.0,1.0,1.0,1,3,3,4,0.0
8074,2dc3d9fe,0,25,28,13.0,3.0,8.0,4,28,16,25,1.0
8078,2dc92dce,0,2,3,0.0,0.0,0.0,1,3,3,2,0.0
8087,2dd86764,1,4,16,0.0,0.0,0.0,3,14,9,35,0.0
8092,2de00598,0,5,2,2.0,1.0,1.0,1,2,2,5,0.0
8095,2de86024,0,8,8,1.0,1.0,1.0,1,8,8,8,0.0
8144,2e2c29aa,0,22,67,7.0,3.0,6.0,2,67,38,22,1.0
8146,2e2dbf54,0,18,3,3.0,2.0,3.0,2,3,3,18,1.0
8149,2e3529ce,0,52,13,21.0,11.0,17.0,3,13,2,52,1.0
8184,2e65d3b5,1,69,65,39.0,10.0,29.0,9,65,5,84,1.0
8195,2e6b90f4,0,6,47,2.0,2.0,2.0,2,47,12,6,1.0
8197,2e6c7f91,0,20,0,12.0,6.0,6.0,2,0,0,20,1.0
8216,2e8d8f21,0,55,13,32.0,17.0,25.0,4,13,0,55,1.0
8291,2f16dbe3,0,21,0,9.0,2.0,7.0,1,0,0,21,0.0
8300,2f20b2b8,0,4,0,2.0,1.0,2.0,1,0,0,4,1.0
8319,2f41a167,0,40,7,20.0,7.0,15.0,5,7,0,40,1.0
8325,2f46cdbe,2,13,11,5.0,3.0,4.0,10,9,8,204,1.0
8330,2f4f8282,0,2,14,0.0,0.0,0.0,1,14,14,2,0.0
8341,2f5940aa,4,47,10,3.0,1.0,3.0,22,8,1,253,1.0
8358,2f682ba6,0,720,78,486.0,52.0,207.0,35,78,0,720,0.0
8366,2f729bc3,2,364,94,170.0,43.0,87.0,68,17,0,845,1.0
8409,2fa955fd,1,30,92,5.0,3.0,4.0,19,88,9,120,1.0
8414,2fb01372,0,31,114,15.0,3.0,9.0,3,114,26,31,1.0
8417,2fb49ca6,0,18,5,9.0,2.0,3.0,5,5,3,18,0.0
8424,2fbbaa45,0,186,104,132.0,17.0,86.0,16,104,10,186,0.0
8442,2fd14e2d,0,48,9,28.0,9.0,23.0,3,9,9,48,0.0
8443,2fd3fc77,0,13,12,5.0,1.0,4.0,1,12,12,13,0.0
8448,2fd9b272,0,109,52,46.0,13.0,23.0,14,52,7,109,0.0
8451,2fe07773,0,23,8,7.0,5.0,7.0,6,8,1,23,1.0
8476,2ff5c798,0,34,14,9.0,4.0,8.0,5,14,6,34,1.0
8502,30145212,0,4,2,1.0,1.0,1.0,1,2,2,4,0.0
8516,302c1046,1,33,1,5.0,2.0,3.0,6,1,0,79,0.0
8526,303cbe13,0,398,62,303.0,34.0,123.0,20,62,0,398,0.0
8566,3094bbf6,0,197,7,116.0,6.0,35.0,12,7,0,197,1.0
8580,30b411d7,0,27,7,13.0,6.0,11.0,3,7,4,27,0.0
8608,30ed1088,1,1,6,0.0,0.0,0.0,1,6,6,3,0.0
8618,3105fced,0,14,26,7.0,1.0,3.0,2,26,9,14,0.0
8661,313ec221,0,13,21,4.0,4.0,4.0,3,21,2,13,0.0
8707,3172b8c4,0,4,15,1.0,1.0,1.0,1,15,15,4,0.0
8716,317f4638,0,45,7,15.0,5.0,9.0,8,7,0,45,1.0
8717,318330cc,0,7,16,1.0,1.0,1.0,1,16,16,7,0.0
8718,31835d1d,0,15,5,9.0,1.0,5.0,1,5,5,15,0.0
8719,318441a7,0,8,1,4.0,1.0,3.0,1,1,1,8,1.0
8791,31e2cdc3,0,4,1,1.0,1.0,1.0,1,1,1,4,0.0
8802,31fd117b,0,38,12,14.0,6.0,11.0,2,12,3,38,1.0
8806,3200f433,0,60,99,24.0,6.0,17.0,8,99,2,60,0.0
8815,320b3e2c,0,12,8,8.0,1.0,5.0,1,8,8,12,0.0
8828,321c8ea2,2,5,57,2.0,2.0,2.0,5,2,2,285,0.0
8848,3238152d,0,14,23,5.0,2.0,4.0,3,23,1,14,0.0
8882,32664374,1,6,2,1.0,1.0,1.0,3,2,1,18,1.0
8887,326ae8bf,0,55,60,32.0,11.0,17.0,4,60,53,55,1.0
8898,327fb8e7,0,3,3,0.0,0.0,0.0,1,3,3,3,0.0
8977,32d860e4,0,91,112,45.0,21.0,36.0,4,112,7,91,0.0
8978,32ddb64e,0,140,145,72.0,8.0,31.0,24,145,39,140,0.0
9019,3322a5b8,0,8,1,2.0,1.0,1.0,1,1,1,8,0.0
9068,33599e9b,0,18,9,14.0,6.0,12.0,2,9,8,18,0.0
9092,337b588f,0,11,8,5.0,2.0,3.0,2,8,1,11,0.0
9096,337f4d4f,0,15,14,12.0,1.0,8.0,1,14,14,15,0.0
9110,338c1ebd,0,41,5,25.0,7.0,17.0,1,5,5,41,1.0
9130,33ac19f2,0,208,4,120.0,21.0,70.0,10,4,0,208,0.0
9132,33aec140,0,140,59,56.0,7.0,29.0,8,59,0,140,1.0
9146,33b97dd5,0,31,4,7.0,3.0,4.0,4,4,2,31,0.0
9163,33d89a81,0,32,1,6.0,6.0,6.0,2,1,0,32,0.0
9167,33dd2021,0,251,64,82.0,20.0,33.0,36,64,4,251,0.0
9192,340f7a96,0,139,138,46.0,23.0,30.0,21,138,4,139,0.0
9236,3457a2eb,0,11,3,6.0,2.0,6.0,1,3,3,11,0.0
9267,34840c9d,0,7,20,2.0,2.0,2.0,2,20,1,7,0.0
9274,3487708d,1,16,32,3.0,1.0,3.0,7,22,2,67,1.0
9279,3490a675,0,14,67,3.0,1.0,1.0,1,67,67,14,0.0
9307,34c139ce,2,4,63,1.0,1.0,1.0,7,55,55,97,1.0
9313,34cb3377,0,93,2,55.0,6.0,19.0,4,2,1,93,0.0
9324,34d81f7a,0,2,41,0.0,0.0,0.0,1,41,41,2,1.0
9333,34e8321f,0,20,11,6.0,2.0,3.0,3,11,0,20,0.0
9334,34e84a87,0,107,28,48.0,10.0,22.0,9,28,6,107,1.0
9386,353a3eaf,0,14,1,10.0,4.0,9.0,1,1,1,14,0.0
9398,354bb9bb,0,9,16,6.0,1.0,5.0,1,16,16,9,0.0
9407,3555ffb9,0,67,77,23.0,7.0,11.0,8,77,31,67,1.0
9422,35705fee,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
9462,35b47528,1,13,11,4.0,1.0,3.0,5,11,2,34,0.0
9581,365cee08,0,12,7,2.0,2.0,2.0,1,7,7,12,0.0
9588,3669bc1f,0,8,54,2.0,1.0,1.0,3,54,53,8,0.0
9640,36a5e013,0,4,83,1.0,1.0,1.0,1,83,83,4,1.0
9671,36c56915,0,31,6,16.0,3.0,12.0,3,6,1,31,0.0
9687,36da26ec,0,22,15,8.0,1.0,5.0,1,15,15,22,0.0
9690,36dec949,0,14,1,6.0,1.0,3.0,1,1,0,14,0.0
9695,36e7ec75,0,31,20,15.0,6.0,8.0,5,20,2,31,0.0
9700,36ed4114,1,174,13,66.0,31.0,45.0,13,13,5,229,1.0
9709,36ef2e5f,0,250,14,204.0,12.0,59.0,8,14,1,250,1.0
9713,36f212cd,0,74,39,64.0,16.0,37.0,2,39,8,74,0.0
9731,37040abb,0,11,14,5.0,1.0,3.0,1,14,14,12,0.0
9732,37043e0a,0,37,51,17.0,8.0,14.0,7,51,0,37,0.0
9747,371e154e,0,11,3,2.0,1.0,1.0,1,3,3,11,1.0
9756,37284c05,0,46,2,26.0,4.0,16.0,1,2,2,46,0.0
9773,37464b87,3,6,78,0.0,0.0,0.0,9,22,21,54,1.0
9775,3746d260,0,29,34,7.0,4.0,7.0,5,34,22,29,1.0
9802,376b9d26,0,12,17,10.0,2.0,9.0,1,17,17,12,1.0
9820,37836745,0,4,10,1.0,1.0,1.0,1,10,10,4,0.0
9826,378a8645,0,4,1,1.0,1.0,1.0,1,1,1,4,1.0
9828,378ed9e2,0,88,9,59.0,29.0,45.0,9,9,1,88,0.0
9842,379c6cfd,0,59,15,28.0,8.0,22.0,9,15,2,59,1.0
9866,37d201d4,0,4,13,1.0,1.0,1.0,1,13,13,4,0.0
9870,37d6b418,0,9,16,2.0,1.0,1.0,2,16,16,9,0.0
9872,37d89dbb,0,293,7,167.0,40.0,96.0,3,7,1,293,1.0
9882,37e98fe5,0,85,64,54.0,10.0,34.0,2,64,4,85,1.0
9883,37ec3fbd,0,23,12,9.0,3.0,6.0,5,12,6,23,0.0
9929,384295d8,0,14,28,3.0,2.0,2.0,2,28,15,14,0.0
9936,3848d966,2,44,30,8.0,4.0,6.0,15,29,3,143,0.0
9962,387b60b0,0,12,8,6.0,2.0,5.0,1,8,8,12,1.0
9971,38864f78,0,46,8,28.0,1.0,11.0,1,8,8,46,0.0
9979,388de4a9,0,8,6,3.0,1.0,2.0,3,6,4,8,0.0
9986,389598ed,1,106,8,55.0,5.0,26.0,33,6,1,647,0.0
10023,38c4dfda,4,59,89,1.0,1.0,1.0,24,87,5,77,1.0
10059,38f7aafa,0,46,11,16.0,6.0,11.0,3,11,10,46,0.0
10115,3942da6b,0,123,20,66.0,28.0,45.0,9,20,2,123,1.0
10157,397bb54b,0,6,13,2.0,1.0,1.0,1,13,13,6,0.0
10158,397ecd65,0,25,6,18.0,3.0,10.0,1,6,6,25,0.0
10211,39cc7b17,0,78,32,52.0,9.0,31.0,4,32,24,78,1.0
10234,39eb7354,0,11,16,4.0,3.0,4.0,2,16,14,11,0.0
10251,39fd9f93,0,151,5,65.0,8.0,23.0,3,5,1,152,0.0
10270,3a1d353e,1,12,44,7.0,2.0,6.0,39,0,0,890,0.0
10280,3a2a08b1,0,4,2,1.0,1.0,1.0,1,2,2,4,0.0
10283,3a31bf2b,0,262,58,97.0,19.0,49.0,13,58,44,262,0.0
10310,3a60a800,0,128,75,72.0,12.0,37.0,15,75,3,128,1.0
10316,3a69e071,0,55,4,44.0,6.0,23.0,3,4,1,55,0.0
10339,3a8aecb6,0,22,63,6.0,3.0,4.0,3,63,2,22,1.0
10340,3a8b823c,0,2,45,0.0,0.0,0.0,1,45,45,2,0.0
10365,3aada25a,0,18,3,2.0,2.0,2.0,2,3,2,18,0.0
10367,3aaf4e5a,0,181,85,89.0,13.0,53.0,21,85,1,181,0.0
10372,3ab56a1b,0,171,19,113.0,17.0,48.0,8,19,1,171,0.0
10374,3ab87cd5,0,6,6,1.0,1.0,1.0,1,6,6,6,0.0
10385,3ad1cd2d,0,4,9,1.0,1.0,1.0,1,9,9,4,0.0
10405,3af60bb5,0,150,50,52.0,18.0,30.0,20,50,0,150,1.0
10409,3afadbba,0,15,17,4.0,1.0,2.0,2,17,16,15,0.0
10415,3b01658a,0,96,129,12.0,5.0,9.0,8,129,58,96,1.0
10434,3b242f08,0,34,4,10.0,4.0,5.0,2,4,2,34,0.0
10442,3b30b12c,0,59,28,19.0,8.0,10.0,4,28,3,59,1.0
10445,3b34780f,0,388,55,217.0,24.0,84.0,26,55,3,388,0.0
10479,3b612bf0,0,14,59,1.0,1.0,1.0,1,59,59,14,0.0
10506,3b94311d,0,6,11,1.0,1.0,1.0,1,11,11,6,0.0
10518,3bad42d9,0,30,8,22.0,7.0,17.0,2,8,8,30,0.0
10530,3bbc10df,0,37,31,13.0,3.0,5.0,3,31,2,37,0.0
10540,3bcab77a,0,4,14,1.0,1.0,1.0,1,14,14,4,0.0
10572,3bf6381d,0,34,18,15.0,6.0,10.0,2,18,14,34,1.0
10587,3c034af7,0,26,34,5.0,4.0,5.0,4,34,1,26,0.0
10591,3c08b038,0,49,16,34.0,8.0,24.0,2,16,2,49,0.0
10610,3c1fad7f,0,14,11,5.0,2.0,4.0,2,11,10,14,0.0
10638,3c3b4ad8,0,76,7,44.0,15.0,26.0,6,7,1,76,1.0
10643,3c49ff98,0,9,37,2.0,2.0,2.0,1,37,37,9,1.0
10652,3c5d28e4,0,178,9,116.0,5.0,32.0,10,9,2,178,0.0
10653,3c5d3782,0,21,16,7.0,3.0,3.0,1,16,16,21,0.0
10659,3c64c5cb,0,4,7,1.0,1.0,1.0,1,7,7,4,0.0
10674,3c8232a3,0,14,29,4.0,3.0,3.0,4,29,1,14,0.0
10697,3ca23ad5,0,14,3,10.0,2.0,7.0,1,3,3,14,0.0
10738,3cd434ec,1,421,80,361.0,36.0,139.0,69,42,2,1480,1.0
10751,3ce7f009,0,11,15,4.0,1.0,2.0,3,15,1,11,0.0
10756,3ceb7bd8,0,96,27,24.0,4.0,10.0,5,27,0,96,1.0
10762,3cee24fc,1,22,4,4.0,2.0,4.0,7,3,0,55,0.0
10777,3cfb2d02,1,6,12,1.0,1.0,1.0,2,11,5,24,0.0
10791,3d103a65,1,47,34,10.0,4.0,10.0,17,34,2,56,0.0
10804,3d20c133,0,4,13,1.0,1.0,1.0,1,13,13,4,0.0
10824,3d344a01,0,3,15,1.0,1.0,1.0,1,15,15,3,0.0
10825,3d376b3f,0,22,3,16.0,7.0,14.0,1,3,3,22,0.0
10852,3d549e56,0,30,14,14.0,5.0,9.0,1,14,14,30,0.0
10859,3d6633f5,0,34,0,6.0,3.0,3.0,2,0,0,34,0.0
10868,3d750965,2,2,4,0.0,0.0,0.0,1,4,4,13,0.0
10884,3d89013c,0,270,11,146.0,6.0,57.0,24,11,0,270,0.0
10908,3db202a9,0,12,0,6.0,1.0,5.0,1,0,0,12,0.0
10933,3dd0f8ee,0,99,51,48.0,12.0,35.0,5,51,5,99,0.0
10942,3ddf8042,0,11,8,7.0,1.0,6.0,1,8,8,11,0.0
10946,3de50385,0,10,26,4.0,1.0,2.0,1,26,26,10,1.0
11022,3e56a762,0,49,2,27.0,2.0,17.0,3,2,0,49,0.0
11030,3e630208,0,36,0,12.0,5.0,8.0,1,0,0,36,0.0
11034,3e68e775,0,87,147,38.0,5.0,25.0,13,147,9,87,0.0
11041,3e7085c4,0,89,29,74.0,16.0,50.0,2,29,9,89,1.0
11056,3e89226c,0,30,67,8.0,7.0,8.0,5,67,3,30,1.0
11060,3e8ba2eb,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
11077,3ea591d6,0,122,91,51.0,7.0,26.0,18,91,13,122,0.0
11114,3ede51cc,0,50,7,29.0,12.0,21.0,3,7,0,50,0.0
11146,3f0a7c32,0,5,14,1.0,1.0,1.0,1,14,14,5,0.0
11160,3f15358e,0,50,114,30.0,6.0,17.0,6,114,89,50,1.0
11178,3f36f53e,2,26,124,2.0,2.0,2.0,7,6,1,85,1.0
11180,3f40a2fc,0,11,11,7.0,1.0,3.0,1,11,11,11,0.0
11181,3f41b801,0,21,90,7.0,2.0,4.0,5,90,57,21,1.0
11218,3f6b2576,0,34,3,25.0,3.0,11.0,1,3,3,34,0.0
11222,3f722ffd,0,72,3,23.0,4.0,15.0,7,3,0,72,1.0
11226,3f778dc5,0,42,7,28.0,2.0,12.0,2,7,6,42,1.0
11229,3f7851f0,1,37,87,9.0,4.0,6.0,10,15,0,141,0.0
11230,3f7879ec,0,15,12,11.0,1.0,6.0,1,12,12,15,0.0
11252,3f9154ee,0,119,14,62.0,9.0,38.0,13,14,0,119,0.0
11259,3f9dc883,0,35,16,27.0,2.0,13.0,1,16,16,35,0.0
11272,3fb260e3,0,71,34,20.0,12.0,17.0,7,34,0,71,1.0
11274,3fb60210,0,35,12,22.0,8.0,17.0,2,12,0,35,1.0
11292,3fd161b1,0,44,29,30.0,5.0,23.0,5,29,2,44,0.0
11303,3fdb3249,0,4,3,1.0,1.0,1.0,1,3,3,4,0.0
11330,40049170,1,21,13,6.0,2.0,5.0,13,10,3,75,0.0
11348,401aa1c2,0,7,5,3.0,2.0,3.0,1,5,5,7,0.0
11377,4041750d,0,79,52,33.0,9.0,25.0,6,52,15,79,0.0
11398,4069c551,0,9,10,6.0,6.0,6.0,1,10,10,9,0.0
11417,4084a847,0,8,3,2.0,1.0,1.0,1,3,3,8,0.0
11441,40a68b39,0,226,42,139.0,24.0,63.0,13,42,3,226,1.0
11505,40f59c58,0,24,3,10.0,4.0,6.0,3,3,2,24,0.0
11513,40fe616c,1,65,137,8.0,4.0,7.0,12,126,21,106,1.0
11523,410693dc,2,4,31,0.0,0.0,0.0,8,12,10,77,0.0
11539,41169133,0,88,13,60.0,12.0,39.0,7,13,1,88,1.0
11544,4118be94,0,12,14,1.0,1.0,1.0,3,14,9,12,0.0
11559,412c10b7,0,299,133,137.0,33.0,75.0,36,133,0,299,1.0
11560,412c80d5,0,47,7,22.0,4.0,12.0,2,7,0,47,1.0
11585,4154ffae,0,38,23,14.0,7.0,14.0,2,23,6,38,1.0
11598,4167535c,0,40,63,7.0,2.0,6.0,13,63,19,40,1.0
11609,4176ddce,0,128,105,101.0,15.0,52.0,7,105,1,128,0.0
11623,4185c896,0,41,15,23.0,5.0,15.0,4,15,12,41,0.0
11642,4198bcd3,0,93,13,80.0,7.0,39.0,3,13,12,93,0.0
11675,41cbe4f3,0,40,57,15.0,8.0,10.0,2,57,57,40,1.0
11694,41e86abe,0,4,1,1.0,1.0,1.0,1,1,1,4,0.0
11699,41f0717f,0,20,23,11.0,3.0,10.0,2,23,23,20,1.0
11708,4202bf6d,0,24,11,20.0,4.0,19.0,1,11,11,24,1.0
11709,42045acb,0,15,27,2.0,1.0,1.0,3,27,5,15,1.0
11714,42082ac6,0,58,1,49.0,9.0,32.0,1,1,1,58,0.0
11718,42107bdd,0,53,14,18.0,6.0,12.0,3,14,1,53,0.0
11762,4248b233,0,74,17,47.0,8.0,28.0,7,17,1,74,0.0
11772,4263d273,0,11,15,4.0,2.0,2.0,1,15,15,11,0.0
11784,426f05af,1,20,7,3.0,1.0,3.0,10,6,0,42,0.0
11787,4276d5de,0,428,88,129.0,17.0,46.0,55,88,0,428,1.0
11792,427ec382,0,1,2,0.0,0.0,0.0,1,2,2,1,0.0
11799,4283f064,5,34,1,30.0,14.0,25.0,5,0,0,315,1.0
11820,42934000,0,23,31,12.0,2.0,6.0,2,31,20,23,1.0
11838,42af8d27,0,34,4,8.0,2.0,3.0,2,4,4,34,0.0
11873,42dd0fb5,0,20,24,8.0,2.0,7.0,5,24,0,20,0.0
11895,42fdb019,1,17,63,4.0,2.0,3.0,22,15,9,206,0.0
11917,431a7bd7,0,15,2,2.0,1.0,2.0,1,2,2,15,0.0
11924,4326457c,0,35,3,13.0,2.0,6.0,2,3,3,35,0.0
11935,433d799f,0,66,29,36.0,7.0,21.0,11,29,0,66,1.0
11979,43790d8f,0,76,13,62.0,21.0,47.0,2,13,2,76,1.0
12016,43a41870,0,9,4,3.0,1.0,1.0,2,4,4,9,0.0
12021,43a9e70f,1,426,72,276.0,36.0,108.0,65,68,0,548,1.0
12034,43b77600,0,2,8,0.0,0.0,0.0,1,8,8,2,1.0
12046,43d76288,1,5,26,2.0,1.0,1.0,6,4,4,43,0.0
12083,4404ae1f,0,23,31,4.0,1.0,3.0,4,31,11,23,0.0
12095,4423462b,0,11,2,5.0,1.0,3.0,1,2,2,11,0.0
12136,445b333c,3,12,4,1.0,1.0,1.0,8,3,0,39,1.0
12139,4463dc28,0,111,84,40.0,6.0,26.0,4,84,3,111,1.0
12141,4467298f,0,1,0,0.0,0.0,0.0,1,0,0,1,0.0
12146,44699b60,3,140,148,97.0,12.0,36.0,43,13,0,510,1.0
12151,4473207f,0,198,80,90.0,8.0,46.0,10,80,15,198,0.0
12184,44a0af1c,1,349,55,95.0,20.0,64.0,78,55,7,350,1.0
12214,44c8d94f,0,4,14,1.0,1.0,1.0,1,14,14,4,0.0
12229,44d60643,0,13,12,3.0,1.0,2.0,3,12,5,13,0.0
12232,44d76ed6,1,377,72,233.0,28.0,124.0,49,15,2,753,0.0
12246,44ef34f4,0,12,28,2.0,1.0,1.0,1,28,28,12,1.0
12256,44fd5bd1,0,44,62,30.0,11.0,16.0,2,62,55,44,1.0
12266,4504bef1,3,270,105,155.0,16.0,77.0,66,22,1,611,1.0
12316,45422088,0,103,36,63.0,7.0,22.0,1,36,36,103,1.0
12335,455bfbc9,0,546,140,468.0,22.0,199.0,26,140,0,546,0.0
12336,455e23a9,0,16,131,5.0,5.0,5.0,2,131,37,16,1.0
12352,456ead1b,0,138,41,100.0,20.0,66.0,10,41,2,138,1.0
12378,45a1fa0d,0,19,11,7.0,4.0,5.0,3,11,10,19,1.0
12379,45a66d74,0,336,107,165.0,25.0,83.0,22,107,0,336,1.0
12400,45c36f3f,0,24,12,18.0,10.0,16.0,1,12,12,24,0.0
12421,45d85d98,0,7,83,3.0,1.0,1.0,1,83,83,7,0.0
12424,45dada58,0,7,84,0.0,0.0,0.0,3,84,32,7,0.0
12439,45f982b8,0,25,8,9.0,3.0,3.0,3,8,8,25,0.0
12471,462a5978,0,54,13,34.0,8.0,25.0,5,13,0,54,0.0
12479,4636ee0e,0,5,3,1.0,1.0,1.0,1,3,3,6,1.0
12496,4646796c,0,8,57,2.0,1.0,2.0,2,57,35,8,1.0
12534,467dff6b,0,94,52,61.0,14.0,37.0,13,52,2,94,1.0
12552,469e2874,0,57,18,22.0,13.0,17.0,4,18,12,57,0.0
12567,46af4cd0,1,97,39,7.0,7.0,7.0,67,37,16,153,1.0
12576,46c17010,0,60,9,47.0,6.0,30.0,3,9,6,60,1.0
12591,46d4d96c,0,4,10,0.0,0.0,0.0,1,10,10,4,1.0
12605,46ec6279,0,30,13,8.0,2.0,6.0,2,13,13,30,0.0
12622,471d00ac,0,7,14,3.0,1.0,3.0,1,14,14,8,0.0
12624,471ec840,0,4,8,1.0,1.0,1.0,1,8,8,4,0.0
12627,472780ac,0,49,38,22.0,6.0,14.0,7,38,15,49,0.0
12633,47403d42,0,123,22,109.0,28.0,72.0,2,22,12,123,0.0
12654,4759b4df,0,43,13,16.0,4.0,12.0,3,13,6,43,1.0
12727,47c33c75,0,151,55,48.0,10.0,27.0,19,55,0,151,1.0
12746,47f028b2,0,29,4,4.0,3.0,3.0,1,4,4,29,0.0
12760,47fed056,0,17,13,5.0,1.0,2.0,2,13,10,17,0.0
12766,48071045,0,384,26,157.0,29.0,69.0,18,26,0,384,1.0
12771,4811034b,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
12799,48365039,0,47,6,36.0,7.0,21.0,1,6,6,47,0.0
12807,48488f7d,0,136,12,71.0,7.0,37.0,15,12,0,136,1.0
12842,48716370,11,15,15,12.0,2.0,12.0,17,1,1,184,1.0
12847,487c82f8,0,2,2,0.0,0.0,0.0,1,2,2,2,0.0
12863,48971f23,0,95,135,21.0,8.0,14.0,12,135,29,95,1.0
12878,48ae5e12,0,45,56,20.0,5.0,12.0,4,56,25,45,0.0
12897,48c9dc93,0,8,5,0.0,0.0,0.0,2,5,4,8,0.0
12951,49179d29,0,6,0,2.0,1.0,2.0,2,0,0,6,1.0
12957,4927a019,0,300,9,241.0,10.0,78.0,15,9,1,300,0.0
12976,493f068a,0,408,140,141.0,45.0,91.0,35,140,31,408,1.0
13015,496ef3e5,4,21,78,6.0,4.0,6.0,4,56,7,35,1.0
13061,49a64927,0,25,9,12.0,4.0,9.0,1,9,9,25,0.0
13154,4a16b28f,0,160,2,129.0,8.0,47.0,4,2,0,160,0.0
13186,4a473eb7,0,89,65,50.0,5.0,24.0,9,65,1,89,1.0
13202,4a635360,3,2,77,0.0,0.0,0.0,23,1,1,386,1.0
13214,4a7347e3,0,59,97,15.0,5.0,8.0,8,97,9,59,0.0
13217,4a767d63,0,4,33,1.0,1.0,1.0,1,33,33,4,0.0
13220,4a78636f,0,26,72,10.0,2.0,6.0,4,72,9,26,1.0
