,person,cant_sesiones_inac45MIN_ult_9999_dias,promedio_sesiones_sec_inac45MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac45MIN_ult_9999_dias,cant_sesiones_inac45MIN_ult_30_dias,promedio_sesiones_sec_inac45MIN_ult_30_dias,tiempo_total_sesiones_sec_inac45MIN_ult_30_dias,cant_sesiones_inac45MIN_ult_25_dias,promedio_sesiones_sec_inac45MIN_ult_25_dias,tiempo_total_sesiones_sec_inac45MIN_ult_25_dias,cant_sesiones_inac45MIN_ult_20_dias,promedio_sesiones_sec_inac45MIN_ult_20_dias,tiempo_total_sesiones_sec_inac45MIN_ult_20_dias,cant_sesiones_inac45MIN_ult_15_dias,promedio_sesiones_sec_inac45MIN_ult_15_dias,tiempo_total_sesiones_sec_inac45MIN_ult_15_dias,cant_sesiones_inac45MIN_ult_10_dias,promedio_sesiones_sec_inac45MIN_ult_10_dias,tiempo_total_sesiones_sec_inac45MIN_ult_10_dias,cant_sesiones_inac45MIN_ult_5_dias,promedio_sesiones_sec_inac45MIN_ult_5_dias,tiempo_total_sesiones_sec_inac45MIN_ult_5_dias,cant_sesiones_inac45MIN_ult_1_dias,promedio_sesiones_sec_inac45MIN_ult_1_dias,tiempo_total_sesiones_sec_inac45MIN_ult_1_dias,cant_sesiones_inac30MIN_ult_9999_dias,promedio_sesiones_sec_inac30MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac30MIN_ult_9999_dias,cant_sesiones_inac30MIN_ult_30_dias,promedio_sesiones_sec_inac30MIN_ult_30_dias,tiempo_total_sesiones_sec_inac30MIN_ult_30_dias,cant_sesiones_inac30MIN_ult_25_dias,promedio_sesiones_sec_inac30MIN_ult_25_dias,tiempo_total_sesiones_sec_inac30MIN_ult_25_dias,cant_sesiones_inac30MIN_ult_20_dias,promedio_sesiones_sec_inac30MIN_ult_20_dias,tiempo_total_sesiones_sec_inac30MIN_ult_20_dias,cant_sesiones_inac30MIN_ult_15_dias,promedio_sesiones_sec_inac30MIN_ult_15_dias,tiempo_total_sesiones_sec_inac30MIN_ult_15_dias,cant_sesiones_inac30MIN_ult_10_dias,promedio_sesiones_sec_inac30MIN_ult_10_dias,tiempo_total_sesiones_sec_inac30MIN_ult_10_dias,cant_sesiones_inac30MIN_ult_5_dias,promedio_sesiones_sec_inac30MIN_ult_5_dias,tiempo_total_sesiones_sec_inac30MIN_ult_5_dias,cant_sesiones_inac30MIN_ult_1_dias,promedio_sesiones_sec_inac30MIN_ult_1_dias,tiempo_total_sesiones_sec_inac30MIN_ult_1_dias,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,mod_mas_visto_ult_9999_dias,total_vistos_ult_9999_dias,%_mas_visto_ult_9999_dias,mod_mas_visto_ult_30_dias,total_vistos_ult_30_dias,%_mas_visto_ult_30_dias,mod_mas_visto_ult_25_dias,total_vistos_ult_25_dias,%_mas_visto_ult_25_dias,mod_mas_visto_ult_20_dias,total_vistos_ult_20_dias,%_mas_visto_ult_20_dias,mod_mas_visto_ult_15_dias,total_vistos_ult_15_dias,%_mas_visto_ult_15_dias,mod_mas_visto_ult_10_dias,total_vistos_ult_10_dias,%_mas_visto_ult_10_dias,mod_mas_visto_ult_5_dias,total_vistos_ult_5_dias,%_mas_visto_ult_5_dias,mod_mas_visto_ult_1_dias,total_vistos_ult_1_dias,%_mas_visto_ult_1_dias,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,check_ult_9999_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,ult_checkout_dias,ult_checkout_segundos,mod_dist_check_ult_9999_dias,mod_dist_check_ult_30_dias,mod_dist_check_ult_25_dias,mod_dist_check_ult_20_dias,mod_dist_check_ult_15_dias,mod_dist_check_ult_10_dias,mod_dist_check_ult_5_dias,mod_dist_check_ult_1_dias,act_ult_9999_dias,act_ult_30_dias,act_ult_25_dias,act_ult_20_dias,act_ult_15_dias,act_ult_10_dias,act_ult_5_dias,act_ult_1_dias,conv_ult_9999_dias,conv_ult_30_dias,conv_ult_25_dias,conv_ult_20_dias,conv_ult_15_dias,conv_ult_10_dias,conv_ult_5_dias,conv_ult_1_dias,country_0,country_1,country_2,country_3,country_4,country_5,country_6,region_0,region_1,region_2,region_3,region_4,region_5,region_6,region_7,city_0,city_1,city_2,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,label
23954,9e9a9651,1,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,0.0,0.0,0.0,1,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,1.0,176.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,0.0,0.0,0.0,0,0,13,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,258717.00000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
23960,9ea5dedf,2,264.0,528.0,2.0,264.0,528.0,2.0,264.0,528.0,1.0,441.0,441.0,1.0,441.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,264.0,528.0,2.0,264.0,528.0,2.0,264.0,528.0,1.0,441.0,441.0,1.0,441.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,7.0,10.0,0.7,7.0,10.0,0.7,7.0,10.0,0.7,7.0,9.0,0.7777777777777778,7.0,9.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,23,14,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,24.0,24.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1.0
24007,9ee8b95d,12,243.00000000000003,2918.0,12.0,243.00000000000003,2918.0,12.0,243.00000000000003,2918.0,12.0,243.00000000000003,2918.0,12.0,243.00000000000003,2918.0,7.0,365.0,2553.0,2.0,1075.0,2150.0,0.0,0.0,0.0,12,243.00000000000003,2918.0,12.0,243.00000000000003,2918.0,12.0,243.00000000000003,2918.0,12.0,243.00000000000003,2918.0,12.0,243.00000000000003,2918.0,7.0,365.0,2553.0,2.0,1075.0,2150.0,0.0,0.0,0.0,22.0,1.0,0.0,23.0,0.9565217391304348,0.0,0.043478260869565216,23.0,7.0,12.0,11.0,23.0,0.4782608695652174,11.0,23.0,0.4782608695652174,11.0,23.0,0.4782608695652174,11.0,23.0,0.4782608695652174,11.0,23.0,0.4782608695652174,6.0,11.0,0.5454545454545454,2.0,5.0,0.4,0.0,0.0,0.0,0,0,50,11,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50.0,50.0,50.0,50.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1.0
24034,9f0ca520,1,68.0,68.0,1.0,68.0,68.0,1.0,68.0,68.0,1.0,68.0,68.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,68.0,68.0,1.0,68.0,68.0,1.0,68.0,68.0,1.0,68.0,68.0,1.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,10,10,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,876493.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0
24044,9f26665b,4,259.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,259.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0,8.0,4.0,6.0,3.0,8.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,76,47,76,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,4304817.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.0
24073,9f58eccb,8,603.0,4821.0,4.0,969.0000000000001,3876.0000000000005,4.0,969.0000000000001,3876.0000000000005,4.0,969.0000000000001,3876.0000000000005,4.0,969.0000000000001,3876.0000000000005,4.0,969.0000000000001,3876.0000000000005,1.0,3316.0,3316.0,0.0,0.0,0.0,9,245.00000000000003,2209.0,5.0,253.00000000000003,1264.0,5.0,253.00000000000003,1264.0,5.0,253.00000000000003,1264.0,5.0,253.00000000000003,1264.0,5.0,253.00000000000003,1264.0,2.0,352.0,704.0,0.0,0.0,0.0,1.0,103.0,0.0,104.0,0.009615384615384616,0.0,0.9903846153846154,105.0,8.0,40.0,42.0,105.0,0.4,31.0,44.0,0.7045454545454546,31.0,44.0,0.7045454545454546,31.0,44.0,0.7045454545454546,31.0,44.0,0.7045454545454546,31.0,44.0,0.7045454545454546,7.0,7.0,1.0,0.0,0.0,0.0,2,0,63,9,3,100,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,290356.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,146,63.0,63.0,63.0,63.0,63.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1.0
24101,9f85f3bf,17,1706.0,28997.0,17.0,1706.0,28997.0,15.0,1787.0,26801.0,14.0,1876.0000000000002,26260.0,9.0,1918.0000000000002,17261.0,5.0,1137.0,5685.0,1.0,1180.0,1180.0,0.0,0.0,0.0,20,1107.0,22149.0,20.0,1107.0,22149.0,18.0,1108.0,19953.0,17.0,1142.0,19412.0,11.0,1173.0,12907.0,6.0,589.0,3534.0,1.0,1180.0,1180.0,0.0,0.0,0.0,256.0,32.0,4.0,292.0,0.8767123287671232,0.0136986301369863,0.1095890410958904,300.0,45.0,146.0,46.0,300.0,0.15333333333333332,46.0,300.0,0.15333333333333332,40.0,254.0,0.15748031496062992,40.0,243.0,0.1646090534979424,33.0,152.0,0.21710526315789475,8.0,41.0,0.1951219512195122,5.0,12.0,0.4166666666666667,0.0,0.0,0.0,0,0,379,29,1,29,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,972058.0000000001,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,379,379.0,321.0,307.0,197.0,60.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1.0
24111,9f98e0ea,7,1044.0,7306.000000000001,3.0,1507.0,4522.0,3.0,1507.0,4522.0,3.0,1507.0,4522.0,3.0,1507.0,4522.0,3.0,1507.0,4522.0,3.0,1507.0,4522.0,2.0,2192.0,4383.0,8,593.0,4742.0,4.0,490.00000000000006,1958.0000000000002,4.0,490.00000000000006,1958.0000000000002,4.0,490.00000000000006,1958.0000000000002,4.0,490.00000000000006,1958.0000000000002,4.0,490.00000000000006,1958.0000000000002,4.0,490.00000000000006,1958.0000000000002,3.0,606.0,1819.0,2.0,2.0,5.0,9.0,0.2222222222222222,0.5555555555555556,0.2222222222222222,15.0,9.0,12.0,5.0,15.0,0.3333333333333333,5.0,11.0,0.45454545454545453,5.0,11.0,0.45454545454545453,5.0,11.0,0.45454545454545453,5.0,11.0,0.45454545454545453,5.0,11.0,0.45454545454545453,5.0,11.0,0.45454545454545453,5.0,10.0,0.5,0,0,81,71,0,71,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,26998.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,81,39.0,39.0,39.0,39.0,39.0,39.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0
24119,9fa3ee4e,2,36.0,72.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,36.0,72.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,34,11,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
24130,9fb24eca,1,197.0,197.0,1.0,197.0,197.0,1.0,197.0,197.0,1.0,197.0,197.0,1.0,197.0,197.0,1.0,197.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,1,197.0,197.0,1.0,197.0,197.0,1.0,197.0,197.0,1.0,197.0,197.0,1.0,197.0,197.0,1.0,197.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,4.0,0.75,3.0,4.0,0.75,3.0,4.0,0.75,3.0,4.0,0.75,3.0,4.0,0.75,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13,7,7,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,610355.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,13,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0.0
24137,9fbc9d91,7,311.0,2180.0,1.0,537.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,311.0,2180.0,1.0,537.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,14.0,0.9285714285714286,0.0,0.07142857142857142,14.0,4.0,9.0,6.0,14.0,0.42857142857142855,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,115,28,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0
24144,9fc502eb,2,170.0,341.0,2.0,170.0,341.0,2.0,170.0,341.0,2.0,170.0,341.0,1.0,252.00000000000003,252.00000000000003,1.0,252.00000000000003,252.00000000000003,1.0,252.00000000000003,252.00000000000003,1.0,252.00000000000003,252.00000000000003,2,170.0,341.0,2.0,170.0,341.0,2.0,170.0,341.0,2.0,170.0,341.0,1.0,252.00000000000003,252.00000000000003,1.0,252.00000000000003,252.00000000000003,1.0,252.00000000000003,252.00000000000003,1.0,252.00000000000003,252.00000000000003,12.0,0.0,0.0,12.0,1.0,0.0,0.0,12.0,1.0,4.0,12.0,12.0,1.0,12.0,12.0,1.0,12.0,12.0,1.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,16,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,22.0,22.0,22.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.0
24145,9fca071a,1,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,1.0,461.00000000000006,461.00000000000006,8.0,0.0,0.0,8.0,1.0,0.0,0.0,8.0,1.0,4.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,8.0,1.0,1,0,7,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,23886.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
24190,a008b5c4,3,267.0,800.0,3.0,267.0,800.0,3.0,267.0,800.0,3.0,267.0,800.0,3.0,267.0,800.0,3.0,267.0,800.0,2.0,396.0,791.0,0.0,0.0,0.0,3,267.0,800.0,3.0,267.0,800.0,3.0,267.0,800.0,3.0,267.0,800.0,3.0,267.0,800.0,3.0,267.0,800.0,2.0,396.0,791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,7.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0,0,19,9,1,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,116774.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19,19.0,19.0,19.0,19.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0
24206,a01b3dbf,13,685.0,8905.0,4.0,614.0,2458.0,3.0,819.0,2456.0,3.0,819.0,2456.0,3.0,819.0,2456.0,3.0,819.0,2456.0,0.0,0.0,0.0,0.0,0.0,0.0,14,473.00000000000006,6626.0,4.0,614.0,2458.0,3.0,819.0,2456.0,3.0,819.0,2456.0,3.0,819.0,2456.0,3.0,819.0,2456.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,68.0,1.0,0.0,0.0,68.0,5.0,24.0,43.0,68.0,0.6323529411764706,14.0,26.0,0.5384615384615384,14.0,25.0,0.56,14.0,25.0,0.56,14.0,25.0,0.56,14.0,25.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,1,0,86,36,5,36,5.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,437723.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,157,66.0,63.0,63.0,63.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0
24231,a0536716,1,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,0.0,0.0,0.0,1,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,1.0,516.0,516.0,0.0,0.0,0.0,17.0,4.0,2.0,23.0,0.7391304347826086,0.08695652173913043,0.17391304347826086,25.0,15.0,22.0,4.0,25.0,0.16,4.0,25.0,0.16,4.0,25.0,0.16,4.0,25.0,0.16,4.0,25.0,0.16,4.0,25.0,0.16,4.0,25.0,0.16,0.0,0.0,0.0,0,0,32,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0.0
24306,a0b2e467,1,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,81,81,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1.0
24326,a0de02fd,1,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,1.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,6,6,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,542662.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0
24359,a1182406,19,500.00000000000006,9499.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,19,500.00000000000006,9499.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,1.0,839.0,839.0,22.0,327.0,39.0,388.0,0.05670103092783505,0.10051546391752578,0.8427835051546392,406.0,39.0,153.0,187.0,406.0,0.4605911330049261,7.0,26.0,0.2692307692307692,7.0,26.0,0.2692307692307692,7.0,26.0,0.2692307692307692,7.0,26.0,0.2692307692307692,7.0,26.0,0.2692307692307692,7.0,26.0,0.2692307692307692,7.0,26.0,0.2692307692307692,3,0,76,71,0,125,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,6228585.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461,29.0,29.0,29.0,29.0,29.0,29.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1.0
24360,a11be3a7,4,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,0.0,0.0,0.0,4,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,4.0,432.0,1728.0,0.0,0.0,0.0,7.0,16.0,0.0,23.0,0.30434782608695654,0.0,0.6956521739130435,23.0,9.0,14.0,5.0,23.0,0.21739130434782608,5.0,23.0,0.21739130434782608,5.0,23.0,0.21739130434782608,5.0,23.0,0.21739130434782608,5.0,23.0,0.21739130434782608,5.0,23.0,0.21739130434782608,5.0,23.0,0.21739130434782608,0.0,0.0,0.0,0,0,76,4,3,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,368763.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,76,76.0,76.0,76.0,76.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0.0
