,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,#act_ult30dias,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
5792,20ab9441,0,9,7,5.0,1.0,4.0,2,9.0,7,6,9,0.0
5825,20dadf21,0,2,1,1.0,1.0,1.0,1,2.0,1,1,2,1.0
5838,20f19665,0,6,1,2.0,1.0,1.0,1,6.0,1,1,6,0.0
5845,20f602c7,0,29,1,22.0,8.0,17.0,1,29.0,1,0,29,1.0
5862,210fd6d9,0,4,51,0.0,0.0,0.0,1,0.0,51,51,4,1.0
5865,21130ceb,0,46,27,29.0,5.0,18.0,5,46.0,27,24,46,1.0
5916,214c95b5,0,6,22,2.0,1.0,1.0,2,6.0,22,16,6,1.0
5927,21586a4c,0,122,23,56.0,4.0,24.0,18,122.0,23,12,122,0.0
5955,2188ef7b,0,69,8,24.0,11.0,15.0,5,69.0,8,3,69,0.0
5959,219007c6,0,24,19,18.0,13.0,16.0,2,24.0,19,16,24,0.0
5993,21ccd6d4,0,31,2,4.0,3.0,4.0,1,31.0,2,1,31,0.0
5994,21ce1c9b,0,13,4,11.0,1.0,9.0,1,13.0,4,4,13,0.0
5999,21d14663,0,17,91,4.0,1.0,4.0,5,13.0,91,3,17,0.0
6016,21f5eeda,0,13,1,4.0,2.0,3.0,2,13.0,1,0,13,1.0
6017,21f67ee5,0,3,47,1.0,1.0,1.0,1,0.0,47,47,3,1.0
6026,220b5c19,0,11,6,4.0,3.0,3.0,2,11.0,6,5,11,0.0
6040,2223726b,1,3,9,0.0,0.0,0.0,2,43.0,9,9,43,0.0
6052,22369d58,0,13,11,1.0,1.0,1.0,2,13.0,11,11,13,0.0
6063,2244c3a4,2,22,7,3.0,3.0,3.0,4,58.0,7,1,58,0.0
6082,2260ca72,0,6,1,2.0,2.0,2.0,2,6.0,1,1,6,1.0
6099,2280ebc0,0,153,25,73.0,21.0,37.0,12,153.0,25,1,153,1.0
6101,22831d56,0,10,5,3.0,1.0,2.0,1,11.0,5,5,11,1.0
6136,22b0bd67,1,2,20,0.0,0.0,0.0,1,45.0,20,20,45,1.0
6140,22b9085f,0,341,11,197.0,29.0,82.0,7,341.0,11,6,341,1.0
6155,22cfc3f5,0,127,133,72.0,12.0,37.0,9,56.0,133,4,127,1.0
6181,22f7466d,0,10,3,1.0,1.0,1.0,2,10.0,3,3,10,1.0
6193,230f09a6,0,177,9,125.0,4.0,25.0,19,177.0,9,0,177,1.0
6196,23189c9f,0,21,6,7.0,3.0,5.0,3,21.0,6,2,21,0.0
6230,234a8e4d,0,175,24,81.0,14.0,21.0,49,175.0,24,1,175,1.0
6231,234b346a,0,7,7,2.0,1.0,1.0,1,7.0,7,7,7,0.0
6241,235a3695,0,523,83,320.0,42.0,156.0,24,168.0,83,13,523,0.0
6292,23982377,0,79,12,32.0,5.0,13.0,5,79.0,12,12,79,0.0
6293,2398acfa,0,13,13,4.0,1.0,1.0,2,13.0,13,9,13,0.0
6298,23a07664,0,54,63,32.0,7.0,21.0,6,15.0,63,0,54,0.0
6300,23a215d7,0,38,12,23.0,10.0,15.0,5,38.0,12,10,38,0.0
6302,23a620aa,0,48,40,14.0,6.0,9.0,7,10.0,40,13,48,0.0
6304,23a7e315,0,16,20,9.0,1.0,3.0,1,16.0,20,20,16,0.0
6312,23adaf89,0,109,15,94.0,25.0,70.0,4,109.0,15,9,109,0.0
6327,23c4e476,0,31,12,9.0,1.0,5.0,7,31.0,12,6,31,0.0
6332,23cdd235,0,9,1,3.0,2.0,3.0,2,9.0,1,0,9,0.0
6347,23e57345,0,329,21,242.0,8.0,78.0,9,329.0,21,13,329,0.0
6372,24120769,0,6,7,2.0,2.0,2.0,1,6.0,7,7,6,1.0
6378,241927f1,0,57,64,27.0,8.0,18.0,3,0.0,64,32,57,0.0
6393,24344cdd,0,26,46,3.0,2.0,2.0,4,19.0,46,2,26,0.0
6411,24458407,0,41,21,14.0,5.0,11.0,3,41.0,21,9,41,0.0
6430,2456f397,0,94,8,24.0,14.0,18.0,6,94.0,8,4,94,0.0
6436,245a1763,0,3,3,0.0,0.0,0.0,1,3.0,3,3,3,0.0
6444,246254c0,0,3,1,0.0,0.0,0.0,1,3.0,1,1,3,0.0
6467,247b20ac,0,95,63,70.0,4.0,30.0,18,70.0,63,1,95,0.0
6470,247d7651,0,33,14,25.0,4.0,16.0,2,33.0,14,11,33,0.0
6475,2486de05,1,98,44,50.0,4.0,18.0,10,98.0,27,3,136,1.0
6495,24aaa37f,0,3,22,1.0,1.0,1.0,1,3.0,22,22,3,1.0
6501,24b515a9,0,22,27,9.0,6.0,6.0,2,22.0,27,26,22,1.0
6520,24cd912d,0,28,0,13.0,10.0,10.0,1,28.0,0,0,28,1.0
6553,2501a39b,0,29,0,26.0,3.0,16.0,1,29.0,0,0,29,1.0
6618,255ef88b,0,32,75,10.0,7.0,8.0,2,24.0,75,8,32,0.0
6619,255f8608,0,5,13,2.0,1.0,1.0,1,5.0,13,13,5,0.0
6626,257452e7,0,89,97,71.0,7.0,37.0,8,60.0,97,2,89,0.0
6627,2576d981,0,56,73,25.0,18.0,21.0,4,0.0,73,65,56,1.0
6684,25cb8185,1,2,59,1.0,1.0,1.0,12,60.0,1,1,148,1.0
6700,25e4a370,0,3,0,1.0,1.0,1.0,1,3.0,0,0,3,1.0
6750,26232807,0,28,137,9.0,5.0,7.0,4,15.0,137,5,28,1.0
6782,263752c6,0,70,2,57.0,11.0,40.0,2,70.0,2,1,70,0.0
6787,263fc56f,0,28,13,11.0,4.0,4.0,2,28.0,13,8,28,0.0
6838,2680db9e,0,12,5,4.0,1.0,3.0,2,12.0,5,5,12,0.0
6851,26a30a4a,1,6,3,1.0,1.0,1.0,4,52.0,1,1,52,1.0
6885,26d0a261,0,49,36,15.0,7.0,11.0,4,28.0,36,14,49,0.0
6901,26f4eca4,0,11,8,1.0,1.0,1.0,2,11.0,8,8,11,0.0
6905,26fbfad3,0,23,41,6.0,3.0,4.0,3,13.0,41,15,23,0.0
6916,270c4658,0,3,2,0.0,0.0,0.0,1,3.0,2,2,3,0.0
6933,27230487,0,23,41,8.0,3.0,7.0,3,3.0,41,19,23,0.0
6934,27258fd2,0,17,84,0.0,0.0,0.0,5,2.0,84,29,17,1.0
6938,272c01eb,0,11,0,7.0,1.0,3.0,1,11.0,0,0,11,0.0
6953,273998ad,0,7,11,3.0,1.0,2.0,1,7.0,11,11,7,0.0
6965,2743f13d,0,177,43,65.0,21.0,35.0,7,162.0,43,0,177,1.0
6991,277b9384,0,6,1,2.0,1.0,1.0,1,6.0,1,1,6,0.0
7033,27c28c38,0,7,7,3.0,1.0,3.0,1,7.0,7,7,7,0.0
7081,27f9681c,0,34,2,20.0,10.0,16.0,1,34.0,2,2,34,0.0
7107,283dfcdc,0,34,7,11.0,2.0,7.0,5,34.0,7,5,34,0.0
7116,2851e693,0,36,3,19.0,8.0,14.0,2,36.0,3,1,36,0.0
7193,28c9ec04,0,11,10,2.0,1.0,1.0,2,11.0,10,3,11,1.0
7195,28cc47d9,0,11,8,8.0,1.0,3.0,1,11.0,8,8,11,0.0
7196,28ceac01,0,306,127,232.0,11.0,84.0,16,35.0,127,0,306,1.0
7210,28ddda17,0,76,0,28.0,4.0,13.0,2,76.0,0,0,76,0.0
7216,28e400e1,0,25,9,22.0,1.0,12.0,1,25.0,9,9,25,0.0
7234,28f3ff38,0,5,1,1.0,1.0,1.0,1,5.0,1,1,5,0.0
7278,2936ad7d,0,21,21,10.0,3.0,8.0,2,21.0,21,3,21,0.0
7344,298272c5,0,8,8,2.0,1.0,1.0,1,8.0,8,8,8,1.0
7378,29b45f60,0,21,0,16.0,2.0,4.0,3,21.0,0,0,21,0.0
7391,29d22a95,0,11,2,5.0,1.0,3.0,1,11.0,2,2,11,0.0
7403,29e537ba,0,55,2,46.0,4.0,26.0,2,55.0,2,2,55,0.0
7444,2a1aa3d3,0,29,5,5.0,3.0,3.0,4,29.0,5,3,29,0.0
7454,2a2cac40,0,50,16,18.0,5.0,12.0,7,50.0,16,12,50,0.0
7522,2a910823,0,13,4,4.0,3.0,3.0,2,13.0,4,2,13,0.0
7545,2ab41c62,0,6,2,1.0,1.0,1.0,2,6.0,2,0,6,1.0
7566,2aca5a31,0,73,2,69.0,11.0,38.0,1,73.0,2,2,73,0.0
7574,2ace6a2c,3,2,19,0.0,0.0,0.0,3,23.0,16,16,23,0.0
7585,2ae0a6ab,0,11,125,2.0,1.0,2.0,3,5.0,125,3,11,0.0
7587,2ae45e79,0,7,29,0.0,0.0,0.0,1,7.0,29,29,7,0.0
7595,2af5a879,0,24,3,7.0,3.0,6.0,1,24.0,3,3,24,0.0
7607,2b0d7dc5,0,207,63,168.0,36.0,108.0,10,141.0,63,0,207,1.0
7611,2b11fb75,0,112,19,109.0,16.0,68.0,15,112.0,19,1,112,1.0
7630,2b31ea60,0,24,6,12.0,1.0,3.0,6,24.0,6,1,24,1.0
7645,2b466fe9,0,99,19,58.0,7.0,22.0,5,99.0,19,0,99,1.0
7680,2b7ea8eb,0,24,35,5.0,2.0,2.0,4,16.0,35,8,24,1.0
7685,2b81e8f3,1,39,56,22.0,2.0,7.0,9,154.0,17,7,171,1.0
7705,2b9def4b,0,75,59,11.0,9.0,9.0,16,34.0,59,5,75,1.0
7726,2bb8a9df,0,303,42,54.0,11.0,22.0,60,273.0,42,0,303,1.0
7746,2bcfec5d,0,32,19,11.0,3.0,8.0,7,32.0,19,0,32,0.0
7747,2bd0af93,0,31,16,16.0,12.0,13.0,3,31.0,16,13,31,0.0
7748,2bd0dc85,0,36,13,21.0,3.0,9.0,7,36.0,13,9,36,0.0
7761,2be10b8f,0,10,30,2.0,1.0,1.0,2,10.0,30,29,10,0.0
7787,2c050c68,1,118,48,10.0,3.0,7.0,36,10.0,45,7,208,1.0
7810,2c33a520,0,15,117,2.0,1.0,1.0,2,12.0,117,16,15,0.0
7839,2c6afbd4,0,16,5,6.0,1.0,4.0,2,16.0,5,5,16,0.0
7891,2caba06c,0,47,27,22.0,5.0,12.0,4,47.0,27,0,47,0.0
7909,2cbf3a27,1,17,6,13.0,2.0,10.0,2,18.0,6,5,18,0.0
7915,2cc41526,0,59,2,38.0,7.0,12.0,2,59.0,2,1,59,1.0
7922,2cce0cc0,0,18,12,7.0,1.0,5.0,3,18.0,12,0,18,1.0
7926,2cd4e2f4,0,12,38,5.0,2.0,3.0,3,5.0,38,26,12,1.0
7963,2d08dd34,0,48,6,8.0,4.0,8.0,2,48.0,6,1,48,0.0
7980,2d255736,1,4,1,2.0,1.0,2.0,6,136.0,1,0,136,1.0
8002,2d554f7a,0,5,38,0.0,0.0,0.0,1,0.0,38,38,5,1.0
8011,2d678e3c,0,18,15,8.0,1.0,4.0,2,18.0,15,11,18,0.0
8017,2d6b0831,0,14,50,7.0,1.0,5.0,1,0.0,50,50,14,1.0
8034,2d7e4962,0,3,36,1.0,1.0,1.0,1,0.0,36,36,3,1.0
8043,2d9007be,0,5,111,2.0,2.0,2.0,1,0.0,111,111,5,0.0
8053,2d99ad11,4,1,120,0.0,0.0,0.0,91,97.0,0,0,465,1.0
8065,2db1e147,0,9,8,2.0,1.0,2.0,1,9.0,8,8,9,0.0
8074,2dc3d9fe,0,25,28,13.0,3.0,8.0,4,25.0,28,16,25,1.0
8079,2dca52a1,0,46,8,9.0,4.0,4.0,2,46.0,8,4,46,0.0
8090,2ddbe322,0,5,15,1.0,1.0,1.0,1,5.0,15,15,5,0.0
8132,2e214321,0,168,125,75.0,13.0,44.0,14,40.0,125,4,168,0.0
8138,2e27d0be,1,1,9,0.0,0.0,0.0,1,7.0,9,9,7,0.0
8144,2e2c29aa,0,22,67,7.0,3.0,6.0,3,0.0,67,38,22,1.0
8146,2e2dbf54,0,18,3,3.0,2.0,3.0,2,18.0,3,3,18,1.0
8149,2e3529ce,0,52,13,21.0,11.0,17.0,3,52.0,13,2,52,1.0
8152,2e3a7591,0,29,12,6.0,4.0,5.0,4,29.0,12,6,29,0.0
8184,2e65d3b5,1,69,65,39.0,10.0,29.0,9,27.0,65,5,84,1.0
8195,2e6b90f4,0,6,47,2.0,2.0,2.0,2,3.0,47,12,6,1.0
8197,2e6c7f91,0,20,0,12.0,6.0,6.0,2,20.0,0,0,20,1.0
8216,2e8d8f21,0,55,13,32.0,17.0,25.0,4,55.0,13,0,55,1.0
8278,2f0244ca,0,3,2,0.0,0.0,0.0,1,3.0,2,2,3,0.0
8300,2f20b2b8,0,4,0,2.0,1.0,2.0,1,4.0,0,0,4,1.0
8319,2f41a167,0,40,7,20.0,7.0,15.0,5,40.0,7,0,40,1.0
8320,2f444b99,0,26,6,19.0,5.0,14.0,2,26.0,6,6,26,0.0
8325,2f46cdbe,2,13,11,5.0,3.0,4.0,11,204.0,9,8,204,1.0
8341,2f5940aa,4,47,10,3.0,1.0,3.0,25,253.0,8,1,253,1.0
8366,2f729bc3,2,364,94,170.0,43.0,87.0,78,416.0,17,0,845,1.0
8373,2f7c3514,1,43,10,10.0,5.0,7.0,21,56.0,10,0,56,0.0
8387,2f8b39b5,2,21,24,12.0,2.0,9.0,10,102.0,14,2,102,0.0
8409,2fa955fd,1,30,92,5.0,3.0,4.0,22,7.0,88,9,120,1.0
8414,2fb01372,0,31,114,15.0,3.0,9.0,3,12.0,114,26,31,1.0
8451,2fe07773,0,23,8,7.0,5.0,7.0,6,23.0,8,1,23,1.0
8476,2ff5c798,0,34,14,9.0,4.0,8.0,5,34.0,14,6,34,1.0
8499,30103242,3,93,35,31.0,15.0,25.0,27,392.0,15,2,416,0.0
8551,30610cd5,0,46,15,16.0,8.0,10.0,3,46.0,15,15,46,0.0
8557,30778407,0,40,61,5.0,4.0,4.0,3,0.0,61,49,40,0.0
8566,3094bbf6,0,197,7,116.0,6.0,35.0,17,197.0,7,0,197,1.0
8571,309d56c3,0,5,2,1.0,1.0,1.0,1,5.0,2,2,5,0.0
8592,30cea260,0,43,12,24.0,6.0,14.0,4,43.0,12,1,43,0.0
8630,311335bf,0,21,9,7.0,3.0,4.0,5,21.0,9,4,21,0.0
8641,3121ce29,0,29,15,7.0,1.0,4.0,2,29.0,15,15,29,0.0
8672,3150c483,0,1,8,0.0,0.0,0.0,1,1.0,8,8,1,0.0
8708,3178c6e2,0,60,14,30.0,11.0,18.0,6,60.0,14,9,60,0.0
8716,317f4638,0,45,7,15.0,5.0,9.0,8,45.0,7,0,45,1.0
8719,318441a7,0,8,1,4.0,1.0,3.0,1,8.0,1,1,8,1.0
8758,31bafde9,0,10,7,3.0,1.0,2.0,2,10.0,7,7,10,0.0
8802,31fd117b,0,38,12,14.0,6.0,11.0,2,38.0,12,3,38,1.0
8806,3200f433,0,60,99,24.0,6.0,17.0,8,42.0,99,2,60,0.0
8807,32013e2e,0,5,89,1.0,1.0,1.0,2,0.0,89,53,5,0.0
8815,320b3e2c,0,12,8,8.0,1.0,5.0,1,12.0,8,8,12,0.0
8873,32580874,0,190,1,165.0,9.0,50.0,3,190.0,1,0,190,0.0
8882,32664374,1,6,2,1.0,1.0,1.0,3,18.0,2,1,18,1.0
8887,326ae8bf,0,55,60,32.0,11.0,17.0,5,0.0,60,53,55,1.0
8895,327aecf8,0,117,12,30.0,6.0,20.0,7,117.0,12,3,117,0.0
8910,3295666a,0,21,23,11.0,2.0,8.0,2,21.0,23,1,21,0.0
9007,331350ff,0,57,3,45.0,8.0,24.0,2,57.0,3,1,57,0.0
9019,3322a5b8,0,8,1,2.0,1.0,1.0,1,8.0,1,1,8,0.0
9047,3339064e,0,48,33,18.0,4.0,9.0,7,45.0,33,13,48,0.0
9063,335116e1,0,82,5,62.0,16.0,29.0,12,82.0,5,1,82,0.0
9070,335a5dc6,0,4,9,1.0,1.0,1.0,1,4.0,9,9,4,0.0
9110,338c1ebd,0,41,5,25.0,7.0,17.0,1,41.0,5,5,41,1.0
9132,33aec140,0,140,59,56.0,7.0,29.0,10,114.0,59,0,140,1.0
9147,33bd89f3,0,12,3,5.0,1.0,5.0,1,12.0,3,3,12,0.0
9163,33d89a81,0,32,1,6.0,6.0,6.0,2,32.0,1,0,32,0.0
9166,33dc7da9,0,9,37,0.0,0.0,0.0,1,0.0,37,37,9,0.0
9170,33dfc14b,0,195,105,37.0,14.0,22.0,19,150.0,105,0,195,0.0
9202,34206db5,0,11,8,2.0,2.0,2.0,2,11.0,8,2,11,0.0
9267,34840c9d,0,7,20,2.0,2.0,2.0,2,7.0,20,1,7,0.0
9274,3487708d,1,16,32,3.0,1.0,3.0,7,53.0,22,2,67,1.0
9289,34abcf99,0,11,4,9.0,5.0,8.0,1,11.0,4,4,11,0.0
9307,34c139ce,2,4,63,1.0,1.0,1.0,8,0.0,55,55,97,1.0
9324,34d81f7a,0,2,41,0.0,0.0,0.0,1,0.0,41,41,2,1.0
9328,34dfcfa9,0,4,13,1.0,1.0,1.0,1,4.0,13,13,4,0.0
9334,34e84a87,0,107,28,48.0,10.0,22.0,9,107.0,28,6,107,1.0
9359,3510127e,0,10,83,4.0,2.0,2.0,1,0.0,83,83,10,0.0
9363,35165a5a,0,127,105,109.0,18.0,78.0,5,39.0,105,5,127,0.0
9398,354bb9bb,0,9,16,6.0,1.0,5.0,1,9.0,16,16,9,0.0
9403,3550c768,0,38,29,12.0,4.0,10.0,9,38.0,29,0,38,0.0
9407,3555ffb9,0,67,77,23.0,7.0,11.0,8,10.0,77,31,67,1.0
9409,355794a7,0,11,20,3.0,1.0,1.0,3,11.0,20,12,11,0.0
9412,355ae501,0,34,18,7.0,2.0,5.0,4,34.0,18,0,34,0.0
9428,3578cd72,0,9,13,3.0,2.0,2.0,3,9.0,13,9,9,0.0
9467,35b98fb8,0,35,45,19.0,11.0,13.0,2,21.0,45,9,35,0.0
9476,35cc1bf1,0,3,3,0.0,0.0,0.0,1,3.0,3,3,3,0.0
9505,35ee4ea5,0,133,13,102.0,13.0,58.0,11,133.0,13,0,133,0.0
9518,360216e5,0,4,46,2.0,1.0,2.0,1,0.0,46,46,4,0.0
9588,3669bc1f,0,8,54,2.0,1.0,1.0,3,0.0,54,53,8,0.0
9622,368ab6c6,0,15,2,6.0,2.0,5.0,2,15.0,2,2,15,0.0
9632,369db4b0,0,28,6,8.0,7.0,7.0,2,28.0,6,3,28,0.0
9640,36a5e013,0,4,83,1.0,1.0,1.0,1,0.0,83,83,4,1.0
9643,36a755d0,0,10,82,5.0,1.0,4.0,1,0.0,82,82,10,0.0
9682,36d0d516,0,4,10,1.0,1.0,1.0,1,4.0,10,10,4,0.0
9700,36ed4114,1,174,13,66.0,31.0,45.0,16,229.0,13,5,229,1.0
9709,36ef2e5f,0,250,14,204.0,12.0,59.0,9,250.0,14,1,250,1.0
9734,370584e4,0,34,17,9.0,6.0,7.0,3,34.0,17,4,34,0.0
9747,371e154e,0,11,3,2.0,1.0,1.0,1,11.0,3,3,11,1.0
9759,37319100,0,85,49,47.0,6.0,33.0,8,66.0,49,0,85,0.0
9773,37464b87,3,6,78,0.0,0.0,0.0,9,20.0,22,21,54,1.0
9775,3746d260,0,29,34,7.0,4.0,7.0,5,20.0,34,22,29,1.0
9788,375956a8,0,7,22,2.0,1.0,2.0,2,7.0,22,16,7,0.0
9802,376b9d26,0,12,17,10.0,2.0,9.0,1,12.0,17,17,12,1.0
9826,378a8645,0,4,1,1.0,1.0,1.0,1,4.0,1,1,4,1.0
9828,378ed9e2,0,88,9,59.0,29.0,45.0,10,88.0,9,1,88,0.0
9842,379c6cfd,0,59,15,28.0,8.0,22.0,9,59.0,15,2,59,1.0
9861,37b872ce,0,13,10,5.0,1.0,2.0,3,13.0,10,10,13,0.0
9872,37d89dbb,0,293,7,167.0,40.0,96.0,3,293.0,7,1,293,1.0
9874,37dda8c4,0,98,137,39.0,4.0,16.0,10,33.0,137,12,98,0.0
9882,37e98fe5,0,85,64,54.0,10.0,34.0,2,33.0,64,4,85,1.0
9883,37ec3fbd,0,23,12,9.0,3.0,6.0,5,23.0,12,6,23,0.0
9891,37f825eb,0,18,8,5.0,2.0,4.0,2,18.0,8,7,18,0.0
9921,3836fc46,0,15,15,2.0,2.0,2.0,3,15.0,15,3,15,0.0
9929,384295d8,0,14,28,3.0,2.0,2.0,2,14.0,28,15,14,0.0
9962,387b60b0,0,12,8,6.0,2.0,5.0,1,12.0,8,8,12,1.0
9970,38861aa1,0,22,9,7.0,3.0,5.0,1,22.0,9,9,22,0.0
9999,38a6d1dc,0,34,12,18.0,2.0,8.0,3,34.0,12,12,34,0.0
10023,38c4dfda,4,59,89,1.0,1.0,1.0,30,42.0,87,5,77,1.0
10045,38e639de,0,34,5,19.0,4.0,17.0,3,34.0,5,1,34,0.0
10049,38e920d5,0,7,11,2.0,1.0,2.0,1,7.0,11,11,7,0.0
10059,38f7aafa,0,46,11,16.0,6.0,11.0,3,46.0,11,10,46,0.0
10081,391325c5,0,14,5,3.0,2.0,2.0,3,14.0,5,4,14,0.0
10110,393c23c7,0,19,139,5.0,4.0,5.0,2,9.0,139,0,19,0.0
10111,393e3cf5,0,4,2,1.0,1.0,1.0,1,4.0,2,2,4,0.0
10115,3942da6b,0,123,20,66.0,28.0,45.0,10,123.0,20,2,123,1.0
10193,39b4e685,0,20,0,10.0,2.0,4.0,2,20.0,0,0,20,0.0
10211,39cc7b17,0,78,32,52.0,9.0,31.0,5,74.0,32,24,78,1.0
10244,39f3a1dd,0,4,0,1.0,1.0,1.0,1,4.0,0,0,4,0.0
10251,39fd9f93,0,151,5,65.0,8.0,23.0,3,152.0,5,1,152,0.0
10264,3a18c589,0,3,14,0.0,0.0,0.0,1,3.0,14,14,3,0.0
10308,3a5c8433,0,3,5,1.0,1.0,1.0,1,3.0,5,5,3,0.0
10310,3a60a800,0,128,75,72.0,12.0,37.0,17,53.0,75,3,128,1.0
10331,3a7c8aff,0,16,131,5.0,4.0,4.0,3,0.0,131,88,16,0.0
10339,3a8aecb6,0,22,63,6.0,3.0,4.0,3,3.0,63,2,22,1.0
10340,3a8b823c,0,2,45,0.0,0.0,0.0,1,0.0,45,45,2,0.0
10344,3a94f32e,0,4,1,1.0,1.0,1.0,1,4.0,1,1,4,0.0
10378,3ac0562a,0,24,0,9.0,3.0,8.0,1,24.0,0,0,24,0.0
10405,3af60bb5,0,150,50,52.0,18.0,30.0,20,135.0,50,0,150,1.0
10415,3b01658a,0,96,129,12.0,5.0,9.0,8,0.0,129,58,96,1.0
10436,3b2b33a7,0,43,4,20.0,7.0,13.0,2,43.0,4,4,43,0.0
10442,3b30b12c,0,59,28,19.0,8.0,10.0,4,59.0,28,3,59,1.0
10454,3b3ff363,0,4,13,1.0,1.0,1.0,1,4.0,13,13,4,0.0
10464,3b4dea68,0,89,56,53.0,7.0,32.0,4,61.0,56,1,89,0.0
10471,3b5e9da6,0,13,1,2.0,1.0,1.0,1,13.0,1,1,13,0.0
10504,3b900457,0,92,108,19.0,6.0,11.0,9,19.0,108,1,92,0.0
10516,3bad083f,0,42,56,17.0,5.0,9.0,11,14.0,56,13,42,0.0
10572,3bf6381d,0,34,18,15.0,6.0,10.0,2,34.0,18,14,34,1.0
10638,3c3b4ad8,0,76,7,44.0,15.0,26.0,7,76.0,7,1,76,1.0
10640,3c45a766,0,88,9,15.0,8.0,14.0,3,88.0,9,8,88,0.0
10643,3c49ff98,0,9,37,2.0,2.0,2.0,1,0.0,37,37,9,1.0
10659,3c64c5cb,0,4,7,1.0,1.0,1.0,1,4.0,7,7,4,0.0
10692,3c9d33a5,0,2,2,1.0,1.0,1.0,1,2.0,2,2,2,0.0
10735,3cd2b076,0,7,12,4.0,1.0,2.0,1,7.0,12,12,7,0.0
10738,3cd434ec,1,421,80,361.0,36.0,139.0,80,177.0,42,2,1480,1.0
10756,3ceb7bd8,0,96,27,24.0,4.0,10.0,5,96.0,27,0,96,1.0
10789,3d0efac4,0,4,10,1.0,1.0,1.0,1,4.0,10,10,4,0.0
10809,3d24d913,4,1,14,0.0,0.0,0.0,5,12.0,13,13,12,0.0
10887,3d8da2bb,0,12,30,1.0,1.0,1.0,4,12.0,30,7,12,0.0
10912,3db7e747,0,36,20,19.0,4.0,9.0,6,36.0,20,1,36,0.0
10946,3de50385,0,10,26,4.0,1.0,2.0,1,10.0,26,26,10,1.0
10997,3e2a25e3,0,73,1,45.0,6.0,20.0,3,73.0,1,0,73,0.0
11041,3e7085c4,0,89,29,74.0,16.0,50.0,3,89.0,29,9,89,1.0
11056,3e89226c,0,30,67,8.0,7.0,8.0,5,13.0,67,3,30,1.0
11076,3ea1281c,0,52,66,18.0,4.0,13.0,6,0.0,66,52,52,0.0
11149,3f0e7dc7,0,23,111,7.0,1.0,5.0,3,15.0,111,11,23,0.0
11160,3f15358e,0,50,114,30.0,6.0,17.0,7,0.0,114,89,50,1.0
11173,3f2cee68,0,25,50,6.0,3.0,6.0,4,9.0,50,9,25,0.0
11178,3f36f53e,2,26,124,2.0,2.0,2.0,7,54.0,6,1,85,1.0
11181,3f41b801,0,21,90,7.0,2.0,4.0,5,0.0,90,57,21,1.0
11192,3f4d793b,0,3,3,1.0,1.0,1.0,1,3.0,3,3,3,0.0
11195,3f565936,0,4,0,1.0,1.0,1.0,1,4.0,0,0,4,0.0
11197,3f58773c,0,17,23,3.0,2.0,2.0,3,17.0,23,2,17,0.0
11200,3f59cb79,0,7,1,2.0,1.0,1.0,2,7.0,1,1,7,0.0
11212,3f672e6f,0,17,9,5.0,1.0,3.0,1,17.0,9,9,17,0.0
11214,3f69a3a8,0,53,57,35.0,5.0,27.0,5,46.0,57,7,53,0.0
11222,3f722ffd,0,72,3,23.0,4.0,15.0,8,72.0,3,0,72,1.0
11226,3f778dc5,0,42,7,28.0,2.0,12.0,2,42.0,7,6,42,1.0
11227,3f77e3c0,0,4,2,1.0,1.0,1.0,1,4.0,2,2,4,0.0
11255,3f946779,0,7,6,2.0,1.0,2.0,1,7.0,6,6,7,0.0
11272,3fb260e3,0,71,34,20.0,12.0,17.0,7,64.0,34,0,71,1.0
11274,3fb60210,0,35,12,22.0,8.0,17.0,2,35.0,12,0,35,1.0
11277,3fb7b19e,0,143,51,58.0,18.0,29.0,17,76.0,51,6,143,0.0
11279,3fb85c32,1,48,16,16.0,8.0,13.0,7,60.0,16,13,60,0.0
11297,3fd6ca7f,0,142,30,40.0,13.0,19.0,15,142.0,30,5,142,0.0
11299,3fd7635c,0,12,24,3.0,1.0,2.0,3,12.0,24,6,12,0.0
11304,3fdf5ed5,0,8,1,4.0,1.0,2.0,1,8.0,1,1,8,0.0
11372,403d3dcf,0,71,13,27.0,9.0,22.0,4,71.0,13,10,71,0.0
11418,40857b9b,0,8,0,4.0,1.0,4.0,1,8.0,0,0,8,0.0
11441,40a68b39,0,226,42,139.0,24.0,63.0,15,150.0,42,3,226,1.0
11476,40d1533e,0,32,10,10.0,2.0,4.0,8,32.0,10,1,32,0.0
11486,40ddfb92,2,61,79,26.0,8.0,23.0,38,96.0,30,12,344,0.0
11513,40fe616c,1,65,137,8.0,4.0,7.0,14,4.0,126,21,106,1.0
11539,41169133,0,88,13,60.0,12.0,39.0,7,88.0,13,1,88,1.0
11546,411b23f4,0,54,32,42.0,12.0,30.0,2,30.0,32,1,54,0.0
11559,412c10b7,0,299,133,137.0,33.0,75.0,38,190.0,133,0,299,1.0
11560,412c80d5,0,47,7,22.0,4.0,12.0,2,47.0,7,0,47,1.0
11585,4154ffae,0,38,23,14.0,7.0,14.0,2,38.0,23,6,38,1.0
11598,4167535c,0,40,63,7.0,2.0,6.0,13,18.0,63,19,40,1.0
11608,4176a02a,0,10,9,3.0,3.0,3.0,2,10.0,9,7,10,0.0
11614,417edfff,0,34,69,10.0,1.0,2.0,8,10.0,69,0,35,0.0
